collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author
CAB,67,5,6,21-Feb-40,Memorandum,WP (G) (40) 56,The Draft Anglo-Polish Agreement for the Organisation and Administration of Polish Forces serving with British Units.,Halifax and Chatfield
CAB,67,5,7,22-Feb-40,Memorandum,WP (G) (40) 57,Diversion of Shipping.,Euan Wallace
CAB,67,5,8,23-Feb-40,Memorandum,WP (G) (40) 58,Cargoes carried on the Norwegian Route.,Samuel Hoare
CAB,67,5,9,23-Feb-40,Memorandum,WP (G) (40) 59,The Shipping Situation in Relation to Agriculture.,R H Dorman-Smith
CAB,67,5,10,23-Feb-40,Memorandum,WP (G) (40) 60,The Shipping Situation in relation to the Ministry of Supply's Programme.,Leslie Burgin
CAB,67,5,11,24-Feb-40,Memorandum,WP (G) (40) 61,Palestine Land Measures.,Winston S Churchill
CAB,67,5,12,27-Feb-40,Memorandum,WP (G) (40) 62,Dependants' Allowance.,O F G Stanley
CAB,67,5,13,26-Feb-40,Memorandum,WP (G) (40) 63,Shipping and the Foreign Exchange Position.,John Simon
CAB,67,5,14,24-Feb-40,Memorandum,WP (G) (40) 64,India.,Winston S Churchill
CAB,67,5,15,27-Feb-40,Memorandum,WP (G) (40) 65,Norwegian War Trade Agreement.,Ronald H Cross
CAB,67,5,16,2-Mar-40,Memorandum,WP (G) (40) 66,The Coal Situation.,Samuel Hoare
CAB,67,5,17,28-Feb-40,Memorandum,WP (G) (40) 67,Dependants' Allowance.,Ernest Brown
CAB,67,5,18,1-Mar-40,Memorandum,WP (G) (40) 68,Anglo-Italian Economic Relations.,Halifax
CAB,67,5,19,4-Mar-40,Memorandum,WP (G) (40) 69,Appointment of Committee on Dye-Stuffs. Composition and Terms of Reference.,E E Bridges
CAB,67,5,20,5-Mar-40,Memorandum,WP (G) (40) 70,Control of Cotton Imports into Countries to which Germany has access.,John Simon
CAB,67,5,21,4-Mar-40,Memorandum,WP (G) (40) 71,The Supply and Training of Skilled Labour.,John Simon
CAB,67,5,22,11-Mar-40,Memorandum,WP (G) (40) 72,Soviet-German Trade.,Ronald H Cross
CAB,67,5,23,11-Mar-40,Memorandum,WP (G) (40) 73,Congress and the War.,Zetland
CAB,67,5,24,11-Mar-40,Memorandum,WP (G) (40) 74,Congress and the War.,Zetland
CAB,67,5,25,11-Mar-40,Memorandum,WP (G) (40) 75,Negotiations to Secure the Use of Additional Norwegian Tankers.,John Gilmour
CAB,67,5,26,11-Mar-40,Memorandum,WP (G) (40) 76,Diversion of Civil Flying Boats for Military Duties.,Kingsley Wood
CAB,67,5,27,12-Mar-40,Memorandum,WP (G) (40) 77,Standard Clothing.,John Simon
CAB,67,5,28,13-Mar-40,Memorandum,WP (G) (40) 78,Supply of Labour for the British Expeditionary Force.,O F G Stanley
CAB,67,5,29,13-Mar-40,Memorandum,WP (G) (40) 79,Committee on Issue of Warnings against Discussion of Confidential Matters in Public Places.,J C W Reith
CAB,67,5,30,13-Mar-40,Memorandum,WP (G) (40) 80,Transatlantic Airmail Service.,J C W Reith and George C Tryon
CAB,67,5,31,15-Mar-40,Memorandum,WP (G) (40) 81,Arrangements for Easter.,E E Bridges
CAB,67,5,32,30-Mar-40,Memorandum,WP (G) (40) 82,Diversion of Shipping.,Euan Wallace
CAB,67,5,33,20-Mar-40,Memorandum,WP (G) (40) 83,Diversion of Shipping.,Chatfield
CAB,67,5,34,19-Mar-40,Memorandum,WP (G) (40) 84,The Effects of Severe Rationing.,Stanhope
CAB,67,5,35,21-Mar-40,Memorandum,WP (G) (40) 85,Naval Prize Money and Prize Bounty.,Winston S Churchill
CAB,67,5,36,19-Mar-40,Memorandum,WP (G) (40) 86,Suggested Anglo-French Declaration not to Conclude a Separate Peace.,Halifax
CAB,67,5,37,19-Mar-40,Memorandum,WP (G) (40) 87,Suggested Anglo-French Declaration not to Conclude a Separate Peace.,Halifax
CAB,67,5,38,26-Mar-40,Memorandum,WP (G) (40) 88,Contraband Control in the Far East.,Halifax
CAB,67,5,39,26-Mar-40,Memorandum,WP (G) (40) 89,No Separate Peace.,Halifax
CAB,67,5,40,29-Mar-40,Memorandum,WP (G) (40) 90,"Acquisition of Agricultural Land by Service Departments, including the Ministry of Supply.",R H Dorman-Smith
CAB,67,5,41,29-Mar-40,Memorandum,WP (G) (40) 91,Naval Prize Money and Prize Bounty.,John Simon
CAB,67,5,42,1-Apr-40,Memorandum,WP (G) (40) 92,Broadcasting during daylight to Germany and other Countries of Europe.,J C W Reith
CAB,67,5,43,2-Apr-40,Memorandum,WP (G) (40) 93,French Proposals for Rationing Neutrals.,Ronald H Cross
CAB,67,5,44,3-Apr-40,Memorandum,WP (G) (40) 94,Afghanistan.,Halifax
CAB,67,5,45,2-Apr-40,Memorandum,WP (G) (40) 95,Consultation with the Dominions.,Anthony Eden
CAB,67,5,46,9-Apr-40,Memorandum,WP (G) (40) 96,India and the War.,Zetland
CAB,67,5,47,5-Apr-40,Memorandum,WP (G) (40) 97,"Acquisition of Agricultural Land by Service Departments, including the Ministry of Supply.",R H Dorman-Smith
CAB,67,5,48,5-Apr-40,Memorandum,WP (G) (40) 98,Negotiations to Secure the Use of Additional Norwegian Tankers.,Robert Hudson
CAB,67,5,49,5-Apr-40,Memorandum,WP (G) (40) 99,"The Royal Message of Condolence, Memorial Scrolls and Plaques, the King's Certificate and Badge on Discharge.",Neville Chamberlain
CAB,67,5,50,8-Apr-40,Memorandum,WP (G) (40) 100,Review of Import Programmes in the First Year of the War from the Shipping Standpoint.,Kingsley Wood
CAB,67,6,1,11-Apr-40,Memorandum,WP (G) (40) 101,Three-Power Declaration regarding the conduct of the German Authorities in Poland.,Halifax
CAB,67,6,2,13-Apr-40,Memorandum,WP (G) (40) 102,Diversion of Shipping.,Hankey
CAB,67,6,3,13-Apr-40,Memorandum,WP (G) (40) 103,The Economic Consequences to the Allies and to Germany respectively of the seizure by Germany of Denmark and Norway.,John Simon
CAB,67,6,4,14-Apr-40,Memorandum,WP (G) (40) 104,Control of Neutral Ships.,Robert S Hudson
CAB,67,6,5,14-Apr-40,Memorandum,WP (G) (40) 105,Diversion of Civil Flying Boats for Military Duties.,Samuel Hoare
CAB,67,6,6,15-Apr-40,Memorandum,WP (G) (40) 106,Trade Negotiations with the Soviet Government.,Halifax
CAB,67,6,7,17-Apr-40,Memorandum,WP (G) (40) 107,Italian Oil Stocks.,Ronald H Cross
CAB,67,6,8,17-Apr-40,Memorandum,WP (G) (40) 108,Soviet-German Trade.,Anthony Eden
CAB,67,6,9,18-Apr-40,Memorandum,WP (G) (40) 109,Relations with Italy.,Halifax
CAB,67,6,10,22-Apr-40,Memorandum,WP (G) (40) 110,Reduction of Volume of British Shipping in Mediterranean.,Robert S Hudson
CAB,67,6,11,22-Apr-40,Memorandum,WP (G) (40) 111,Relations with Italy: Coal Supplies.,Andrew R Duncan
CAB,67,6,12,27-Apr-40,Memorandum,WP (G) (40) 112,The Control of Enemy Exports.,Ronald H Cross
CAB,67,6,13,26-Apr-40,Memorandum,WP (G) (40) 113,Publication of Shipping Losses.,Winston S Churchill
CAB,67,6,14,27-Apr-40,Memorandum,WP (G) (40) 114,Reduction of Volume of British Shipping in Mediterranean.,Robert S Hudson
CAB,67,6,15,29-Apr-40,Memorandum,WP (G) (40) 115,Control of Aliens.,John Anderson
CAB,67,6,16,30-Apr-40,Memorandum,WP (G) (40) 116,Man Power available for the Armed Forces.,Kingsley Wood
CAB,67,6,17,30-Apr-40,Memorandum,WP (G) (40) 117,The Possibility of supplying Food to Norway. Note by the Chairman of the Committee on Co-ordination of Departmental Action.,H J Wilson
CAB,67,6,18,30-Apr-40,Memorandum,WP (G) (40) 118,"Survey of Employment. Results of the enquiry conducted in April, 1940.",Ernest Brown
CAB,67,6,19,1-May-40,Memorandum,WP (G) (40) 119,Extension of the Reprisals Policy to any new Enemy.,Ronald H Cross
CAB,67,6,20,1-May-40,Memorandum,WP (G) (40) 120,Defence Organisation.,Neville Chamberlain
CAB,67,6,21,3-May-40,Memorandum,WP (G) (40) 121,Sugar Rationing.,Woolton
CAB,67,6,22,4-May-40,Memorandum,WP (G) (40) 122,"Survey of Employment (Engineering, Motor and Aircraft Group).",Winston S Churchill
CAB,67,6,23,25-Apr-40,Memorandum,WP (G) (40) 123,Sugar.,John Simon
CAB,67,6,24,4-May-40,Memorandum,WP (G) (40) 124,Erection of a Broadcasting Station near the East Coast.,Winston S Churchill
CAB,67,6,25,4-May-40,Memorandum,WP (G) (40) 125,United Kingdom Coal Exports.,John Simon
CAB,67,6,26,9-May-40,Memorandum,WP (G) (40) 126,Survey of Employment.,E Leslie Burgin
CAB,67,6,27,10-May-40,Memorandum,WP (G) (40) 127,Norwegian Tanker Tonnage.,Robert S Hudson
CAB,67,6,28,16-May-40,Memorandum,WP (G) (40) 128,Attitude of Eire.,Caldecote
CAB,67,6,29,17-May-40,Memorandum,WP (G) (40) 129,Supply of Labour for the Army.,Anthony Eden and Ernest Bevin
CAB,67,6,30,17-May-40,Memorandum,WP (G) (40) 130,Dispersal of Persons Resident in the Immediate Neighbourhood of Specific Targets.,Neville Chamberlain
CAB,67,6,31,17-May-40,Memorandum,WP (G) (40) 131,"Invasion of Great Britain: Possible Co-operation by a ""Fifth Column"".",John Anderson
CAB,67,6,32,19-May-40,Memorandum,WP (G) (40) 132,Dutch and Belgian War Refugees.,John Anderson
CAB,67,6,33,22-May-40,Memorandum,WP (G) (40) 133,Attitude of the Government to the Political Deadlock in India.,L S Amery
CAB,67,6,34,23-May-40,Memorandum,WP (G) (40) 134,Arming of the Police.,John Anderson
CAB,67,6,35,25-May-40,Memorandum,WP (G) (40) 135,Demolitions in Holland.,A V Alexander
CAB,67,6,36,24-May-40,Memorandum,WP (G) (40) 136,Action to be taken by the B.B.C. in the Event of an Air Raid on this Country.,Duff Cooper
CAB,67,6,37,23-May-40,Memorandum,WP (G) (40) 137,India. Proposal by the Government of India to raise additional troops.,L S Amery
CAB,67,6,38,24-May-40,Memorandum,WP (G) (40) 138,Relations between the Ministry of Information and the B.B.C.,Duff Cooper
CAB,67,6,39,24-May-40,Memorandum,WP (G) (40) 139,India. Proposal by the Government of India to raise additional troops.,L S Amery
CAB,67,6,40,24-May-40,Memorandum,WP (G) (40) 140,Action to be taken by the B.B.C. in the Event of an Air Attack on this Country.,Duff Cooper
CAB,67,6,41,25-May-40,Memorandum,WP (G) (40) 141,Censorship with Eire.,Hankey
CAB,67,6,42,29-May-40,Memorandum,WP (G) (40) 142,India. Revolutionary Movements Ordinance.,L S Amery
CAB,67,6,43,31-May-40,Memorandum,WP (G) (40) 143,Development of Timber Production in this Country and France.,Herbert Morrison
CAB,67,6,44,10-Jun-40,Memorandum,WP (G) (40) 144,Responsibility for B.B.C. Announcements.,Duff Cooper
CAB,67,6,45,11-Jun-40,Memorandum,WP (G) (40) 145,Compulsory Censorship.,Duff Cooper
CAB,67,6,46,10-Jun-40,Memorandum,WP (G) (40) 146,Ministerial Broadcasts.,Duff Cooper
CAB,67,6,47,13-Jun-40,Memorandum,WP (G) (40) 147,Supply of Irish Labour.,John Anderson
CAB,67,6,48,13-Jun-40,Memorandum,WP (G) (40) 148,Plans for Partial Evacuation of certain East Coast Towns.,John Anderson
CAB,67,6,49,12-Jun-40,Memorandum,WP (G) (40) 149,The Arab States and Palestine.,Halifax
CAB,67,6,50,14-Jun-40,Memorandum,WP (G) (40) 150,Security of Whitehall Area.,E E Bridges
CAB,67,7,1,15-Jun-40,Memorandum,WP (G) (40) 151,Trade with Kirkenes and Petsamo.,Halifax and Herbert S Morrison
CAB,67,7,2,15-Jun-40,Memorandum,WP (G) (40) 152,Evacuation of Children from Great Britain Overseas.,John Anderson
CAB,67,7,3,15-Jun-40,Memorandum,WP (G) (40) 153,Hitler Interview.,Duff Cooper
CAB,67,7,4,15-Jun-40,Memorandum,WP (G) (40) 154,German Activities in Bohemia.,Halifax
CAB,67,7,5,17-Jun-40,Memorandum,WP (G) (40) 155,The Economic Consequences of a Complete or Partial Collapse of French Resistance.,Arthur Greenwood
CAB,67,7,6,16-Jun-40,Memorandum,WP (G) (40) 156,French Colonial Territories and Economic Pressure.,Hugh Dalton
CAB,67,7,7,19-Jun-40,Memorandum,WP (G) (40) 157,Periodic Reports Circulated to Ministers.,Clement R Attlee
CAB,67,7,8,21-Jun-40,Memorandum,WP (G) (40) 158,Passive Air Defence Measures at Vital Factories.,Herbert Morrison
CAB,67,7,9,24-Jun-40,Memorandum,WP (G) (40) 159,Procedure agreed upon by the Lord President's Co-ordinating Committee.,Neville Chamberlain
CAB,67,7,10,25-Jun-40,Memorandum,WP (G) (40) 160,Responsibility for B.B.C. announcements.,E E Bridges
CAB,67,7,11,27-Jun-40,Memorandum,WP (G) (40) 161,Use of Public Schools for the Expansion of the Army.,Anthony Eden
CAB,67,7,12,27-Jun-40,Memorandum,WP (G) (40) 162,Burma and the War.,L S Amery
CAB,67,7,13,27-Jun-40,Memorandum,WP (G) (40) 163,Use of Public Schools for the Expansion of the Army.,Herwald Ramsbotham
CAB,67,7,14,27-Jun-40,Memorandum,WP (G) (40) 164,War Cabinet Arrangements.,Winston S Churchill
CAB,67,7,15,26-Jun-40,Memorandum,WP (G) (40) 165,Palestine.,Halifax
CAB,67,7,16,29-Jun-40,Memorandum,WP (G) (40) 166,Calling up of Men Registered for Military Service.,Duff Cooper
CAB,67,7,17,29-Jun-40,Memorandum,WP (G) (40) 167,Members of Parliament Serving in the Army.,Anthony Eden
CAB,67,7,18,1-Jul-40,Memorandum,WP (G) (40) 168,Recognition of a Czecho-Slovak Provisional Government.,Halifax
CAB,67,7,19,1-Jul-40,Memorandum,WP (G) (40) 169,Air Raid Warnings.,Arthur Greenwood and John Anderson
CAB,67,7,20,2-Jul-40,Memorandum,WP (G) (40) 170,Internees and Prisoners of War.,Neville Chamberlain
CAB,67,7,21,3-Jul-40,Memorandum,WP (G) (40) 171,Communist Propaganda.,John Anderson
CAB,67,7,22,3-Jul-40,Memorandum,WP (G) (40) 172,Effect of Bombings and Air Raid Warnings on Production.,Arthur Greenwood
CAB,67,7,23,6-Jul-40,Memorandum,WP (G) (40) 173,India and the War.,L S Amery
CAB,67,7,24,7-Jul-40,Memorandum,WP (G) (40) 174,Proposed Modification of the Air-Raid Warning System.,John Anderson
CAB,67,7,25,8-Jul-40,Memorandum,WP (G) (40) 175,Treatment of French Nationals in this Country in the Event of War with France.,John Anderson
CAB,67,7,26,8-Jul-40,Memorandum,WP (G) (40) 176,India and the War.,L S Amery
CAB,67,7,27,8-Jul-40,Memorandum,WP (G) (40) 177,Preparation against Invasion.,Anthony Eden
CAB,67,7,28,9-Jul-40,Memorandum,WP (G) (40) 178,Publication of Air Raid Casualties.,Duff Cooper
CAB,67,7,29,9-Jul-40,Memorandum,WP (G) (40) 179,Evacuation of Children Overseas.,John Anderson
CAB,67,7,30,10-Jul-40,Memorandum,WP (G) (40) 180,French Ships in British Ports.,Ronald H Cross
CAB,67,7,31,10-Jul-40,Memorandum,WP (G) (40) 181,Draft of Proposed Agreement with General de Gaulle.,E E Bridges
CAB,67,7,32,11-Jul-40,Memorandum,WP (G) (40) 182,Evacuation of Children Overseas.,Neville Chamberlain
CAB,67,7,33,12-Jul-40,Memorandum,WP (G) (40) 183,Merchant Shipbuilding.,Winston S Churchill
CAB,67,7,34,13-Jul-40,Memorandum,WP (G) (40) 184,India and the War.,L S Amery
CAB,67,7,35,15-Jul-40,Memorandum,WP (G) (40) 185,Evacuation of Children Overseas.,E E Bridges
CAB,67,7,36,16-Jul-40,Memorandum,WP (G) (40) 186,House of Commons (Vacation of Seats) Bill.,John Anderson
CAB,67,7,37,16-Jul-40,Memorandum,WP (G) (40) 187,Aliens.,Clement R Attlee
CAB,67,7,38,17-Jul-40,Memorandum,WP (G) (40) 188,The Control of Shipping as an Instrument of Economic Warfare.,Ronald H Cross and Hugh Dalton
CAB,67,7,39,22-Jul-40,Memorandum,WP (G) (40) 189,Naval measures proposed to effect Contraband Control of the West Coast of Europe and North West Africa.,A V Alexander
CAB,67,7,40,18-Jul-40,Memorandum,WP (G) (40) 190,Publication of Merchant Shipping Losses.,Ronald H Cross
CAB,67,7,41,19-Jul-40,Memorandum,WP (G) (40) 191,Trans-Atlantic Air Service.,Archibald H M Sinclair
CAB,67,7,42,20-Jul-40,Memorandum,WP (G) (40) 192,Utilisation of Alien Man-Power.,Ernest Bevin
CAB,67,7,43,22-Jul-40,Memorandum,WP (G) (40) 193,British Transatlantic Air Service.,William Shepherd Morrison
CAB,67,7,44,20-Jul-40,Memorandum,WP (G) (40) 194,Ministerial Broadcasts.,Duff Cooper
CAB,67,7,45,20-Jul-40,Memorandum,WP (G) (40) 195,Aliens.,Clement R Attlee
CAB,67,7,46,21-Jul-40,Memorandum,WP (G) (40) 196,Trans-Atlantic Air Service.,Beaverbrook
CAB,67,7,47,24-Jul-40,Memorandum,WP (G) (40) 197,Home Defence: Function of the Civil Population. Revised Draft Leaflet.,John Anderson
CAB,67,7,48,24-Jul-40,Memorandum,WP (G) (40) 198,Army Expansion - Use of Public Schools and Universities.,Neville Chamberlain
CAB,67,7,49,26-Jul-40,Memorandum,WP (G) (40) 199,Replacement of Merchant Shipping Losses.,Ronald H Cross
CAB,67,7,50,26-Jul-40,Memorandum,WP (G) (40) 200,Appointment of a Ministerial Sub-Committee to consider the problem of Export Surpluses in relation to Blockade Policy.,E E Bridges
CAB,67,8,1,27-Jul-40,Memorandum,WP (G) (40) 201,India and the War.,L S Amery
CAB,67,8,2,2-Aug-40,Memorandum,WP (G) (40) 202,Agreement with the Polish Government.,Halifax
CAB,67,8,3,2-Aug-40,Memorandum,WP (G) (40) 203,Danish Prizes under French Flag in United Kingdom Ports.,Ronald H Cross
CAB,67,8,4,2-Aug-40,Memorandum,WP (G) (40) 204,Trade Relations with Eire.,Caldecote
CAB,67,8,5,3-Aug-40,Memorandum,WP (G) (40) 205,Ships Belonging to the Baltic States.,Ronald H Cross
CAB,67,8,6,3-Aug-40,Memorandum,WP (G) (40) 206,Effect on Food Production of Military and Air Preparations against the possibility of Invasion.,Robert S Hudson
CAB,67,8,7,5-Aug-40,Memorandum,WP (G) (40) 207,Holidays.,Arthur Greenwood
CAB,67,8,8,7-Aug-40,Memorandum,WP (G) (40) 208,Food and the Blockade.,Hugh Dalton
CAB,67,8,9,6-Aug-40,Memorandum,WP (G) (40) 209,Pay of the Fighting Services.,Kingsley Wood
CAB,67,8,10,7-Aug-40,Memorandum,WP (G) (40) 210,Effect on Food Production of Military and Air Preparations against the possibility of Invasion.,Anthony Eden
CAB,67,8,11,9-Aug-40,Memorandum,WP (G) (40) 211,Brevity.,Winston S Churchill
CAB,67,8,12,10-Aug-40,Memorandum,WP (G) (40) 212,British Nationality Bill.,John Anderson
CAB,67,8,13,12-Aug-40,Memorandum,WP (G) (40) 213,Proposed Agreement with Eire. Shipping Facilities.,Ronald H Cross
CAB,67,8,14,15-Aug-40,Memorandum,WP (G) (40) 214,Policy of the Ministry of Food.,Woolton
CAB,67,8,15,15-Aug-40,Memorandum,WP (G) (40) 215,Food Situation.,Kingsley Wood
CAB,67,8,16,15-Aug-40,Memorandum,WP (G) (40) 216,Sale of Vessels ordered by the Government to Shipowners who have lost Vessels during the War.,Ministry of Shipping
CAB,67,8,17,19-Aug-40,Memorandum,WP (G) (40) 217,India and the War.,L S Amery
CAB,67,8,18,16-Aug-40,Memorandum,WP (G) (40) 218,Position of Coasting and Short Sea Liners.,Ministry of Shipping
CAB,67,8,19,21-Aug-40,Memorandum,WP (G) (40) 219,The Manufacture of Aircraft in India.,L S Amery
CAB,67,8,20,16-Aug-40,Memorandum,WP (G) (40) 220,Trade Relations with Eire.,Caldecote
CAB,67,8,21,19-Aug-40,Memorandum,WP (G) (40) 221,Use of Universities for Army Purposes.,Anthony Eden
CAB,67,8,22,21-Aug-40,Memorandum,WP (G) (40) 222,Procedure for giving effect to Priority Policy.,Arthur Greenwood
CAB,67,8,23,26-Aug-40,Memorandum,WP (G) (40) 223,1941 Food Production Campaign.,Robert S Hudson
CAB,67,8,24,26-Aug-40,Memorandum,WP (G) (40) 224,M. Baudouin's Speech.,Winston S Churchill
CAB,67,8,25,28-Aug-40,Memorandum,WP (G) (40) 225,Agricultural Prices for the Season 1940-41.,Robert S Hudson
CAB,67,8,26,27-Aug-40,Memorandum,WP (G) (40) 226,Agricultural Prices.,Clement R Attlee
CAB,67,8,27,28-Aug-40,Memorandum,WP (G) (40) 227,Agricultural Prices for 1940-41.,Ministry of Food
CAB,67,8,28,30-Aug-40,Memorandum,WP (G) (40) 228,Railway Finance.,J C W Reith
CAB,67,8,29,29-Aug-40,Memorandum,WP (G) (40) 229,Air Raids: Accommodation and Relief for Persons rendered Homeless.,Clement R Attlee
CAB,67,8,30,28-Aug-40,Memorandum,WP (G) (40) 230,Effect of Bombings and Air Raid Warnings on Production.,Arthur Greenwood
CAB,67,8,31,31-Aug-40,Memorandum,WP (G) (40) 231,The Manufacture of Aircraft in India.,Arthur Greenwood
CAB,67,8,32,3-Sep-40,Memorandum,WP (G) (40) 232,Employment of Troops on Harvest Work.,Anthony Eden
CAB,67,8,33,11-Sep-40,Memorandum,WP (G) (40) 233,Omnibus Communique.,Duff Cooper
CAB,67,8,34,10-Sep-40,Memorandum,WP (G) (40) 234,British Mission to South America.,Ronald H Cross
CAB,67,8,35,11-Sep-40,Memorandum,WP (G) (40) 235,Recruitment of Part-Time Volunteers for Civil Defence.,John Anderson
CAB,67,8,36,12-Sep-40,Memorandum,WP (G) (40) 236,"Family and Dependants Allowances, for Members of the Forces.",Kingsley Wood
CAB,67,8,37,14-Sep-40,Memorandum,WP (G) (40) 237,India and the War: Attitude of Congress.,L S Amery
CAB,67,8,38,17-Sep-40,Memorandum,WP (G) (40) 238,India and the War: Attitude of Congress.,L S Amery
CAB,67,8,39,20-Sep-40,Memorandum,WP (G) (40) 239,Insurance against Personal Injury in Air Raids.,Kingsley Wood
CAB,67,8,40,21-Sep-40,Memorandum,WP (G) (40) 240,Purchase of Machine Tools in America.,Herbert Morrison
CAB,67,8,42,20-Sep-40,Memorandum,WP (G) (40) 242,"Evacuation of Government Departments: ""Grey"" Move.",Clement R Attlee
CAB,67,8,43,23-Sep-40,Memorandum,WP (G) (40) 243,Purchase of Machine Tools in America.,Herbert Morrison
CAB,67,8,44,23-Sep-40,Memorandum,WP (G) (40) 244,Military Training for University Students.,Anthony Eden
CAB,67,8,45,23-Sep-40,Memorandum,WP (G) (40) 245,Messages of Condolence.,E E Bridges
CAB,67,8,46,26-Sep-40,Memorandum,WP (G) (40) 246,Future of the Children's Overseas Reception Scheme.,John Anderson
CAB,67,8,47,25-Sep-40,Memorandum,WP (G) (40) 247,Rates of Pay for the Allied Forces.,Halifax
CAB,67,8,48,26-Sep-40,Memorandum,WP (G) (40) 248,Air Raids: Compensation for Personal Injuries.,Clement R Attlee
CAB,67,8,49,28-Sep-40,Memorandum,WP (G) (40) 249,Horse Racing.,John Anderson
CAB,67,8,50,30-Sep-40,Memorandum,WP (G) (40) 250,Food and the Blockade.,Hugh Dalton
CAB,67,8,51,1-Oct-40,Memorandum,WP (G) (40) 251,Compensation for War Damage to Property.,Kingsley Wood
CAB,67,8,52,3-Oct-40,Memorandum,WP (G) (40) 252,India and the War.,L S Amery
CAB,67,8,53,6-Oct-40,Memorandum,WP (G) (40) 253,Establishment and Pay of Polish Land Forces.,Anthony Eden
CAB,67,8,54,7-Oct-40,Memorandum,WP (G) (40) 254,Air Raid Damage. Censorship of Press reports.,Duff Cooper
CAB,67,8,55,8-Oct-40,Memorandum,WP (G) (40) 255,A Bill to extend the duration of the present Parliament.,Herbert Morrison
CAB,67,8,56,8-Oct-40,Memorandum,WP (G) (40) 256,Time Lost in Air Raids.,E E Bridges
CAB,67,8,57,8-Oct-40,Memorandum,WP (G) (40) 257,Dye-Stuffs.,Hankey
CAB,67,8,58,10-Oct-40,Memorandum,WP (G) (40) 258,India. Proposed Conversion of Post of Agent-General to the Government of India in South Africa to that of a High Commissioner.,L S Amery
CAB,67,8,59,10-Oct-40,Memorandum,WP (G) (40) 259,The Means Test.,Ernest Bevin
CAB,67,8,60,11-Oct-40,Memorandum,WP (G) (40) 260,India.,L S Amery
CAB,67,8,61,11-Oct-40,Memorandum,WP (G) (40) 261,The Means Test.,Kingsley Wood
CAB,67,8,62,14-Oct-40,Memorandum,WP (G) (40) 262,Allocation of Cement for the Last Quarter of 1940.,Arthur Greenwood
CAB,67,8,63,12-Oct-40,Memorandum,WP (G) (40) 263,The Means Test.,Clement R Attlee
CAB,67,8,64,13-Oct-40,Memorandum,WP (G) (40) 264,The Means Test.,Ernest Brown and Malcolm MacDonald
CAB,67,8,65,14-Oct-40,Memorandum,WP (G) (40) 265,Time Lost in Air Raids.,E E Bridges
CAB,67,8,66,17-Oct-40,Memorandum,WP (G) (40) 266,Sale of Vessels ordered by the Government to Shipowners who have lost Vessels during the War.,Ronald H Cross
CAB,67,8,67,18-Oct-40,Memorandum,WP (G) (40) 267,Machine Tools for Government Training Centres.,Arthur Greenwood
CAB,67,8,68,18-Oct-40,Memorandum,WP (G) (40) 268,Proposal that His Majesty's Government should provide a site for a Mosque in London.,"Halifax, L S Amery, Lloyd"
CAB,67,8,69,23-Oct-40,Memorandum,WP (G) (40) 269,Transport of Coal.,John Anderson
CAB,67,8,70,21-Oct-40,Memorandum,WP (G) (40) 270,Financial Arrangements with the Railways.,Kingsley Wood and J T C Moore-Brabazon
CAB,67,8,71,22-Oct-40,Memorandum,WP (G) (40) 271,London Transport in the Winter Months.,Herbert Morrison
CAB,67,8,72,23-Oct-40,Memorandum,WP (G) (40) 272,Improved Street Lighting.,Herbert Morrison
CAB,67,8,73,24-Oct-40,Memorandum,WP (G) (40) 273,Gibraltar Evacuees.,Lloyd and Malcolm MacDonald
CAB,67,8,74,25-Oct-40,Memorandum,WP (G) (40) 274,Time Lost in Air Raids.,E E Bridges
CAB,67,8,75,29-Oct-40,Memorandum,WP (G) (40) 275,Air Raid Shelter Policy.,Herbert Morrison
CAB,67,8,76,29-Oct-40,Memorandum,WP (G) (40) 276,Time Lost in Air Raids.,E E Bridges
CAB,67,8,77,29-Oct-40,Memorandum,WP (G) (40) 277,Imperial War Conference. Proposed Message to Mr. Menzies.,Cranborne
CAB,67,8,78,29-Oct-40,Memorandum,WP (G) (40) 278,"Proposed increase in the Pithead Price of Coal as from 1st November, 1940.",Arthur Greenwood
CAB,67,8,79,30-Oct-40,Memorandum,WP (G) (40) 279,India. Action against Pandit Nehru.,L S Amery
CAB,67,8,80,31-Oct-40,Memorandum,WP (G) (40) 280,Air Raid Shelter Policy.,Herbert Morrison
CAB,67,8,81,30-Oct-40,Memorandum,WP (G) (40) 281,100 Octane Fuel. Completion of the Thornton Plant.,Beaverbrook
CAB,67,8,82,31-Oct-40,Memorandum,WP (G) (40) 282,Carrying out of War Cabinet Conclusions.,E E Bridges
CAB,67,8,83,31-Oct-40,Memorandum,WP (G) (40) 283,Agricultural Production.,Beaverbrook
CAB,67,8,84,6-Nov-40,Memorandum,WP (G) (40) 284,Man-Power Survey.,Ernest Bevin
CAB,67,8,85,3-Nov-40,Memorandum,WP (G) (40) 285,Time Lost in Air Raids.,E E Bridges
CAB,67,8,86,5-Nov-40,Memorandum,WP (G) (40) 286,Supply of Machine Tools.,Beaverbrook
CAB,67,8,87,5-Nov-40,Memorandum,WP (G) (40) 287,100 Octane Fuel. Completion of the Thornton Plant.,Geoffrey Lloyd
CAB,67,8,88,6-Nov-40,Memorandum,WP (G) (40) 288,Publicity with regard to Parachute Mines dropped by the enemy.,Herbert Morrison and A V Alexander
