collection,series,piece,item,Covering_date,Type,Former Reference,Attendees,Agenda
CAB,128,15,6,24-Jan-49,Conclusion,CM (49) 6,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , Hall , E Shinwell , A Henderson.","1. Defence Estimates; 2. Palestine; 3. Treaty for Austria; 4. Tribunals of Inquiry (Evidence) Act, 1921 - Inquiry into Allegations against Ministers and Officials of the Board of Trade, &amp;c"
CAB,128,15,7,27-Jan-49,Conclusion,CM (49) 7,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , A Bevan , G Tomlinson , S Cripps , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , J Wilson , H Shawcross , W Whiteley.","1. Parliament - Business in the House of Commons; 2. Tribunals of Inquiry (Evidence) Act, 1921 - Inquiry into Allegations against Ministers and Officials of the Board of Trade, &amp;c"
CAB,128,15,8,28-Jan-49,Conclusion,CM (49) 8,"C Attlee , E Bevin , A Alexander , Addison , A Creech Jones , S Cripps , H Dalton , Jowitt , P Noel-Baker , A Bevan , W Whiteley.",1. Western Union
CAB,128,15,9,3-Feb-49,Conclusion,CM (49) 9,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , P Noel-Baker , A Bevan , G Tomlinson , E Bevin , A Alexander , Addison , A Creech Jones , G Isaacs , T Williams , J Wilson , H Shawcross , W Whiteley.","1. Tribunals of Inquiry (Evidence) Act, 1921 - Inquiry into Allegations against Ministers and Officials of the Board of Trade, &amp;c; 2. Parliament - Business in the House of Commons; 3. Newfoundland; 4. Russian Foreign Policy; 5. County Agricultural Executive Committees"
CAB,128,15,10,8-Feb-49,Conclusion,CM (49) 10,"C Attlee , H Morrison , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , E Bevin , H Dalton , Jowitt , P Noel-Baker , G Isaacs , G Tomlinson , J Wilson , Hall , D Jay , A Barnes , J Freeman.",1. Germany - Reparations; 2. Indonesia; 3. Economic Affairs - External Trade
CAB,128,15,11,10-Feb-49,Conclusion,CM (49) 11,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , E Shinwell , W Whiteley , W Hall.",1. Private Members' Bills - Prohibition of Blood Sports - Government Assistance in Drafting; 2. Parliament - Business in the House of Commons; 3. War Graves; 4. Defence White Paper
CAB,128,15,12,17-Feb-49,Conclusion,CM (49) 12,"C Attlee , H Morrison , A Alexander , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , J Strachey , H Shawcross , H Gaitskell , W Whiteley , W Hall.","1. Parliament - Business in the House of Commons; 2. Parliamentary Procedure - Effect of Local Government Act, 1948; 3. Supplementary Civil Estimates - National Health Service - Food - Colonies; 4. Under-Sea Oil in the Persian Gulf"
CAB,128,15,13,21-Feb-49,Conclusion,CM (49) 13,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , A Alexander , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , Hall , A Henderson , J Strachey , E Shinwell , A Barnes , G Strauss , H Gaitskell.",1. Army and Air Force Courts-Martial; 2. Economic Affairs - Production - Food - Export Trade - Balance of Payments - Prices
CAB,128,15,14,22-Feb-49,Conclusion,CM (49) 14,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , P Noel-Baker , A Bevan , G Tomlinson , E Bevin , A Alexander , Addison , J Chuter Ede , A Woodburn , T Williams , J Wilson.",1. North Atlantic Security Pact
CAB,128,15,15,24-Feb-49,Conclusion,CM (49) 15,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , J Strachey , W Whiteley , H Shawcross , J Freeman.",1. Parliament - Business in the House of Commons - Private Members' Bills - British North America Bill; 2. Political Activities of Civil Servants - Candidature in Local Government Elections; 3. Indonesia; 4. Burma; 5. European Economic Co-operation - European Long-term Programme; 6. Western Union; 7. Austria - Recognition of New Political Parties
CAB,128,15,16,28-Feb-49,Conclusion,CM (49) 16,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , A Barnes , G Strauss , J Strachey , H Gaitskill , C Key.",1. Cabinet Committees; 2. Political Activities of Civil Servants - Candidature in Local Government Elections; 3. Housing - Married Quarters for the Armed Forces; 4. Economic Survey for 1949; 5. Wages Policy - Wage Movements in 1948; 6. Petrol Rationing
CAB,128,15,17,3-Mar-49,Conclusion,CM (49) 17,"C Attlee , H Morrison , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , W Whiteley.",1. Parliament - Business in the House of Commons; 2. Commonwealth Relations - Constitutional Developments in India
CAB,128,15,18,8-Mar-49,Conclusion,CM (49) 18,"C Attlee , H Morrison , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , J Strachey , H Shawcross , D Jay.",1. International Wheat Agreement; 2. China and South-East Asia - China - Hong Kong - Malaya; 3. Ireland - Ireland Bill - Partition
CAB,128,15,19,10-Mar-49,Conclusion,CM (49) 19,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , Hall , A Henderson , J Wheatley , Tedder , G Templer , E Shinwell , J Strachey , W Whiteley , Fraser , G Jebb.","1. North Atlantic Security Pact - Text of Pact - Parliamentary Procedure and Publicity - Declaration about Greece, Turkey and Iran; 2. Parliamentary Business - Business in the House of Commons - Prohibition of Fox Hunting Bill - Analgesia in Childbirth Bill; 3. Parliamentary Procedure - Effect of Local Government Act, 1948; 4. Western Union; 5. Food - Meat Ration; 6. Germany - Basic Law - Electoral Law"
CAB,128,15,20,17-Mar-49,Conclusion,CM (49) 20,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , E Shinwell , A Barnes , W Whiteley , A Henderson , H Gaitskell , J Dugdale , E Summerskill.",1. Parliament - Business in the House of Commons; 2. Petrol Rationing; 3. Service Pay and Allowances; 4. Future of Italian Colonies - Distribution of Administrative Responsibility - Future of Tripolitania; 5. Food - Meat Ration; 6. Geneva Conventions on War Victims
CAB,128,15,21,21-Mar-49,Conclusion,CM (49) 21,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , G Tomlinson , E Bevin , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , J Wilson , A Barnes , H Gaitskell , C Key , W Whiteley , G Strauss , W Paling , H Shawcross , W Hall , J Dugdale.","1. Political Processions in London; 2. Parliament - North Atlantic Pact; 3. Unauthorised Strikes in Electricity Undertakings; 4. Sale of H.M.S. ""Ajax"" to Chile; 5. Constitutional Development in Smaller Colonial Territories; 6. Ireland - Partition"
CAB,128,15,22,24-Mar-49,Conclusion,CM (49) 22,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , W Whiteley.",1. Parliament - Business in the House of Commons - Business in the House of Lords; 2. The Film Industry; 3. U.N.E.S.C.O. - Report on Third General Conference
CAB,128,15,23,28-Mar-49,Conclusion,CM (49) 23,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , E Shinwell , A Barnes , H Gaitskell , A Henderson , G Strauss , J Dugdale.",1. Demobilisation Clothing for National Service Men; 2. Economic Affairs - Man-Power - Production - External Trade - Balance of Payments - Prices - European Recovery Programme - Dollar Earnings of Colonial Commodities
CAB,128,15,24,31-Mar-49,Conclusion,CM (49) 24,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , E Shinwell , W Whiteley , C Mayhew , H Shawcross , Henderson , J Dugdale.",1. Parliament - Business in the House of Commons - Censorship of Plays (Repeal) Bill; 2. War Crimes - Trial of German Generals in British Custody; 3. Geneva Conventions on War Victims; 4. Sale of H.M.S. Ajax to Chile
CAB,128,15,25,5-Apr-49,Conclusion,CM (49) 25,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , S Cripps , H Dalton , Jowitt , P Noel-Baker , G Isaacs , T Williams , J Wilson , E Bridges.",1. North Atlantic Pact; 2. The Budget
CAB,128,15,26,7-Apr-49,Conclusion,CM (49) 26,"C Attlee , H Morrison , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , H Dalton , Jowitt , P Noel-Baker , G Isaacs , T Williams , J Wilson , E Shinwell , F Soskice , W Hall , A Henderson , W Whiteley , Henderson , I Kirkpatrick.",1. Parliament - Business in the House of Commons; 2. Remuneration of Trained Nurses; 3. Germany - Occupation Statute and Tripartite Control Agreement
CAB,128,15,27,13-Apr-49,Conclusion,CM (49) 27,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , S Cripps , H Dalton , Jowitt , P Noel-Baker , G Isaacs , T Williams , G Tomlinson , A Barnes , H Shawcross , J Strachey , W Whiteley , C Mayhew.","1. Parliament - Business in the House of Commons; 2. London Dock Strike; 3. Food - Meat Ration; 4. International Labour Conference, 1948 - Organisation of Employment Service - Freedom of Association and Right to Organise; 5. Political Processions in London"
CAB,128,15,28,26-Apr-49,Conclusion,CM (49) 28,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , E Bevin , A Alexander , Jowitt , P Noel-Baker , G Isaacs , T Williams , J Wilson , Hall , Tedder , W Slim , Listowel , Fraser , M Dening.",1. China
CAB,128,15,29,27-Apr-49,Conclusion,CM (49) 29,"C Attlee , H Morrison , S Cripps , H Dalton , J Chuter Ede , A Woodburn , A Bevan , E Bevin , A Alexander , Jowitt , P Noel-Baker , G Isaacs , T Williams , J Wilson , Listowel , H Shawcross.",1. Commonwealth Relations - Constitutional Developments in India; 2. Syria
CAB,128,15,30,28-Apr-49,Conclusion,CM (49) 30,"H Morrison , E Bevin , H Dalton , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , S Cripps , Jowitt , P Noel-Baker , G Isaacs , T Williams , J Wilson , E Shinwell , H Shawcross , Listowel , W Whiteley , Henderson.",1. Parliament - Business in the House of Commons; 2. Commonwealth Relations - Constitutional Developments in India; 3. War Crimes - Trial of German Generals in British Custody - General Policy; 4. China - Despatch of Reinforcements to Hong Kong; 5. Western Union
CAB,128,15,31,2-May-49,Conclusion,CM (49) 31,"C Attlee , H Morrison , H Dalton , J Chuter Ede , A Woodburn , T Williams , E Bevin , Jowitt , P Noel-Baker , G Isaacs , G Tomlinson , J Wilson , H Shawcross , W Hall.","1. Western Union; 2. Austria - Recognition of New Political Parties; 3. Germany; 4. Trade with Russia and Eastern Europe; 5. North Atlantic Pact; 6. International Labour Conference, 1948 - Organisation of Employment Service - Freedom of Association and Right to Organise; 7. Wages Policy - Claim by National Union of Railwaymen; 8. Political Processions in London - May Day"
CAB,128,15,32,5-May-49,Conclusion,CM (49) 32,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , E Bevin , H Dalton , Jowitt , P Noel-Baker , G Isaacs , T Williams , G Tomlinson , Hall , A Henderson , Listowell , W Whiteley , L Callaghan , Fraser , E Shinwell , J Griffiths , H Shawcross , Henderson , Tedder , G Templer , E Bridges.",1. Parliament - Business in the House of Commons - Business in the House of Lords; 2. China - Despatch of Reinforcements to Hong Kong; 3. Channel Tunnel; 4. War Crimes - Trial of German Generals in British Custody - General Policy; 5. Western Union; 6. Germany; 7. Foreign Affairs; 8. Wages Policy - Police Pay
CAB,128,15,33,9-May-49,Conclusion,CM (49) 33,"C Attlee , H Morrison , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , A Alexander , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , H Shawcross , C Mayhew , J Wheatley , E Bridges.",1. Prevention of Corruption; 2. China - Defence of Hong Kong; 3. Leakages of Information
CAB,128,15,34,12-May-49,Conclusion,CM (49) 34,"C Attlee , H Morrison , A Alexander , Jowitt , A Creech Jones , A Woodburn , T Williams , E Bevin , Addison , J Chuter Ede , P Noel-Baker , A Bevan , G Tomlinson , J Strachey , W Whiteley , L Silkin , D Jay , A Bottomley.",1. Parliament - Business in the House of Commons; 2. Amendment of the Parliament Act; 3. Ireland; 4. Germany; 5. Indonesia; 6. Local Government; 7. New Town Corporations - Remuneration of Members; 8. Food - Meat Ration
CAB,128,15,35,16-May-49,Conclusion,CM (49) 35,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , A Barnes , W Hall , W Whiteley , E Bridges.",1. Parliament - Legislative Programme for the 1950 Session; 2. Western Union; 3. Administration of Overseas Territories; 4. Sir Oswald Mosley - Application for British Passport
CAB,128,15,36,19-May-49,Conclusion,CM (49) 36,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , A Bevan , E Bevin , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , G Tomlinson , Hall , A Henderson , W Paling , H Shawcross , W Hall , E Shinwell , G Strauss , C Key , W Whiteley , E Bridges.",1. Parliament - Business in the House of Commons; 2. Telegraph Bill; 3. Employment of Communists and Fascists - Secret Government Contracts - Government Outstations; 4. Greece; 5. Nile Waters; 6. Future of Italian Colonies
CAB,128,15,37,23-May-49,Conclusion,CM (49) 37,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Griffiths , W Paling , H Shawcross.",1. National Health Service; 2. National Insurance Schemes; 3. Telegraph Bill
CAB,128,15,38,26-May-49,Conclusion,CM (49) 38,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , Hall , W Whiteley , M MacDonald , Tedder , W Slim , A Henderson , C Mayhew , A Nye , Fraser , N Ritchie.",1. Parliament - Business in the House of Commons - Business in the House of Lords; 2. Dockers' Strike; 3. China - Defence of Hong Kong
CAB,128,15,39,30-May-49,Conclusion,CM (49) 39,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , A Barnes , G Strauss , H McNeil , A Bottomley , J Strachey , H Gaitskell , H Shawcross , L Edwards , M Wright.",1. Industrial Disputes - Dockers' Strike - Railway Strike - Publicity; 2. Cyrenaica; 3. Import Policy; 4. Economic Affairs - Man-Power - Production - Building - Prices - Bilateral Negotiations; 5. Resale Price Maintenance; 6. Ireland Bill
CAB,128,15,40,2-Jun-49,Conclusion,CM (49) 40,"C Attlee , H Morrison , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , S Cripps , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , A Barnes , J Griffiths , H Gaitskell , J Strachey , G Strauss , H McNeil , W Whiteley.",1. Parliament - Business in the House of Commons - Business in the House of Lords; 2. Western Union; 3. The National Insurance Schemes and Sickness Absence in Industry; 4. Industrial Disputes - Dockers' Strikes - Railway Disputes
CAB,128,15,41,20-Jun-49,Conclusion,CM (49) 41,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , G Strauss , C Mayhew , W Whiteley , E Bridges.",1. Industrial Disputes - Dockers' Strikes - Railway Disputes; 2. Iron and Steel Bill; 3. Import Policy; 4. Political Activities of Civil Servants; 5. Western Union
CAB,128,15,42,23-Jun-49,Conclusion,CM (49) 42,"C Attlee , H Morrison , A Alexander , Addison , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , H Dalton , Jowitt , P Noel-Baker , G Isaacs , T Williams , J Wilson , Hall , A Henderson , H Shawcross , W Hall , J Edelsten , E Shinwell , A Barnes , W Whiteley , Tedder , G Templer.",1. Parliament - Business in the House of Commons; 2. Local Government Boundary Commission; 3. Import Policy; 4. Mountbatten Estate Bill; 5. China - Defence of Hong Kong; 6. China - Protection of British Shipping in the Yangtse River; 7. China - H.M.S. Amethyst; 8. Soviet Industrial Potential
CAB,128,15,43,30-Jun-49,Conclusion,CM (49) 43,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , J Wilson , A Barnes , W Paling , F Soskice , J Griffiths , H Marquand , W Whiteley , W Hall.",1. Parliament - Business in the House of Commons; 2. India - Pensions for Members of Civil Services; 3. General Election; 4. Industrial Disputes - Dockers' Strikes - Railway Dispute; 5. Parliament - Offices of Profit; 6. Civil Servants and Industrial Disputes; 7. Anglo-Norwegian Fisheries Dispute; 8. Social Services in Western Europe
CAB,128,16,1,7-Jul-49,Conclusion,CM (49) 44,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , A Barnes , H Shawcross , W Whiteley.",1. Parliament - Business in the Houses of Commons; 2. Divorce Laws; 3. Industrial Disputes - London Dock Strike
CAB,128,16,2,11-Jul-49,Conclusion,CM (49) 45,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , E Bevin , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , J Wilson , A Barnes , H Shawcross , J Strachey , W Whiteley.",1. Divorce Laws; 2. Parliament - Business in the House of Commons; 3. Industrial Disputes - London Dock Strikes; 4. National Dock Labour Board
CAB,128,16,3,18-Jul-49,Conclusion,CM (49) 46,"C Attlee , H Morrison , A Alexander , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , T Williams , E Bevin , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , G Tomlinson , A Henderson , J Strachey , A Barnes , F Soskice , Tedder.",1. Sir Stafford Cripps; 2. Germany; 3. Divorce Laws; 4. Inquiry into the Press; 5. Anglo-Norwegian Fisheries Dispute; 6. National Dock Labour Board; 7. Industrial Disputes - London Dock Strikes; 8. Food - Meat Supplies
CAB,128,16,4,21-Jul-49,Conclusion,CM (49) 47,"C Attlee , H Morrison , H Dalton , Jowitt , A Creech Jones , G Isaacs , G Tomlinson , A Alexander , Addison , J Chuter Ede , P Noel-Baker , A Bevan , J Wilson , A Barnes , G Strauss , H McNeil , L Silkin , H Gaitskell , W Whiteley , D Jay.",1. Parliament - Business in the House of Commons; 2. Iron and Steel Bill; 3. House of Lords Reform; 4. Mineral Development; 5. Security of Economic and Industrial Information about the United Kingdom; 6. Channel Tunnel; 7. Industrial Disputes - London Dock Strikes; 8. Bechuaualand Protectorate - Chieftainship of the Bamangwato Tribe; 9. Commonwealth Relations - Interchange of Staff between Foreign Service and Commonwealth Relations Office
CAB,128,16,5,25-Jul-49,Conclusion,CM (49) 48,"C Attlee , H Morrison , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , J Strachey , H Gaitskell , H McNeil , D Jay , G Strauss , Pakenham , W Whiteley , E Bridges.",1. Industrial Disputes - London Dock Strikes - Railway Dispute - Colliery Winders' Dispute; 2. Meeting of Commonwealth Finance Ministers; 3. The Economic Situation
CAB,128,16,6,27-Jul-49,Conclusion,CM (49) 49,"C Attlee , H Morrison , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , E Shinwell , J Strachey , G Strauss , H Shawcross , W Hall , J Dugdale , A Henderson , J Griffiths , W Paling , W Whiteley , P Gordon-Walker , E Bridges.",1. Food - Animal Feeding-stuffs; 2. Housing - Married Quarters for the Armed Forces; 3. Royal Ordnance Factories: Absenteeism; 4. Iron and Steel Bill; 5. British Nationality Law - Deportation of British Subjects; 6. International Whaling Commission
CAB,128,16,7,28-Jul-49,Conclusion,CM (49) 50,"C Attlee , H Morrison , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , J Strachey , H Gaitskell , W Whiteley , E Bridges , G Strauss , H McNeil , D Jay , O Franks.",1. Parliament - Business in the House of Commons; 2. Political Activities of Civil Servants; 3. House of Lords Reform; 4. Employment of Communists and Fascists - Secret Government Contracts; 5. The Economic Situation
CAB,128,16,8,29-Jul-49,Conclusion,CM (49) 51,"C Attlee , H Morrison , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , J Strachey , H Gaitskell , D Jay , G Strauss , C Mayhew , E Bridges , O Franks.",1. Private Investment of Foreign Capital; 2. Economic Situation - Interim Measures by the United States - Future Trade Relations with Canada - Government Expenditure - Future Procedure
CAB,128,16,9,12-Aug-49,Conclusion,CM (49) 52,"C Attlee , Addison , A Creech Jones , Jowitt , G Isaacs , J Strachey , H McNeil , P Gordon-Walker , A Clutterbuck , H Gaitskell , D Jay , J Edwards , E Bridges.","1. Wages Policy - Retail Trade Wages; 2. The Economic Situation; 3. International Labour Conference, 1947 - Conditions of Labour in non-Metropolitan Territories"
CAB,128,16,10,29-Aug-49,Conclusion,CM (49) 53,"C Attlee , E Bevin , A Alexander , A Creech Jones , G Isaacs , S Cripps , Addison , A Woodburn , A Bevan , J Wilson , J Strachey , H Gaitskell.",1. The Economic Situation - Washington Talks; 2. Wages Policy - Retail Trade Wages
CAB,128,16,11,29-Aug-49,Conclusion,CM (49) 54,"C Attlee , E Bevin , A Alexander , A Creech Jones , G Isaacs , S Cripps , Addison , A Woodburn , A Bevan , J Wilson , E Shinwell , J Strachey , H Shawcross , P Gordon-Walker , Tedder , A Henderson , H Gaitskell , K Younger , J Dugdale , W Slim , J Edelsten.",1. China; 2. China - Future of Hong Kong; 3. The Middle East; 4. Commonwealth Relations - Constitutional Developments in India; 5. The Economic Situation - Washington Talks - Oil and Dollars
CAB,128,16,12,17-Sep-49,Conclusion,CM (49) 55,"C Attlee , S Cripps , H Dalton , J Chuter Ede , G Isaacs , T Williams , A Alexander , Addison , A Woodburn , A Bevan , G Tomlinson , J Wilson , E Shinwell , J Griffiths , D Jay , J Strachey , H Gaitskell , E Bridges.",1. The Economic Situation: Washington Talks
CAB,128,16,13,22-Sep-49,Conclusion,CM (49) 56,"C Attlee , H Morrison , Addison , J Chuter Ede , A Bevan , G Tomlinson , S Cripps , Jowitt , G Isaacs , T Williams , J Wilson , W Whiteley.",1. The Economic Situation - Recall of Parliament - Washington Talks - Wages; 2. General Election
CAB,128,16,14,26-Sep-49,Conclusion,CM (49) 57,"C Attlee , H Morrison , A Alexander , Jowitt , A Woodburn , A Bevan , S Cripps , Addison , J Chuter Ede , G Isaacs , G Tomlinson , J Wilson , J Strachey , G Strauss , J Griffiths , H Gaitskell , W Whiteley.",1. Parliament - Debate on Economic Situation; 2. Civil Service Salaries; 3. Wages Policy; 4. Trade with Canada; 5. Industrial Disputes - Unofficial Strike at Radiolympia
CAB,128,16,15,13-Oct-49,Conclusion,CM (49) 58,"C Attlee , H Morrison , S Cripps , Addison , J Chuter Ede , P Noel-Baker , G Isaacs , G Tomlinson , E Bevin , H Dalton , Jowitt , A Creech Jones , A Woodburn , A Bevan , J Wilson , A Barnes , G Strauss , J Strachey , H Gaitskell.",1. Economic Situation - Publicity to Industry; 2. Iron and Steel Bill - Messrs. Dorman Long; 3. Gold Coast Constitution; 4. Political Activities of Civil Servants
CAB,128,16,16,18-Oct-49,Conclusion,CM (49) 59,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , E Bevin , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , A Barnes , H Gaitskell , J Griffiths , H Marquand , F Soskice.","1. Economic Situation - Discussion in Parliament; 2. Economic Situation - Devaluation; 3. Contracts of Service in Essential Industries; 4. National Health Service - Use by Foreigners; 5. Political Activities of Civil Servants; 6. House of Commons (Service in His Majesty's Forces) Act, 1939; 7. International North-West Atlantic Fisheries Convention"
CAB,128,16,17,20-Oct-49,Conclusion,CM (49) 60,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , E Bevin , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , J Strachey , W Whiteley.",1. Parliament - Business in the House of Commons; 2. Housing - Local Authorities' Waiting Lists; 3. United Nations - Election to Security Council; 4. Food - Increased Rations for Christmas
CAB,128,16,18,21-Oct-49,Conclusion,CM (49) 61,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , E Bevin , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , A Barnes , J Griffiths , H Gaitskell , J Strachey , G Strauss , C Key , W Whiteley.",1. The Economic Situation - Parliamentary Arrangements; 2. The Economic Situation - Internal Financial Situation - Presentation of Government's Proposals
CAB,128,16,19,27-Oct-49,Conclusion,CM (49) 62,"C Attlee , H Morrison , S Cripps , H Dalton , Jowitt , A Creech Jones , G Isaacs , T Williams , E Bevin , A Alexander , Addison , J Chuter Ede , A Woodburn , A Bevan , G Tomlinson , J Wilson , G Strauss , W Whiteley , F Soskice , G Jebb.",1. Parliament - Business in the House of Commons; 2. Greece; 3. Mr. J.R. Clynes - Memorial Service; 4. Iron and Steel Bill; 5. Council of Europe; 6. Economic Unification of Europe; 7. China: Recognition of Chinese Communist Government; 8. South-East Asia and the Far East; 9. Pre-War Claims against Germany
