collection,series,piece,item,Covering_date,Type,Former Reference,Attendees,Agenda
CAB,23,5,28,1-Feb-18,Conclusion,WC 336 ,A Bonar Law . Curzon . G Barnes . J Smuts . A Balfour . Derby . G Macdonogh . W Churchill . J Hunter . A Duckham . E Geddes . G Hope . Rothermere . W Weir . F Byrne.,"1. Transfer of German Divisions to the Western Front; 2. United States Troops in France; 3. Possible German Attack on the Western Front; 4. East Africa; 5. Submarines ""K. 17"" and ""K. 4""; 6. Poison Gas; 7. Supply of Steel for Rigid Airship Housing-sheds under Reduced Airship Programme; 8. The Turkish Theatre of War; 9. Strike of Sheet-Metal Workers; 10. Irish Civilian Labour for France; 11. Man-Power: Position of the Amalgamated Society of Engineers"
CAB,23,5,29,1-Feb-18,Conclusion,WC 337 ,A Bonar Law . Curzon . G Barnes . J Smuts . G Cave . A Geddes . P Lloyd Greame.,1. Man-Power: Position of the Amalgamated Society of Engineers; 2. Strike of Sheet-Metal Workers; 3. Representation of the People Bill: Proportional Representation
CAB,23,5,30,4-Feb-18,Conclusion,WC 338 ,D Lloyd George . Curzon . A Bonar Law . G Barnes . J Smuts . A Balfour . R Wemyss . Derby . W Robertson.,1. Co-operation of the U.S.A; 2. Establishment of an Inter-Allied General Reserve; 3. Publicity; 4. Extension of the British Line; 5. Employment of Italian Troops on the Western Front; 6. Future Procedure in Regard to Joint Notes of the Military Representatives to the Supreme War Council; 7. Plan of Campaign for 1918; 8. The Belgian Army; 9. The Italian Front; 10. The Balkan Problem; 11. The Italian Problem; 12. Aviation; 13. Transportation; 14. Tanks; 15. Chinese Battalions; 16. Prorogation of Parliament: Consideration of Draft of the King's Speech
CAB,23,5,31,5-Feb-18,Conclusion,WC 339 ,D Lloyd George . Curzon . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . W Robertson . W Furse . R Cecil . W Churchill . S Kent . G Roberts . D Shackleton . W Astor . A Geddes . P Lloyd Greame . R Wemyss . A Anderson . L Macassey . J Maclay . A Stanley . J Ball . G Cave . J Parker . F Guest . G Younger.,1. Submarines; 2. Safe-Conduct of Russian Vessels to Murmansk; 3. Instructions to Departments on the Subject of Wage Increases; 4. Man-Power: The Position of the Amalgamated Society of Engineers; 5. Imprisonment of British Airmen in Germany for Dropping Pamphlets; 6. Timber for France; 7. Inter-Allied Council on Tonnage and Imports: British Representatives; 8. Representation of the People Bill: Attitude of the Government to the Lords' Amendment
CAB,23,5,32,7-Feb-18,Conclusion,WC 340 ,D Lloyd George . Curzon . G Barnes . A Bonar Law . A Balfour . Hardinge . R Cecil . P Kerr . Derby . G Macdonogh . S Fremantle.,"1. The Hejaz; 2. Transfer of German Divisions to the Western Front; 3. Possible German attack on the Western Front; 4. British Divisions on the Italian Front; 5. The Transport ""Tuscania.""; 6. Loss of Mediterranean Convoy; 7. Russia: Suggested Partial Recognition of Bolshevik Government and Position of Mr. Lockhart; 8. Suggested Inter-Allied Labour Conference; 9. Roumania; 10. Supreme War Council: Telegram to the Dominions"
CAB,23,5,33,8-Feb-18,Conclusion,WC 341 ,D Lloyd George . Curzon . Milner . A Bonar Law . A Balfour . R Cecil . Hardinge . S Fremantle . Derby . F Maurice . G Macdonogh . P Kerr.,"1. Extension of the British Line in France; 2. Salonica; 3. Supreme War Council: Italian Military Representative; 4. Italy; 5. The Western Front: Plan of Campaign for 1918; 6. American Reinforcements; 7. The Transport ""Tuscania.""; 8. Submarines; 9. Loss of Mediterranean Convoy; 10. Stores at Vladivostock; 11. Russia; 12. Re-assembling of Parliament: Consideration of Draft of the King's Speech"
CAB,23,5,34,11-Feb-18,Conclusion,WC 342 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . A Balfour . R Cecil . Derby . G Macdonogh . S Fremantle . G Hewart . E Cook.,"1. The Western Front: Transfer of German Divisions; 2. German General Headquarters; 3. Possible German Attack; 4. The Italian Front; 5. Greece; 6. The Hejaz;  7. Turkish train blown up by Arabs; 8. Palestine; 9. Roumania; 10. The Cossacks; 11. Assassination of Russian Commander-in-Chief at Murmansk; 12. Cossack Conference at Iman; 13. Submarines; 14. Visit of Bolshevik Delegates to England; 15. International Labour Conference; 16. ""The Morning Post"": Article by Lieut.-Col. Repington"
CAB,23,5,35,11-Feb-18,Conclusion,WC 343 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . Derby . G Macdonogh . G Hewart.,"1. The ""Morning Post"": Article by Lieut.-Col. Repington"
CAB,23,5,36,12-Feb-18,Conclusion,WC 344 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . A Balfour . Derby.,"1. The ""Morning Post.""; 2. The Establishment of an Inter-Allied General Reserve: The Question of Publicity"
CAB,23,5,37,13-Feb-18,Conclusion,WC 345 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . A Balfour . R Cecil . W Long . Derby . W Robertson . G Macdonogh . A Knox . C Harington . C Addison . G Cave . H Duke . A Geddes . Southborough . W Adams.,1. British Divisions on the Italian Front; 2. The Western Front: Transfer of German Divisions; 3. Anglo-Russian Military Service Agreement; 4. Allied Peace Aims; 5. The Irish Convention
CAB,23,5,38,14-Feb-18,Conclusion,WC 346 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . Derby . C Macready . G Cave . E Henry . R Wemyss . J Maclay . A Geddes . P Lloyd Greame . T Macnamara.,"1. The ""Goeben""; 2. Submarines; 3. The Position of Holland; 4. Cargo of the s.s. ""Dora,"" and stores at Archangel; 5. Explosion at Rainham Munitions Factory; 6. Explosion in French Munitions Factory; 7. British and French Food Position; 8. Allied Naval Council; 9. Russia: Japanese Intervention; 10. Death of Sir Cecil Spring-Rice; 11. Publication of Mercantile Losses from Submarines; 12. Electrical Workers: Possible Strike; 13. Waste Products; 14. Export of Printed Matter; 15. Oat Rations for Horses of the British Army"
CAB,23,5,39,15-Feb-18,Conclusion,WC 347 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . Derby . W Robertson . W Furse . W Long . W Churchill . W Layton . A Stanley . Chapman . R Wemyss . A Anderson . R Horne . J Maclay . L Chiozza Money . A Geddes . P Lloyd Greame . G Roberts . D Shackleton . W Astor . Rhondda . U Wintour.,"1. German ""Tanks.""; 2. Possible German Attack on the Western Front; 3. British Divisions on the Italian Front; 4. Enemy Attack on Dover Patrol; 5. Restriction of Imports: Paper and Pulp; 6. Cotton; 7. Pitwood; 8. Sugar; 9. Meat; 10. Brewing Materials; 11. Munitions; 12. Petroleum; 13. Summary"
CAB,23,5,40,18-Feb-18,Conclusion,WC 348 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour.,1. Changes in Military Appointments
CAB,23,5,41,19-Feb-18,Conclusion,WC 349 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . Hardinge . Derby . H Wilson . W Guy Granet . R Wemyss . T Macnamara . J Maclay . Rhondda . U Wintour.,1. Arabia; 2. Russia; 3. Possible Seizure of Russian Fleet by Germans; 4. Publication of Mercantile Losses from Submarines; 5. General Rawlinson's Appointment to Supreme War Council. General Plumer's Appointment to Command of the Fourth Army in France. Lord Cavan's Appointment to Command British Forces in Italy; 6. Allied General Reserve; 7. Palestine: General Smuts' Telegram; 8. Supply of Oats to the Italian Army; 9. Soldiers' and Sailors' Pay Committee; 10. Department of Information: Intelligence Branch; 11. Provision of Locomotives and Wagons for Greece; 12. Tonnage for Conveyance of Chinese Coolies; 13. Priority for Shipments of Food-stuffs for February and March
CAB,23,5,42,20-Feb-18,Conclusion,WC 350 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . Derby . H Wilson . W Furze . R Wemyss . L Halsey . A Anderson . W Guy Granet . T Macnamara . J Maclay . Rhondda . U Wintour . A Chamberlain . G Roberts . L Worthington Evans . W Layton.,"1. Turkish Advance in the Caucasus; 2. Salonica; 3. Palestine; 4. Russia: Japanese Intervention; 5. The Western Front: Possible German Attack; 6. Poison Gas; 7. Air Raids on London: Use of Gas Bombs; 8. Italian Labour for the Western Front; 9. Supply of Raw Materials from Spain; 10. Munitions Budget for 1918: Steel; 11. Inter-Ally Council: Purchases and Finance; 12. The Naval Programme for 1919; 13. Acquisition of the Chilean Battleship ""Almirante Cochrane."""
CAB,23,5,43,21-Feb-18,Conclusion,WC 351 ,D Lloyd George . Curzon . A Bonar Law . G Barnes . A Balfour . R Cecil . Derby . H Wilson . F Oliver . H Fisher . G Hope . W Long . C Addison . H Duke . L Worthington Evans . W Adams.,1. Palestine; 2. Railway Transport in France; 3. French Coal for Italy; 4. Parcels for Troops in France; 5. Shipping Losses; 6. Submarines; 7. Murmansk; 8. Economic Offensive: New Issues of Capital; 9. The Western Front; 10. British Divisions on the Italian Front; 11. Supply of Raw Materials from Spain; 12. The Irish Convention; 13. Sinn-Fein Lawlessness in Ireland; 14. Ireland: Treatment of Prisoners
CAB,23,5,44,22-Feb-18,Conclusion,WC 352 ,A Bonar Law . Curzon . G Barnes . A Balfour . Derby . H Wilson . C Macready . B Childs . S Fay . W Long . W Hewins . A Stanley . G Cave . J Lamb . G Hope . J Maclay . A Norman Hill . T Macnamara . E Thursfield . J McNabb . W Hayes Fisher . I Gibbon . A Illingworth . H Monro . A Geddes . P Lloyd Greame.,1. Palestine; 2. East Africa; 3. Russia; 4. British Divisions on the Italian Front; 5. The Western Front: Transfer of German Divisions; 6. British Superiority; 7. Japan: Propaganda; 8. Submarines; 9. Transport Workers' Battalions; 10. Veneral Diseases; 11. Representation of the People Act: Qualifying Period; 12. Payment of Conscientious Objectors in the Employ of the Post Office
CAB,23,5,45,25-Feb-18,Conclusion,WC 353 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . Hardinge . R Cecil . G Cave . G Buchanan . R Wemyss . W Long . Derby . G Macdonogh.,1. The Western Front: Transfer of German Divisions; 2. The Italian Front; 3. Greece; 4. Palestine; 5. Mesopotamia; 6. The Balkan Front: Employment of Russians behind the Line; 7. Bombing of Open Towns; 8. Imperial War Cabinet; 9. Shortage of Paper; 10. Russia: Bolshevist Representatives in England; 11. Return of British Representatives in Russia; 12. Japanese Intervention; 13. Sinn-Fein Lawlessness in Ireland
CAB,23,5,46,26-Feb-18,Conclusion,WC 354 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . Derby . G Macdonogh . C Macready . F Smith . G Hope . W Long . G Cave . H Fisher . W Adams.,1. The Western Front: Transfer of German Divisions; 2. Possible German Attack; 3. Russia; 4. Trans-Caucasia; 5. Submarines; 6. Russia: Japanese Intervention; 7. Reconstruction Finance; 8. Sinn Fein Lawlessness in Ireland; 9. Supply of Doctors for the Army; 10. Draft Bill to Amend the Law Concerning the Qualifications of Deputy Lieutenants
CAB,23,5,47,27-Feb-18,Conclusion,WC 355 ,A Bonar Law . Curzon . Milner . G Barnes . A Balfour . R Cecil . Derby . F Maurice . F Shaw . P Nash . W Guy Granet . H Thuillier . W Long . G Cave . A Stanley . J Maclay . G Hope . Rothermere . M Kerr . L Worthington Evans . A Lee . J Beale . W Hayes Fisher . E Henry . Newton . H Belfield . E Wyldbore Smith.,"1. The Western Front: Strength of the German Army; 2. Provision for Lady Maude; 3. Case of Captain Wilson, M.P.; 4. Palestine; 5. Mesopotamia; 6. Hospital Ship Torpedoed; 7. Coal for Italy; 8. United States Assistance; 9. Railway Transport in France: General Nash's Report; 10. Poison Gas; 11. Defence of London against Air Raids; 12. Provision of Cover during Air Raids; 13. Prisoners of War: Labour and Food; 14. Australian Wheat: Proposed further Purchase; 15. Appointment of Paper Controller; 16. Sinn Fein Lawlessness in Ireland"
CAB,23,5,48,28-Feb-18,Conclusion,WC 356 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . A Balfour . Derby . F Maurice . G Cockerill . B Childs . W Long . G Cave . F Smith . E Geddes . R Wemyss . T Macnamara . J Maclay . H Fisher . W Adams . P Kerr . C Harmsworth . A Geddes.,1. The Western Front: Possible German Attack; 2. The Italian Front; 3. Rumoured Naval Attack; 4. Palestine; 5. Review of the Military Situation; 6. Austrian Participation in Offensive against Russia; 7. Russia; 8. M Kameneff; 9. Railway Transport in France: General Nash's Report; 10. Submarine attack on American Destroyer; 11. Shipping Losses; 12. Publication of Mercantile Losses from Submarines; 13. The War Cabinet Report for the Year 1917; 14. Sinn-Fein Lawlessness in Ireland; 15. Man-Power: Position of the Amalgamated Society of Engineers
CAB,23,5,49,1-Mar-18,Conclusion,WC 357 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . A Balfour . Derby . H Wilson . G Hope . W Long.,1. Murmansk: Destruction of Stores; 2. The Western Front: Possible German Attack; 3. The Italian Front; 4. Review of the Military Situation; 5. Persia; 6. Capture of German Merchant-ship; 7. Vladivostock; 8. Egyptian Cotton Crop
CAB,23,5,50,4-Mar-18,Conclusion,WC 358 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . H Wilson . R Wemyss.,"1. The Western Front: Possible German Attack; 2. The Italian Front: Withdrawal of British Divisions; 3. Poland; 4. Russia: Japanese Intervention; 5. Loss of steamship ""Calgarian.""; 6. Stornoway Town Hall; 7. Submarines; 8. Murmansk; 9. Bombing of Open Towns; 10. Leakage of Information; 11. Relief of Higher Command; 12. Transport of American Divisions"
CAB,23,5,51,5-Mar-18,Conclusion,WC 359 ,D Lloyd George . Milner . G Barnes . A Bonar Law . J Smuts . A Balfour . R Cecil . Derby . H Wilson . G Hope . Northcliffe . Beaverbrook.,1. Roumania; 2. The Western Front; 3. The Italian Front: Recall of General Plumer; 4. Submarines; 5. Incendiary and Explosive Bullets for use against Aircraft; 6. Propaganda in Enemy Countries; 7. Intelligence Department for Ministry of Information; 8. Responsibility for Home Propaganda; 9. Papers for Ministry of Information; 10. Acquisition of Dutch Tonnage; 11. Russia: Japanese Intervention; 12. Recruiting of Coal Miners; 13. Ireland; 14. Coal for Italy - Oats for France - The next meeting of the Supreme War Council - The Inter-Allied Maritime Transport Council
CAB,23,5,52,6-Mar-18,Conclusion,WC 360 ,D Lloyd George . Curzon . Milner . A Bonar Law . J Smuts . G Barnes . Derby . H Wilson . H Belfield . G Hope . A Geddes . Newton.,"1. The Italian Front; 2. The Western Front: Transfer of German Divisions; 3. German Aeroplanes; 4. Possible German Attack; 5. German Tanks; 6. British Tanks; 7. Summer Time; 8. Russia; 9. German Raider ""See-Adler""; 10. German Raider ""Wolf.""; 11. Mines in the Heligoland Bight; 12. Murmansk: American Cruiser for; 13. Belgian Fishing-smack ""Eduard Marie.""; 14. The ""Goeben"" and ""Breslau.""; 15. Inter-Allied Committees on Aviation and Tanks; 16. Exchange of Interned Prisoners; 17. Re-afforestation"
CAB,23,5,53,7-Mar-18,Conclusion,WC 361 ,D Lloyd George . Curzon . Milner . G Barnes . J Smuts . A Balfour . R Cecil . Derby . H Wilson . Rothermere . H Trenchard . G Hope . J Maclay . W Churchill . E Wyldbore Smith . W Weir . W Layton . M de Bunsen.,"1. Acquisition of Dutch Tonnage; 2. Supplies to Greece; 3. The Western Front; 4. Transfer of German Divisions; 5. Pay and Separation Allowances of Italian Soldiers; 6. Anglo-Russian Military Service Agreement; 7. Russia: Russian Cruisers at Helsingfors; 8. Submarines; 9. Publication of Report of Labour Delegation to Russia in 1917; 10. Bombing of Open Towns; 11. Increased Air Offensive against German Towns; 12. ""Liberty"" Engine; 13. Use of Aircraft against Submarines; 14. Output of Aeroplanes; 15. Supply of Personnel for Proposed Increase in Air Force; 16. Pilots; 17. American Output; 18. The ""A.B.C."" Engine"
CAB,23,5,54,8-Mar-18,Conclusion,WC 362 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . A Balfour . G Hope . Derby . H Wilson.,1. Roumania; 2. Roumanian Prisoners of War; 3. Propaganda in Regard to the Far East; 4. South-East Russia; 5. Air Raid on London; 6. The Italian Front; 7. Submarines; 8. The Chief of the Air Staff; 9. Liquor Restriction and Control; 10. Economic Offensive: Government Economic Policy
CAB,23,5,55,11-Mar-18,Conclusion,WC 363 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . A Balfour . G Hope . Derby . H Wilson.,1. The Western Front; 2. Transfer of German Divisions; 3. Possible German Attack; 4. Strength of German Divisions; 5. Armistice at Easter: Proposal by the Vatican; 6. Man-Power; 7. Poison Gas; 8. Tanks; 9. The Italian Front; 10. Palestine; 11. Mesopotamia; 12. Submarines; 13. Giant Enemy Aeroplane Bombed; 14. Attack on Hospital Ship; 15. Riot at Antigua; 16. Loss of Mediterranean Convoy; 17. Russia; 18. Stores at Archangel and Murmansk; 19. Japanese Intervention; 20. Formation of Eastern Committee
CAB,23,5,56,12-Mar-18,Conclusion,WC 364 ,D Lloyd George . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . H Wilson . W Hayes Fisher . H Monro . N Kershaw . E Cornwall . R Morant . G Roberts . H Fisher . Salisbury . G Hope . W Long . C Addison . M Bonham Carter . G Cave . R Munro . J Dodds . R Prothero . J Clyde . F Smith . C Bathurst . W Beveridge.,"1. The Western Front: Possible German Attack; 2. Palestine; 3. Co-operation of French Forces; 4. Mesopotamia; 5. Turkey: Distribution of Forces; 6. Russian Forces at Salonica; 7. Submarines; 8. Supreme War Council: Agenda; 9. Questions to be discussed at a Political Conference; 10. Russia; 11. Japanese Intervention; 12. American Shipbuilding; 13. Soldiers' and Sailors' Pay Committee; 14. Revolutionary Attitude on the Clyde; 15. Housing Policy; 16. Maternity and Child Welfare; 17. Reduction of Sugar Ration; 18. Defence of the Realm (Beans, Peas, and Pulse Orders) Bill; 19. The War Cabinet Report for the Year 1917"
CAB,23,5,57,13-Mar-18,Conclusion,WC 365 ,A Bonar Law . Curzon . Milner . G Barnes . J Smuts . A Balfour . Derby . F Maurice . B Childs . R Fremantle . W Long . G Cave . W Churchill . W Hayes Fisher . R Munro.,1. Supreme War Council: Political Conference; 2. The Western Front: Possible German Attack; 3. The Balkan Front; 4. Palestine; 5. Air Raid; 6. Air Raid on Paris; 7. Bombing Raid; 8. Seaplane Engagement; 9. Resignation of M. Trotzki - Japanese Intervention; 10. Russian Warships; 11. Spitzbergen; 12. The Future Government of Egypt; 13. Civil Disturbance; 14. Venereal Diseases; 15. Tank Programme
CAB,23,5,58,18-Mar-18,Conclusion,WC 366 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . R Cecil . Hardinge . Derby . H Wilson . C Macready . J Macpherson . R Wemyss . Beaverbrook . A Chamberlain . L Worthington Evans.,"1. The Western Front; 2. Camouflage; 3. Palestine; 4. Mesopotamia; 5. Inter-Allied Committees on Aviation and Tanks; 6. Hospital Ships: Reprisals; 7. The Cattegat; 8. Formation of Eastern Committee; 9. Persia; 10. Proposed British Mission to Japan; 11. Meeting of Supreme War Council; 12. Political Conference: Great Britain, France, and Italy; 13. Maisons tolerees in France; 14. Inter-Ally Council on Purchases: Co-ordination of Request for Credit; 15. Meat Rations in the Army"
CAB,23,5,59,19-Mar-18,Conclusion,WC 367 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . R Cecil . Derby . H Wilson . C Macready . A Geddes . P Lloyd Greame . A Stanley . C Addison . G Roberts . G Calthrop . E Geddes . G Hope . G Paine . A Anderson . A Collard . Rothermere . H Trenchard . G Livingston . E Wyldbore Smith . S Kent.,"1. Maisons tolerees in France: Leakage of Information; 2. Air Raid on Mannheim; 3. The Western Front: Transfer of German Divisions; 4. Possible German Attack; 5. Casualties from Gas Shells; 6. Economy of Man-Power by Mechanical Means; 7. The Cattegat; 8. Bomb found in H.M.S. ""Alsatian.""; 9. Loss of Mediterranean Convoy; 10. Seaplane Engagement; 11. Persia; 12. The Food Situation; 13. Man-Power: Supply of Labour in Shipyards; 14. Assistance in Aviation to Norway; 15. British Supremacy in the Air; 16. Restrictions on Use of Gas and Electric Light; 17. Rationing of Coal for Domestic Use; 18. Commission internationale de Ravitaillement; 19. Intelligence Bureau of the Department of Information; 20. Control of Road Transport; 21. Proposed New Pensions Warrant"
CAB,23,5,60,20-Mar-18,Conclusion,WC 368 ,A Bonar Law . Curzon . Milner . G Barnes . J Smuts . A Balfour . R Cecil . Derby . H Wilson . G Hope . G Cave . G Roberts . E Wyldbore Smith . W Collins.,"1. The Western Front; 2. The Italian Front; 3. British Military Representative in the United States of America; 4. Director-General of Movements and Railways; 5. Zeppelin going to Egypt - Incendiary and Explosive Bullets for use against Aircraft; 6. Shipping Losses; 7. Seaplane Engagement; 8. Collision between British Armed Merchantman and United States Destroyer; 9. Zeppelin Raids on Great Britain; 10. Leakage of Information; 11. Temperance Agitation in the United States of America; 12. Increase of Rent Bill; 13. Disposal of Russian Goods ordered against British, French, and American Credits; 14. Prisoners of War; 15. 12 1/2 per cent Bonus: Position of the Conciliation and Arbitration Board; 16. Ireland: Weekly Reports; 17. League of Nations"
CAB,23,5,61,21-Mar-18,Conclusion,WC 369 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Hardinge . Derby . H Wilson . G Hope . Islington . R Cecil . L Oliphant . G Fiddes . L Amery.,1. The Western Front: Possible German Attack; 2. Incendiary and Explosive Bullets for use against Aircraft; 3. Submarines; 4. Detention of British Ships in Dutch East Indies; 5. Requisitioning of Dutch Shipping; 6. Loss of Mediterranean Convoy; 7. Russian Black Sea Fleet; 8. Removal of Stores from Vladivostock; 9. Russia: Japanese Intervention; 10. General Policy in Persia; 11. The Eastern Committee; 12. Imperial War Cabinet: Representation of India
CAB,23,5,62,22-Mar-18,Conclusion,WC 370 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . H Wilson . C Addison . G Roberts . D Shackleton . R Wemyss . A Geddes . P Lloyd Greame . F Kellaway . S Kent . A Illingworth . T Heath.,1. The Western Front: German Attack; 2. Information by Liaison Officer; 3. German General Headquarters; 4. Transfer of British and French Divisions from Italian to French Front; 5. Allied General Reserve; 6. Zeppelin going to Egypt; 7. Camouflage; 8. Man-Power: Comparison of British and German Strength; 9. Miners; 10. Congestion in French Ports and Railways; 11. Zeppelin Raids on Great Britain; 12. Bombardment of Dunkirk and a Naval Engagement; 13. Bombardment of Ostend; 14. Submarines; 15. Shipping Losses; 16. Norway: German Submarines in Territorial Waters; 17. Removal of Stores from Vladivostock; 18. Russian Black Sea Fleet; 19. Conciliation and Arbitration Board: Equal Remuneration of Men and Women; 20. 12 1/2 per cent. Bonus
CAB,23,5,63,23-Mar-18,Conclusion,WC 371 ,D Lloyd George . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . H Wilson . F Maurice . P Lloyd Greame . French . G Macdonogh . R Hutchinson . W Kirke.,1. The Western Front: German Attack: Present Position; 2. Comparison of Allied and Enemy Forces; 3. French Assistance; 4. Divisions from Italy; 5. Possible Reinforcements from Palestine; 6. Possible Reinforcements from Mesopotamia; 7. Possible Reinforcements from Salonica; 8. Man-Power: Reinforcements from Home Sources; 9. New Man-Power Proposals invited; 10. Stoppage of Recruitment for the Royal Navy - Release of Men employed by the Admiralty; 11. Communication by C.I.G.S. to Field-Marshal Sir Douglas Haig.
CAB,23,5,64,25-Mar-18,Conclusion,WC 372 ,D Lloyd George . Curzon . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . F Maurice . French . C Macready . G Wardle . J Maclay . E Geddes . G Hope . H Heath . W Churchill . A Geddes . P Lloyd Greame . S Kent.,"1. The Western Front: German Attack Present Position; 2. Immediate Reinforcements and their Transport; 3. Later Reinforcements - Additional Men from Munitions - Army Reserve Munition Workers - Recall of Men Released on Compassionate Grounds; 4. Troops in Ireland; 5. Mobilisation of Volunteers; 6. Wounded and Discharged Men; 7. Modification of Medical Test; 8. Assistance by the United States Forces in France; 9. Marines from the Navy; 10. Stoppage of Recruitment for the Royal Navy; 11. Gun Position; 12. Further Recruiting: Raising the Age Limit; 13. Ireland; 14. Summoning of Parliament to consider Bill: Minister of National Service to Draft a Bill; 15. Conscientious Objectors; 16. Ministers of Religion; 17. Recruiting of Russians; 18. Port Labour; 19. Medical Boards; 20. Calling-up Notices; 21. Coal Miners; 22. Withdrawal of Men from the Admiralty; 23. Bombardment of Dunkirk and Malo; 24. German Submarine ""U.B. 48."""
CAB,23,5,65,26-Mar-18,Conclusion,WC 373 ,D Lloyd George . Curzon . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . French . F Maurice . R Whigham . E Geddes . R Wemyss . W Churchill.,1. The Western Front: Conference at Doullens; 2. German Reserves; 3. Future Operations; 4. The Present Position; 5. The Italian Front: Austrian Concentration; 6. Assistance by United States Forces in France; 7. Telegram from Lord Reading; 8. Immediate Reinforcements and their Transport; 9. Possible Counter-Attack; 10. Troops Available for Home Service; 11. Ireland; 12. Convoy Attacked by Submarine; 13. Bombing Raid on Bruges
CAB,23,5,66,27-Mar-18,Conclusion,WC 374 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . H Wilson . F Maurice . E Geddes . R Wemyss . French.,"1. Submarines; 2. French Submarine ""Watt.""; 3. Enemy Submarines at Santorin; 4. Bombing Raids; 5. Immediate Reinforcements and their Transport; 6. The Western Front: German Attack. The Present Position; 7. Condition of the Vth Army; 8. Assistance by United States Forces in France; 9. Conference at Doullens; 10. German Reserves; 11. Telegram to Lord Reading; 12. Ireland: Compulsory Military Service"
CAB,23,5,67,27-Mar-18,Conclusion,WC 375 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . Derby . H Wilson . French . G Cave . A Geddes . P Lloyd Greame . G Wardle . S Walsh . W Churchill . A Stanley . C Addison . R Munro . H Duke . B Mahon . J Byrne . W Adams.,1. The Western Front - German Attack: The Present Position; 2. Ireland: Compulsory Military Service; 3. Man-Power Proposals; 4. Summoning of Parliament
CAB,23,5,68,28-Mar-18,Conclusion,WC 376 ,D Lloyd George . Curzon . Milner . A Bonar Law . G Barnes . J Smuts . A Balfour . Derby . H Wilson . French . A Geddes . G Hope . H Duke . J Campbell . E Carson . W Adams.,1. The Western Front - German Attack. The Present Position; 2. Mesopotamia; 3. Naval Losses; 4. Bombing Raids; 5. Ireland: Compulsory Military Service; 6. Man-Power Proposals: Summoning of Parliament; 7. Proposed Lowering of Age Limit; 8. Assistance by United States Forces in France
CAB,23,5,69,29-Mar-18,Conclusion,WC 377 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . A Balfour . Derby . H Wilson . French . F Maurice . E Geddes . R Wemyss . G Hope . G Thomson . A Geddes . G Cave.,1. The Western Front - German Attack. The Present Position; 2. Reinforcements: Cyclists Divisions; 3. General Rawlinson to command Vth Army. General Sackville-West to be Permanent Military Representative at Versailles; 4. Naval Losses; 5. Royal Marines from the Navy; 6. Relief by the United States Navy; 7. Transport of American Troops; 8. Man-Power: Proposed Lowering of Age Limit; 9. Ireland: Letter from General Mahon to Lord French; 10. Views of Labour Members of the Government; 11. Man-Power Proposals; 12. British Mission to Japan
CAB,23,5,70,30-Mar-18,Conclusion,WC 378 ,D Lloyd George . Curzon . Milner . G Barnes . A Bonar Law . J Smuts . Derby . H Wilson . French . F Maurice . A Balfour . G Hope.,1. The Western Front: German Attack. The Present Position; 2. The French Front; 3. Condition of the Vth Army; 4. Mesopotamia; 5. Recruiting in the Dominions: Message to Australia; 6. General Foch's Appointment: Public Announcement; 7. Message to the Press; 8. Assistance by the United States: Meeting of the Supreme War Council; 9. Withdrawal of Men from the Admiralty; 10. Russia: Japanese Intervention
