collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,,
CAB,24,22,8,3-Aug-17,Memorandum,GT 1608,Labour Disputes.,Milner and G N Barnes,,
CAB,24,22,9,2-Aug-17,Memorandum,GT 1609,Salonica. Punishment of Soldiers.,Derby,,
CAB,24,22,10,3-Aug-17,Memorandum,GT 1610,"H.M. Office of Works, &amp;c. Report for fortnight ended 3rd August, 1917, for the information of the Prime Minister.",Lionel Earle,,
CAB,24,22,11,2-Aug-17,Memorandum,GT 1611,Weekly Report on Germany.,"Intelligence Bureau, Department of Information",,
CAB,24,22,12,3-Aug-17,Memorandum,GT 1612,Summary of Blockade Information 27th July - 2nd Aug. 1917,War Trade Intelligence Department,,
CAB,24,22,13,3-Aug-17,Memorandum,GT 1613,"Operations in France. Telegrams from F.M.C. in C., France to C.I.G.S.","Field Marshall Commanding-in-Chief, France",,
CAB,24,22,14,3-Aug-17,Memorandum,GT 1614,Honours for the Mercantile Marine.,Stamfordham,,
CAB,24,22,15,30-Jul-17,Memorandum,GT 1615,Indian Reforms.,E S Montagu,,
CAB,24,22,16,1-Aug-17,Memorandum,GT 1616,"Ministry of Food. Report for Week ending Wednesday, August 1, 1917.",Ministry of Food,,
CAB,24,22,17,4-Aug-17,Memorandum,GT 1617,Weekly Report on Poland. XI.,"Intelligence Bureau, Department of Information",,
CAB,24,22,18,4-Aug-17,Memorandum,GT 1618,Weekly Report on Russia. XVI.,"Intelligence Bureau, Department of Information",,
CAB,24,22,19,22-Jul-17,Memorandum,GT 1619,"Despatch C3. From Brigadier-General A. Knox, Military Attache. Military Riots in Petrograd on the 16th and 17th July, 1917.",Alfred Knox,,
CAB,24,22,20,1-Aug-17,Memorandum,GT 1620,Showing Number and Gross Tonnage of Allied and Neutral Merchant Vessels lost by Enemy Action since the Outbreak of War.,Admiralty War Staff,,
CAB,24,22,21,4-Aug-17,Memorandum,GT 1621,"Report of the battle of 31st July, 1917 and its results by Sir Douglas Haig.",D Haig,,
CAB,24,22,22,4-Aug-17,Memorandum,GT 1622,Report by Ministry of Shipping,Ministry of Shipping,,
CAB,24,22,23,3-Aug-17,Memorandum,GT 1623,Ministry of Pensions. Report for period from 28th July to 3rd August 1917.,Matthew Nathan,,
CAB,24,22,24,6-Aug-17,Memorandum,GT 1624,The Stockholm Conference. Memorandum by the Attorney-General with a covering note by Sir Edward Carson.,Frederick Smith,,
CAB,24,22,25,6-Aug-17,Memorandum,GT 1625,Proposed Prohibition of a Meeting at Glasgow.,R Munro,,
CAB,24,22,26,5-Aug-17,Memorandum,GT 1626,State of Affairs in Arabia.,"Naval Commander-in-Chief, East Indies and Egypt",,
CAB,24,22,27,7-Aug-17,Memorandum,GT 1627,Coal Mines Control Agreement.,Solicitor-General,,
CAB,24,22,28,4-Aug-17,Memorandum,GT 1628,"Russian Situation. Telegram from Military Attache, Petrograd to D.M.I.","Military Attache, Petrograd",,
CAB,24,22,29,4-Aug-17,Memorandum,GT 1629,Air Board. Report to the Cabinet.,H P Harvey,,
CAB,24,22,30,4-Aug-17,Memorandum,GT 1630,The Stockholm Conference.,Robert Cecil,,
CAB,24,22,31,5-Aug-17,Memorandum,GT 1631,Operations in Mesopotamia. Telegram from C.I.G.S. to G.O.C. Mesopotamia.,Chief of the Imperial General Staff,,
CAB,24,22,32,4-Aug-17,Memorandum,GT 1632,National Service Department. Report No. 28.,Director-General of National Service,,
CAB,24,22,33,7-Aug-17,Memorandum,GT 1633,Salonica. The Decisions of the Inter-Ally Conference.,M P A Hankey,,
CAB,24,22,34,Jul-17,Memorandum,GT 1634,Details of Five Ships Reported Sunk in the Atlantic.,Admiralty,,
CAB,24,22,35,4-Aug-17,Memorandum,GT 1635,Progress on Defensive Arming of Merchant Ships.,Secretary,,
CAB,24,22,36,4-Aug-17,Memorandum,GT 1636,Proposed Transport Conference in London.,E Geddes,,
CAB,24,22,37,7-Aug-17,Memorandum,GT 1637,Railway Labour Unrest.,A H Stanley,,
CAB,24,22,38,7-Aug-17,Memorandum,GT 1638,Position of the Cotton Industry.,A H Stanley,,
CAB,24,22,39,4-Aug-17,Memorandum,GT 1639,"Weekly Return Showing Number of Vessels Under Organized Convoy and Number of Casualties sustained up to 4th August, 1917.",Admiralty,,
CAB,24,22,40,7-Aug-17,Memorandum,GT 1640,Oil Fuel Situation.,Hugh Tothill,,
CAB,24,22,41,7-Aug-17,Memorandum,GT 1641,"Military Conference August 7, 1917.",J Foch and W R Robertson,,
CAB,24,22,42,8-Aug-17,Memorandum,GT 1642,Proposed Board for the Co-Ordination of American Business.,Joseph Davies,,
CAB,24,22,43,8-Aug-17,Memorandum,GT 1643,Control of Military Operations at Aden.,Mesopotamia Administration Committee,,
CAB,24,22,44,5-Aug-17,Memorandum,GT 1644,Salonika - Medical Situation.,"General Head Quarters, Salonika",,
CAB,24,22,45,8-Aug-17,Memorandum,GT 1645,Brewing and the Resumption of Malting.,Rhondda,,
CAB,24,22,46,7-Aug-17,Memorandum,GT 1646,Mahsud Situation. Telegram from Viceroy.,Viceroy,,
CAB,24,22,47,8-Aug-17,Memorandum,GT 1647,Man-Power. Recruiting Proposals.,Milner,,
CAB,24,22,48,7-Aug-17,Memorandum,GT 1648,International Socialist Conference at Stockholm.,"Intelligence Bureau, Department of Information",,
CAB,24,22,49,8-Aug-17,Memorandum,GT 1649,"Food Production Schemes, Ireland.",Department of Agriculture and Technical Instruction for Ireland,,
CAB,24,22,50,8-Aug-17,Memorandum,GT 1650,National War Memorial and Museum. I. Memorandum by the First Commissioner of Works. II. Memorandum by the Director-General of the National War Museum.,Alfred Mond and Martin Conway,,
CAB,24,22,51,30-Jul-17,Memorandum,GT 1651,Education Bill. Arrangement of Clauses.,Secretary,,
CAB,24,22,52,26-Jul-17,Memorandum,GT 1652,The Channel Tunnel.,W Graham Greene,,
CAB,24,22,53,8-Aug-17,Memorandum,GT 1653,Indian Bulletin No. 12.,India Office,,
CAB,24,22,54,9-Aug-17,Memorandum,GT 1654,Brewing and the Resumption of Malting.,D'Abernon,,
CAB,24,22,55,9-Aug-17,Memorandum,GT 1655,Weekly Report on Roumania. XIII.,"Intelligence Bureau, Department of Information",,
CAB,24,22,56,7-Aug-17,Memorandum,GT 1656,Situation in Russia. Telegram from General Barter to C.I.G.S.,Barter,,
CAB,24,22,57,6-Aug-17,Memorandum,GT 1657,"Action at Lindi, East Africa. Telegram from General Van Deventer  to C.I.G.S.",Van Deventer,,
CAB,24,22,58,17-Aug-17,Memorandum,GT 1658,Committee on Air Organisation and Home Defence against Air Raids. (2nd Report),Secretary,,
CAB,24,22,59,9-Aug-17,Memorandum,GT 1659,Indian Reforms. The Problems of Indian Government.,Islington,,
CAB,24,22,60,9-Aug-17,Memorandum,GT 1660,Report from the Ministry of Labour on the Labour situation for the Week ending August 8th.,Ministry of Labour,,
CAB,24,22,61,9-Aug-17,Memorandum,GT 1661,Condition of Ireland.,H E Duke,,
CAB,24,22,62,9-Aug-17,Memorandum,GT 1662,Maternity and Child Welfare Bill.,W Hayes Fisher,,
CAB,24,22,63,8-Aug-17,Memorandum,GT 1663,"Report relating to the War Work of the Board of Agriculture for Scotland for week ending 8th August, 1917.",H M Conacher,,
CAB,24,22,64,8-Aug-17,Memorandum,GT 1664,Indian Reforms.,Austen Chamberlain,,
CAB,24,22,65,10-Aug-17,Memorandum,GT 1665,Instructions to General Milne.,W R Robertson,,
CAB,24,22,66,10-Aug-17,Memorandum,GT 1666,Report of Board of Agriculture and Fisheries.,A D Hall,,
CAB,24,22,67,8-Aug-17,Memorandum,GT 1667,Report of Food Production Department.,A Lee,,
CAB,24,22,68,10-Aug-17,Memorandum,GT 1668,"Weekly Report on Bulgaria, 14.","Intelligence Bureau, Department of Information",,
CAB,24,22,69,10-Aug-17,Memorandum,GT 1669,Weekly Report on Poland. XII.,"Intelligence Bureau, Department of Information",,
CAB,24,22,70,8-Aug-17,Memorandum,GT 1670,"Naval Weekly Appreciation, 11.",Naval Staff,,
CAB,24,22,71,7-Aug-17,Memorandum,GT 1671,Russian Situation. Telegram from Colonel F.G. Marsh to Director of Military Intelligence.,F G Marsh,,
CAB,24,22,72,10-Aug-17,Memorandum,GT 1672,War Risks Insurance.,A H Stanley,,
CAB,24,22,73,10-Aug-17,Memorandum,GT 1673,"Summary of Blockade Information. Aug. 3 - 9, 1917.",War Trade Intelligence Department,,
CAB,24,22,74,10-Aug-17,Memorandum,GT 1674,Report on the National Union of Railwaymen.,A H Stanley,,
CAB,24,22,75,10-Aug-17,Memorandum,GT 1675,Stocks in the United Kingdom.,Ministry of Food,,
CAB,24,22,76,3-Aug-17,Memorandum,GT 1676,Release of Men for Military Service from Industries under Board of Trade Control,Board of Trade,,
CAB,24,22,77,9-Aug-17,Memorandum,GT 1677,Industrial Unrest and Increase in Spirit Drinking as a Result of the Shortage of Beer.,D'Abernon,,
CAB,24,22,78,10-Aug-17,Memorandum,GT 1678,Situation in the Anglo-Persian Oilfield.,Admiralty,,
CAB,24,22,79,6-Aug-17,Memorandum,GT 1679,Operations in Roumania. Telegram from General Ballard to C.I.G.S.,Ballard,,
CAB,24,22,80,8-Aug-17,Memorandum,GT 1680,Russian Situation. Telegram from General Barter to C.I.G.S.,Barter,,
CAB,24,22,81,9-Aug-17,Memorandum,GT 1681,Operations in Russia. Telegram from General Barter to C.I.G.S.,Barter,,
CAB,24,22,82,10-Aug-17,Memorandum,GT 1682,"Special Work of the Local Government Board for Week ended August 10th, 1917",Local Government Board,,
CAB,24,22,83,10-Aug-17,Memorandum,GT 1683,Supplies of Oats to Italy.,E Wyldbore Smith,,
CAB,24,22,84,9-Aug-17,Memorandum,GT 1684,Note for the War Cabinet on the Dilution Clause of the Munitions of War Amendment Bill.,W S Churchill,,
CAB,24,22,85,11-Aug-17,Memorandum,GT 1685,Report by Ministry of Shipping,John Anderson,,
CAB,24,22,86,11-Aug-17,Memorandum,GT 1686,The Effect in Austria of Lord Robert Cecil's Speech of 24th July.,"Intelligence Bureau, Department of Information",,
CAB,24,22,87,11-Sep-17,Memorandum,GT 1687,Weekly Report on Austria-Hungary. XII.,"Intelligence Bureau, Department of Information",,
CAB,24,22,88,11-Aug-17,Memorandum,GT 1688,Mammoth Ships.,E C Geddes,,
CAB,24,22,89,Aug-17,Memorandum,GT 1689,Conditions in Germany.,Secretary,,
CAB,24,22,90,14-Aug-17,Memorandum,GT 1690,"Draft of a Bill to make provision with respect to the searching and boring for and the getting of Petroleum in the United Kingdom, and for purpose connected therewith.",Secretary,,
CAB,24,22,91,8-Aug-17,Memorandum,GT 1691,"Ministry of Food. Report for Week ending Wednesday, August 8, 1917.",Ministry of Food,,
CAB,24,22,92,10-Aug-17,Memorandum,GT 1692,"Ministry of Pensions. Report for Period from 4th August to 3.0th August, 1917.",Ministry of Pensions,,
CAB,24,22,93,Aug-17,Memorandum,GT 1693,Shipping and Shipbuilding Policy. Committee on Commercial and Industrial Policy to Reconstruction Committee.,Balfour of Burleigh,,
CAB,24,22,94,11-Aug-17,Memorandum,GT 1694,Inter-Ally Council in London to Co-ordinate requirements for American Supplies.,M P A Hankey,,
CAB,24,22,95,11-Aug-17,Memorandum,GT 1695,Redistribution of Labour After the War.,Ministry of Labour,,
CAB,24,22,96,7-Aug-17,Memorandum,GT 1696,A Note on Indian Reform.,A J Balfour,,
CAB,24,22,97,11-Aug-17,Memorandum,GT 1697,Shortage of Petrol as Affecting Transport for Home Defence Formations.,W H Long,,
CAB,24,22,98,11-Aug-17,Memorandum,GT 1698,Air Board. Report to the Cabinet.,H P Harvey,,
CAB,24,22,99,11-Aug-17,Memorandum,GT 1699,National Service Department. Report No. 29.,Arthur Collins,,
CAB,24,22,100,13-Aug-17,Memorandum,GT 1700,Weekly Report on Russia. XVII.,"Intelligence Bureau, Department of Information",,
CAB,24,23,1,13-Aug-17,Memorandum,GT 1701,Naval Assistance to the Russian Government.,M P A Hankey,,
CAB,24,23,2,14-Aug-17,Memorandum,GT 1702,The Channel Tunnel.,Arthur Fell,,
CAB,24,23,3,10-Aug-17,Memorandum,GT 1703,"Mahsuds. Telegram from Viceroy, Army Department, 10th August, 1917.",Viceroy,,
CAB,24,23,4,13-Aug-17,Memorandum,GT 1704,Effect on General Tonnage Capacity of Anticipated Demands for Oil Fuel for the Navy.,J P Maclay,,
CAB,24,23,5,12-Aug-17,Memorandum,GT 1705,Operations in Roumania. Telegram from General Barter to C.I.G.S.,Barter,,
CAB,24,23,6,11-Aug-17,Memorandum,GT 1706,Progress on Defensive Arming of Merchant Ships.,Secretary,,
CAB,24,23,7,14-Aug-17,Memorandum,GT 1707,Foreign Commercial Intelligence. Joint Memorandum by the President of the Board of Trade and Lord Robert Cecil.,A H Stanley and Robert Cecil,,
CAB,24,23,8,14-Aug-17,Memorandum,GT 1708,Brewing and the Resumption of Malting. Note by the Royal Commission on Wheat Supplies.,J Field Beale,,
CAB,24,23,9,Aug-17,Memorandum,GT 1709,Transatlantic Fish Supplies.,R E Prothero,,
CAB,24,23,10,14-Aug-17,Memorandum,GT 1710,The Custody of War Cabinet Documents.,M P A Hankey,,
CAB,24,23,11,14-Aug-17,Memorandum,GT 1711,March of United States Troops through London.,War Office,,
CAB,24,23,12,1-Aug-17,Memorandum,GT 1712,Letter from Cardinal Gasparri to the King and Note from the Pope to the Heads of the Belligerent Peoples.,Pope Benedictus XV and Gasparri,,
CAB,24,23,13,15-Aug-17,Memorandum,GT 1713,Imperial Preference. Note by the Secretary in regard to Foreign Office Memorandum of 31st July.,M P A Hankey,,
CAB,24,23,14,13-Aug-17,Memorandum,GT 1714,"Telegram from Viceroy, Foreign Department.",Viceroy,,
CAB,24,23,15,15-Aug-17,Memorandum,GT 1715,Brewing and Malting.,Controller of Coal Mines,,
CAB,24,23,16,14-Aug-17,Memorandum,GT 1716,Tribunals and Medical Boards.,W H Long,,
CAB,24,23,17,14-Aug-17,Memorandum,GT 1717,Prices of Cattle. Resolution passed by the Staffordshire Chamber of Agriculture.,Staffordshire Chamber of Agriculture,,
CAB,24,23,18,13-Aug-17,Memorandum,GT 1718,National Service and Employment Exchanges.,Minister of Labour,,
CAB,24,23,19,14-Aug-17,Memorandum,GT 1719,Sir Archibald Murray's Despatch. Operations in Egypt. Covering memo by Secretary of State for War.,Derby and Archibald J Murray,,
CAB,24,23,20,14-Aug-17,Memorandum,GT 1720,British Policy in Palestine.,Derby,,
CAB,24,23,21,14-Aug-17,Memorandum,GT 1721,M. Tardieu's letter on French Military effort.,Derby,,
CAB,24,23,22,11-Aug-17,Memorandum,GT 1722,Mesopotamia Administration. Telegram from Viceroy.,Viceroy,,
CAB,24,23,23,14-Aug-17,Memorandum,GT 1723,Maternity and Child Welfare Bill.,Rhondda,,
CAB,24,23,24,13-Aug-17,Memorandum,GT 1724,Maternity and Child Welfare Bill.,C Addison,,
CAB,24,23,25,11-Aug-17,Memorandum,CT 1725,"Weekly Return showing number of Vessels under organised convoy and number of Casualties sustained up to 11th August, 1917.","Naval War Staff, Admiralty",,
CAB,24,23,26,15-Aug-17,Memorandum,GT 1726,"Food Production Schemes, Ireland.",Department of Agriculture and Technical Instruction for Ireland,,
CAB,24,23,27,13-Aug-17,Memorandum,GT 1727,Strength of Allied and Enemy Forces on Salonica Front.,Serbian Prime Minister,,
CAB,24,23,28,6-Aug-17,Memorandum,GT 1728,The Supply and Distribution of Wool.,Derby,,
CAB,24,23,29,10-Aug-17,Memorandum,GT 1729,The Supply of Labour.,Labour Advisory Committee,,
CAB,24,23,30,15-Aug-17,Memorandum,GT 1730,March of American Troops Through London.,Walter H Page,,
CAB,24,23,31,Aug-17,Memorandum,GT 1731,Recognition of Claims from Organizations outside the Civil Service.,Conciliation and Arbitration Board,,
CAB,24,23,32,Aug-17,Memorandum,GT 1732,"Recognition, as representing Civil Servants, of Organisations outside the Civil Service.",Ministry of Labour,,
CAB,24,23,33,10-Aug-17,Memorandum,GT 1733,The Labour Party. Special Party Conference. Report of the Executive Committee.,Labour Party Executive Committee,,
CAB,24,23,34,7-Aug-17,Memorandum,GT 1734,Patents and Designs Bill.,Board of Trade,,
CAB,24,23,35,10-Aug-17,Memorandum,GT 1735,"Draft of a Bill to Amend the Trade Marks Act, 1905.",Board of Trade,,
CAB,24,23,36,16-Aug-17,Memorandum,GT 1736,Payment of Substitution Volunteers.,A Campbell Geddes,,
CAB,24,23,37,16-Aug-17,Memorandum,GT 1737,Arms in Ireland.,Derby,,
CAB,24,23,38,16-Aug-17,Memorandum,GT 1738,Health of British Forces.,Derby,,
CAB,24,23,39,13-Aug-17,Memorandum,GT 1739,Eighth Report by the Board of Trade on Imports and Industry in relation to Shipping.,Board of Trade,,
CAB,24,23,40,1-Aug-17,Memorandum,GT 1740,Monthly Supplement. August 1917. British Merchant Vessels captured or destroyed by the enemy.,Admiralty War Staff,,
CAB,24,23,41,15-Aug-17,Memorandum,GT 1741,"Aden. Telegram from S. of S. to Viceroy, Foreign Department.",Secretary of State for India,,
CAB,24,23,42,14-Aug-17,Memorandum,GT 1742,"Mesopotamia Administration. Tel: from S. of S. to Viceroy repeated to Sir P. Cox, Bagdad.",Secretary of State for India,,
CAB,24,23,43,16-Aug-17,Memorandum,GT 1743,Weekly Report on Greece. IX.,"Intelligence Bureau, Department of Information",,
CAB,24,23,44,15-Aug-17,Memorandum,GT 1744,"Naval Weekly Appreciation, 12.",Naval Staff,,
CAB,24,23,45,15-Aug-17,Memorandum,GT 1745,"Report relating to the War Work of the Board of Agriculture for Scotland for week ending 15th August, 1917.",H M Conacher,,
CAB,24,23,46,17-Aug-17,Memorandum,GT 1746,"Board of Agriculture and Fisheries. Report for week ended 15th August, 1917.",A D Hall,,
CAB,24,23,47,15-Aug-17,Memorandum,GT 1747,"Food Production Department. Report for week ended 14th August, 1917.",A Lee,,
CAB,24,23,48,16-Aug-17,Memorandum,GT 1748,Weekly Report from the Ministry of Labour on the Labour situation for the week ending August 15th.,Ministry of Labour,,
CAB,24,23,49,18-Jul-17,Memorandum,GT 1749,Situation at Archangel.,H A Armistead,,
CAB,24,23,50,17-Aug-17,Memorandum,GT 1750,"H.M. Office of Works, etc. Report for fortnight ended 17th August 1917, for the information of the Prime Minister.",W A Robinson,,
CAB,24,23,51,13-Aug-17,Memorandum,GT 1751,Operations in Russia. Telegram from General Barter to C.I.G.S.,Barter,,
CAB,24,23,52,17-Aug-17,Memorandum,GT 1752,Train Ferries.,Derby,,
CAB,24,23,53,17-Aug-17,Memorandum,GT 1753,"Summary of Blockade Information. August 10 - 16, 1917.",War Trade Intelligence Department,,
CAB,24,23,54,17-Aug-17,Memorandum,GT 1754,Stocks in the United Kingdom.,Ministry of Food,,
CAB,24,23,55,17-Aug-17,Memorandum,GT 1755,Cherbourg - Taranto Route.,Derby,,
CAB,24,23,56,16-Aug-17,Memorandum,GT 1756,The Petroleum Position.,Walter Long,,
CAB,24,23,57,16-Aug-17,Memorandum,GT 1757,Medical Service at Home and in the Field.,Central Medical War Committee,,
CAB,24,23,58,18-Aug-17,Memorandum,GT 1758,Reports of the Commission of Enquiry into Industrial Unrest.,G N Barnes,,
CAB,24,23,59,17-Jul-17,Memorandum,GT 1758A,Commission of Enquiry into Industrial Unrest.,G N Barnes,,
CAB,24,23,60,17-Aug-17,Memorandum,GT 1758B,Note on Action taken with regard to Recommendations of the Commission of Enquiry into Industrial Unrest.,Secretary,,
CAB,24,23,61,16-Aug-17,Memorandum,GT 1759,National Service Department and Recruiting.,A Campbell Geddes,,
CAB,24,23,62,17-Aug-17,Memorandum,GT 1760,Special Work of the Local Government Board for the Week ended August 17th 1917.,Local Government Board,,
CAB,24,23,63,17-Aug-17,Memorandum,GT 1761,Report of the President of the Board of Education.,H A L Fisher,,
CAB,24,23,64,16-Aug-17,Memorandum,GT 1762,"Situation in India. Telegram from S. of S. to Viceroy, 16th August, 1917.",Secretary of State for India,,
CAB,24,23,65,18-Aug-17,Memorandum,GT 1763,Corn Production Bill.,W H Long,,
CAB,24,23,66,18-Aug-17,Memorandum,GT 1764,Weekly Report on Poland XIII.,"Intelligence Bureau, Department of Information",,
CAB,24,23,67,17-Aug-17,Memorandum,GT 1765,Weekly Report on Germany.,"Intelligence Bureau, Department of Information",,
CAB,24,23,68,18-Aug-17,Memorandum,GT 1766,Weekly Report on Serbia &amp, Montenegro V.,"Intelligence Bureau, Department of Information",
CAB,24,23,69,Aug-17,Memorandum,GT 1767,Weekly Report on France IX,"Intelligence Bureau, Department of Information",,
CAB,24,23,70,18-Aug-17,Memorandum,GT 1768,Weekly Report on Austria-Hungary XIII.,"Intelligence Bureau, Department of Information",,
CAB,24,23,71,18-Aug-17,Memorandum,GT 1769,Report of Ministry of Shipping.,John Anderson,,
CAB,24,23,72,17-Aug-17,Memorandum,GT 1770,Monthly Statement of Employment of British Vessels on 31st July 1917.,Ministry of Shipping,,
CAB,24,23,73,16-Aug-17,Memorandum,GT 1771,Wastage of Guns in France.,Derby,,
CAB,24,23,74,18-Aug-17,Memorandum,GT 1772,Recruiting.,Derby,,
CAB,24,23,75,11-Aug-17,Memorandum,GT 1773,Operations in Roumania. Telegram from Brigadier General Ballard to D.M.I.,Ballard,,
CAB,24,23,76,15-Aug-17,Memorandum,GT 1774,Report by Ministry of Food.,Ministry of Food,,
CAB,24,23,77,13-Aug-17,Memorandum,GT 1775,"Ministry of Pensions. Report for period 11th to 17th August, 1917.",Ministry of Pensions,,
CAB,24,23,78,19-Aug-17,Memorandum,GT 1776,The Condition of Ireland.,H E Duke,,
CAB,24,23,79,18-Aug-17,Memorandum,GT 1777,Ministry of Munitions of War. Organisation of Munitions Councils.,W S Churchill and J W Dulanty,,
CAB,24,23,80,15-Aug-17,Memorandum,GT 1778,"Mesopotamia Administration. Tel: from G.O.C., Mesopotamia to C.I.G.S.","General Officer Commanding, Mesopotamia",,
CAB,24,23,81,17-Aug-17,Memorandum,GT 1779,"Mesopotamia Administration. Tel: from G.O.C., Mesopotamia to G.I.G.S.","General Officer Commanding, Mesopotamia",,
CAB,24,23,82,15-Aug-17,Memorandum,GT 1780,Situation in America. Report by Lord Northcliffe for the Premier and Cabinet.,Northcliffe,,
CAB,24,23,83,18-Aug-17,Memorandum,GT 1781,The Price of Milk.,Staffordshire Chamber of Agriculture,,
CAB,24,23,84,16-Aug-17,Memorandum,GT 1782,Situation in Russia. Tel: from General Barter to C.I.G.S.,Barter,,
CAB,24,23,85,19-Aug-17,Memorandum,GT 1783,Operations in Italy. Tel: from General Delme Radcliffe to C.I.G.S.,Delme Radcliffe,,
CAB,24,23,86,18-Aug-17,Memorandum,GT 1784,"Persia. Tel: from Viceroy, Foreign Department, 18th August, 1917.",Viceroy,,
CAB,24,23,87,20-Aug-17,Memorandum,GT 1785,Gas.,Derby,,
CAB,24,23,88,18-Aug-17,Memorandum,GT 1786,Air Board. Report to the Cabinet.,H P Harvey,,
CAB,24,23,89,20-Aug-17,Memorandum,GT 1787,Weekly Report on Russia. XVIII.,"Intelligence Bureau, Department of Information",,
CAB,24,23,90,18-Aug-17,Memorandum,GT 1788,National Service Department. Report No. 30.,Arthur Collins,,
CAB,24,23,91,1-Aug-17,Memorandum,GT 1789,Summary of Operations of Allied Forces Salonika - July 1917.,George F Milne,,
CAB,24,23,92,16-Aug-17,Memorandum,GT 1790,Requisitioning by United States Government of Shipping under Construction.,Robert Cecil and A J Balfour,,
CAB,24,23,93,21-Aug-17,Memorandum,GT 1791,Tribunals and Medical Boards - Scotland.,Robert Munro,,
CAB,24,23,94,25-Jul-17,Memorandum,GT 1792,Memorandum on German War Aims.,"Intelligence Bureau, Department of Information",,
CAB,24,23,95,19-Aug-17,Memorandum,GT 1793,Situation in Russia. Tel: from General Barter to C.I.G.S.,Barter,,
CAB,24,23,96,12-Aug-17,Memorandum,GT 1794,Situation in the Caucasus. Tel: from Caucasus Military Agent to D.M.I.,Caucasus Military Agent,,
CAB,24,23,97,13-Aug-17,Memorandum,GT 1795,"Situation in Salonica. Tels: from C.I.G.S. to Col. Spiers, &amp; Tels: from Col Spiers to C.I.G.S.",Chief of the Imperial General Staff and Spiers,,
CAB,24,23,98,18-Aug-17,Memorandum,GT 1796,"Aden. Tel: from Viceroy, Foreign Department.",Viceroy,,
CAB,24,23,99,19-Aug-17,Memorandum,GT 1797,Operations in East Africa. Tel: from General Van Deventer to C.I.G.S.,Van Deventer,,
CAB,24,23,100,21-Aug-17,Memorandum,GT 1798,Release of men from Government Departments.,Derby,,
CAB,24,23,101,21-Aug-17,Memorandum,GT 1799,Conscientious Objectors.,Derby,,
CAB,24,23,102,25-Aug-17,Memorandum,GT 1799A,"Conscientious Objectors. Copy of letter from Home Office to Acting Secretary, War Cabinet.",Home Office,,
CAB,24,23,103,9-Aug-17,Memorandum,GT 1800,"Statistics of Imports into Scandinavia &amp; Holland during the period 1st April to 30th June, 1917.",War Trade Statistical Department,,
CAB,24,24,1,15-Aug-17,Memorandum,GT 1801,Co-Ordination of Fire Brigades in Metropolitan Police Area in Event of Air Raids.,Home Office,,
CAB,24,24,2,8-Aug-17,Memorandum,GT 1802,The American Attitude to the War. Memorandum by Director of Information.,John Buchan,,
CAB,24,24,3,18-Jul-17,Memorandum,GT 1803,The Zionist Movement.,Rothschild,,
CAB,24,24,4,Aug-17,Memorandum,GT 1803A,The Zionist Movement.,Milner,,
CAB,24,24,5,21-Aug-17,Memorandum,GT 1804,Weekly Report of Germany.,"Intelligence Bureau, Department of Information",,
CAB,24,24,6,21-Aug-17,Memorandum,GT 1805,Oil Fuel Situation.,H H D Tothill,,
CAB,24,24,7,18-Aug-17,Memorandum,GT 1806,"Weekly Return Showing Numbers of Vessels Under Organised Convoy and Number of Casualties sustained up to 18th August, 1917.","Naval War Staff, Admiralty",,
CAB,24,24,8,18-Aug-17,Memorandum,GT 1807,Progress on Defensive Arming of Merchant Ships.,Secretary,,
CAB,24,24,9,21-Aug-17,Memorandum,GT 1808,"Minutes of a Meeting of the Man Power Committee (vide War Cabinet 201, Minute 1) held at 2, Whitehall Gardens at 3.30 pm on August 21st, 1917.",Man-Power Committee,,
CAB,24,24,10,20-Aug-17,Memorandum,GT 1809,"Telegram No. 3321. from Sir P. Cox, Baghdad to India Office.",P Cox,,
CAB,24,24,11,22-Aug-17,Memorandum,GT 1810,Weekly Report on Greece. X.,"Intelligence Bureau, Department of Information",,
CAB,24,24,12,21-Aug-17,Memorandum,GT 1811,"Telegram from Viceroy, Foreign Department.",Viceroy,,
CAB,24,24,13,21-Aug-17,Memorandum,GT 1812,Weekly Report on Spain. IX.,"Intelligence Bureau, Department of Information",,
CAB,24,24,14,22-Aug-17,Memorandum,GT 1813,Special Memorandum on The German Minority or Independent Socialists.,"Intelligence Bureau, Department of Information",,
CAB,24,24,15,21-Aug-17,Memorandum,GT 1814,Flanders Operations from 4th to 20th Aug. 1917.,D Haig,,
CAB,24,24,16,22-Aug-17,Memorandum,GT 1815,"Food Production Schemes, Ireland.",Department of Agriculture and Technical Instruction for Ireland,,
CAB,24,24,17,20-Aug-17,Memorandum,GT 1816,"Italian Operations. Telegrams from Gen. Delme Radcliffe. Nos. 330, 331.",Delme Radcliffe,,
CAB,24,24,18,23-Jul-17,Memorandum,GT 1817,"The Steel Situation in America. Copy of letter from the President of the Lackawanna Steel Company to Lieut. Colonel Herman Clarke, Inland Water Transport Department, War Office.",E A S Clarke,,
CAB,24,24,19,16-Aug-17,Memorandum,GT 1818,"Reported Regrettable Incidents in the Italian Army. Telegram from British Embassy, Rome.",Charles A Lamb,,
CAB,24,24,20,21-Aug-17,Memorandum,GT 1819,East Africa Operations. Telegrams.,Chief of the Imperial General Staff and Van Deventer,,
CAB,24,24,21,23-Aug-17,Memorandum,GT 1820,Introduction of the 9d. Loaf. Wholesale Price of Flour to Bakers.,Rhondda,,
