collection,series,piece,item,Covering_date,Type,Former Reference,Attendees,Agenda
CAB,65,5,42,15-Feb-40,Conclusion,WM (40) 42,"N Chamberlain, Halifax, Chatfield, S Hoare, K Wood, Hankey, J Anderson, E Brown, W Ironside, M MacDonald, H Wilson, T Phillips.",1. West Indies: Report of Royal Commission - Publication of recommendations - Short-term relief programme - Announcement of the Government's intention to act in the spirit of the recommendations; 2. The Colonial Empire: Statement of Policy on Development and Welfare and on Colonial Research - Development and welfare - Research - Mandated territories; 3. Compulsory Military Service - Liability of British subjects in France and French citizens in Great Britain; 4. The Air Situation; 5. The Naval Situation - Search for German merchant vessels - Shipping losses - U-boat sunk - U-boat sunk on the 12th February; 6. The Military Situation - Western front - Finland; 7. Assistance to Finland - Supply of aircraft - Pilots - Field guns and ammunition - Railway difficulties - Approach to France; 8. Italy - Economic relations; 9. Italy - Internal situation
CAB,65,5,43,16-Feb-40,Conclusion,WM (40) 43,"N Chamberlain, J Simon, S Hoare, W Churchill, Halifax, Chatfield, K Wood, Hankey, J Anderson, C Newall, H Wilson, D Pound, W Ironside.",1. Assistance to Finland; 2. The Air Situation; 3. The Naval Situation - H.M.S. Exeter - Enemy attacks on merchant shipping - Magnetic mines - Attacks on U-boats; 4. The Military Situation - The Western Front - Finland; 5. Assistance to Finland - Aircraft and pilots - International volunteer force - Mr. Kermit Roosevelt - Field guns and ammunition. Approach to France. Supply of 75-mm. guns from the United States of America - Railway difficulties; 6. Bulgaria - Change of Government; 7. Italy - Economic relations
CAB,65,5,44,17-Feb-40,Conclusion,WM (40) 44,"J Simon, Halifax, K Wood, W Churchill, Hankey, J Anderson, D Pound, C Newall, W Ironside, W Malkin.",1. The Air Situation - Attack on U-boat; 2. The Naval Situation - S.S. Altmark; 3. The Military Situation - Western Front - Finland; 4. Assistance to Finland - Short-nosed Blenheims - 75-mm. guns from the United States; 5. Assistance to Finland - Newspaper article; 6. Italy - Economic relations; 7. Contraband Control - Attitude of the United States Government
CAB,65,5,45,18-Feb-40,Conclusion,WM (40) 45,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, H Massy, H Wilson, D Pound, O Sargent.",1. Assistance to Finland; 2. Release of British prisoners from S.S. Altmark; 3. Scandinavia
CAB,65,5,46,19-Feb-40,Conclusion,WM (40) 46,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, H Wilson, W Ironside, T Phillips.",1. The Air Situation; 2. The Naval Situation - Loss of H.M.S. Daring - Shipping losses - Attack on U-boat; 3. The Military Situation - Western Front: distribution of German divisions - Relative strength of Allied and German land forces - Finland; 4. Weekly Resume - Frequency of submission; 5. Assistance to Finland - Message from M. Daladier as to supply of aircraft - Field guns - Possibility of accelerating the arrival of material - Supply of military information from Finland; 6. Italy - Economic relations; 7. Roumania - Oil Policy: supply of equipment and raw materials; 8. Permanent Court of International Justice - The Optional Clause; 9. Scandinavia - Stoppage of traffic in Norwegian Territorial Waters
CAB,65,5,47,20-Feb-40,Conclusion,WM (40) 47,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, E Brown, A Eden, L Burgin, H Wilson.",1. Man Power - Labour statistics - Training - Recruitment of women - Schedule of reserved occupations - Experience of the Ministry of Supply - The employment of skilled tradesmen in the army; 2. The Air Situation; 3. The Naval Situation - Shipping losses; 4. The Military Situation - Western Front - Finland; 5. Assistance to Finland; 6. Scandinavia - Stoppage of traffic in Norwegian territorial waters; 7. Italy - Economic relations; 8. Roumania - Oil policy: supply of equipment and raw materials; 9. War Cabinet Arrangements
CAB,65,5,48,21-Feb-40,Conclusion,WM (40) 48,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, A Eden, D Pound, W Ironside.",1. The Air Situation; 2. The Naval Situation - Attacks on shipping; 3. The Military Situation - Western Front - Finland; 4. Assistance to Finland - Procedure for dealing with requests from Finnish Government - Governing principles; 5. Scandinavia - Stoppage of traffic in Norwegian territorial waters; 6. Assistance to Finland; 7. Middle East - Role of Australian forces; 8. Roumania - Oil policy: supply of equipment and raw materials; 9. Visit of the Secretary of State for Dominion Affairs to Egypt - Australian and New Zealand contingents - Situation in Egypt - Malta: Australian destroyers; 10. War Cabinet Arrangements
CAB,65,5,49,22-Feb-40,Conclusion,WM (40) 49,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, A Eden, H Wilson.","1. The Air Situation - Attacks on U-boats - Raid on Heligoland, 20th-21st February; 2. The Naval Situation - Scuttling of German merchant vessels - S.S. Wahehe - Attacks on shipping - Attacks on U-boats - S.S. Altmark - H.M.S. Daring; 3. The Military Situation - Western Front - Finland; 4. Assistance to Finland - Employment of service crews for ferrying aircraft - Press reports on British aid to Finland; 5. Scandinavia - Stoppage of traffic in Norwegian territorial waters; 6. Assistance to Finland; 7. Western Front - Events of 14th-15th January, 1940; 8. Italy - Economic relations and situation; 9. British Land Forces in France - Position of the commander-in-chief in relation to the French High Command"
CAB,65,5,50,23-Feb-40,Conclusion,WM (40) 50,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, J Gilmour, D Somervell, W Malkin, H Massy, A Eden, R Cross, H Wilson, C Newall, T Phillips, D Morton.",1. Scandinavia - Stoppage of traffic in Norwegian territorial waters - Proposed statement by His Majesty's Government - Probable reactions of United States of America and Italy - Neutral reactions to the Altmark incident; 2. U.S.S.R. - Possible development of policy; 3. German-Soviet Relations; 4. Italy - Economic relations; 5. The Air Situation - Air attacks on shipping - Leaflet raid over Vienna - Patrols; 6. The Naval Situation - Air attacks on shipping - Attacks on shipping; 7. The Military Situation - Western Front - Finland; 8. Assistance to Finland
CAB,65,5,51,24-Feb-40,Conclusion,WM (40) 51,"S Hoare, W Churchill, O Stanley, A Eden, R Peirse, A Cadogan, H Massy, T Phillips.",1. The Air Situation - Leaflet raids and reconnaissance flights - Air attacks on U-boats - S.S. Altmark; 2. The Naval Situation - Attacks on U-boats - Canadian air personnel - Interception of German merchant vessels - H.M.S. Nelson - Defences of Scapa Flow; 3. The Military Situation - Western Front - Finland; 4. Turkey - Relations with U.S.S.R.
CAB,65,5,52,26-Feb-40,Conclusion,WM (40) 52,"N Chamberlain, J Simon, S Hoare, W Churchill, Halifax, Chatfield, O Stanley, Hankey, J Anderson, D Somervell, C Newall, W Ironside, A Eden, H Wilson, D Pound, W Malkin.","1. The Air Situation - Leaflet raid, 23rd-24th February; 2. The Naval Situation - Attacks on shipping - Attacks on U-boats - Anti-submarine measures - Canadian air personnel - Interception of German merchant vessels; 3. The Military Situation - Western Front - Finland; 4. Norway - Release of British prisoners from the S.S. Altmark; 5. Scandinavia - Stoppage of traffic in Norwegian territorial waters: proposed statement by His Majesty's Government; 6. Assistance to Finland - Despatch of volunteers - Supply of aircraft and air personnel; 7. Assistance to Finland; 8. U.S.S.R. - Possible development of policy"
CAB,65,5,53,27-Feb-40,Conclusion,WM (40) 53,"N Chamberlain, J Simon, S Hoare, W Churchill, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, A Eden, D Pound, R Dewing.","1. British land forces in France - Position of the Commander-in-chief in relation to the French High Command; 2. Iran - Attitude of Iranian Government to staff discussions; 3. The Air Situation - Leaflet raids - Redistribution of German air forces; 4. The Naval Situation - Attacks on U-boats - Merchant shipping repairs - H.M.S. Nelson; 5. The Military Situation - Western Front - Finland; 6. United States - Attitude towards censorship of mails and contraband control - Proposed base at St. John, New Brunswick; 7. Seizure of enemy exports to Japan - The case of the S.S. Muroran Maru and S.S. Tajima Maru; 8. United States of America - Mr. Sumner Welles' visit to Europe; 9. Scandinavia - Stoppage of traffic in Norwegian territorial waters: proposed statement by His Majesty's Government; 10. Assistance to Finland; 11. Assistance to Finland - Supply of munitions: request for heavy artillery"
CAB,65,5,54,28-Feb-40,Conclusion,WM (40) 54,"N Chamberlain, J Simon, S Hoare, O Stanley, Halifax, Chatfield, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, W Ironside.",1. The Air Situation - Attacks on East Coast shipping - Reconnaissances of Heligoland Bight - Leaflet raids; 2. The Naval Situation - Attacks on shipping - Penalties for neglect of course instructions - Report of British prisoners on German merchant vessels in Norwegian waters; 3. The Military Situation - Western Front - Finland; 4. Assistance to Finland; 5. Finnish-Soviet Conflict - Attitude of Finland towards German mediation; 6. Germany - Reported rate of U-boat construction; 7. Germany - Possible intentions; 8. Turkey - Relations with the U.S.S.R.; 9. Poland - Draft agreement in regard to Polish forces serving with British units
CAB,65,5,55,29-Feb-40,Conclusion,WM (40) 55,"N Chamberlain, J Simon, S Hoare, W Churchill, Halifax, Chatfield, O Stanley, Hankey, J Anderson, L Burgin, R Cross, H Wilson, D Pound, A Duncan, J Gilmour, D Somervell, C Newall, H Massy.",1. Scandinavia - Stoppage of traffic in Norwegian territorial waters; 2. Norway - War Trade Agreement; 3. The Air Situation; 4. The Naval Situation - Attacks on shipping - Protection of coastwise shipping; 5. The Military Situation - Western Front - Finland - Intentions of Finnish General Staff; 6. Assistance to Finland; 7. Assistance to Finland - Supply of munitions - Small arms ammunition - Supply of aircraft; 8. United States of America - Mr. Sumner Welles's visit to Europe
CAB,65,6,1,1-Mar-40,Conclusion,WM (40) 56,"N Chamberlain, J Simon, S Hoare, W Churchill, Halifax, Chatfield, O Stanley, Hankey, J Anderson, W Morrison, L Burgin, E Wallace, H Wilson, D Pound, A Eden, A Duncan, R Dorman-Smith, J Gilmour, C Newall, C Hurcomb",1. Assistance to Finland; 2. The Shipping Situation; 3. Diversion of Shipping; 4. The Air Situation - Air attacks on shipping - Reconnaissance of Heligoland Bight - Leaflet raids - S.S. Altmark; 5. The Naval Situation - Attacks on shipping - Attacks on U-boats; 6. The Military Situation - Western Front - Finland; 7. Dependants' Allowance
CAB,65,6,2,1-Mar-40,Conclusion,WM (40) 57,"J Simon, Halifax, Chatfield, O Stanley, S Hoare, W Churchill, Hankey, J Anderson, H Wilson, D Pound, H Massy, A Eden, C Newall, A Cadogan.",1. Assistance to Finland
CAB,65,6,3,2-Mar-40,Conclusion,WM (40) 58,"J Simon, Halifax, Chatfield, O Stanley, S Hoare, W Churchill, Hankey, J Anderson, H Wilson, W Ironside, A Eden, C Newall, T Phillips.",1. The Air Situation - Air attacks on shipping - Reconnaissance of Heligoland - Patrols and leaflet raids; 2. The Naval Situation - Attacks on shipping: South Coast defences - German S.S. Traja scuttled - Interception of aircraft at night; 3. The Military Situation - Western Front: redistribution of German divisions Finland; 4. Assistance to Finland; 5. British land forces in France - Position of the Commander-in-Chief in relation to the French High Command; 6. United States of America - Mr. Summer Welles' visit to Europe: request for military information
CAB,65,6,4,4-Mar-40,Conclusion,WM (40) 59,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, R Cross, D Pound, A Eden, C Newall, W Ironside.",1. The Air Situation - Reported new type of German bomber; 2. The Naval Situation - Attacks on shipping - Interception of German merchant ships; 3. The Military Situation - The Western Front - Finland; 4. India - Operations on the North-West Frontier; 5. Protected Areas - Request for permission for Miss Unity Mitford to visit the North of Scotland; 6. Assistance to Finland; 7. Italy - Economic relations
CAB,65,6,5,5-Mar-40,Conclusion,WM (40) 60,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, A Duncan, J Gilmour, H Wilson, A Eden, E Wallace, G Lloyd, D Pound, A Faulkner.",1. The Coal Situation; 2. Diversion of Shipping - Construction of concrete ships; 3. The Air Situation - U-boat sunk; 4. The Naval Situation - Attacks on shipping - Attack on U-boat - Protection of coastwise shipping - Use of convoys by neutrals - Location of German warships - Interception of Italian vessels carrying German coal; 5. The Military Situation - Number and quality of German Divisions; 6. Assistance to Finland; 7. War Finance - First War Loan
CAB,65,6,6,6-Mar-40,Conclusion,WM (40) 61,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, H Massy, A Eden, D Pound, G Royle.",1. The Air Situation - Enemy activity - Patrols over German seaplane bases - Leaflet raids - Detection of mines by aircraft; 2. The Naval Situation - Attack on U-boat - German merchant ships in Dutch ports; 3. The Military Situation - Western Front - Finland; 4. U.S.S.R. - Visit of Sir Stafford Cripps; 5. Assistance to Finland; 6. Italy - Economic relations: German sea-borne coal; 7. Royal Marine Operation; 8. Turkey - Allied assistance
CAB,65,6,7,7-Mar-40,Conclusion,WM (40) 62,"N Chamberlain, J Simon, S Hoare, O Stanley, Halifax, Chatfield, K Wood, Hankey, J Anderson, J Colville, De La Warr, L Burgin, D Somervell, A Eden, A Duncan, E Brown, R Cross, H Wilson.",1. Man-Power - Supply and training of skilled labour; 2. Economic Warfare - Control of cotton imports into countries to which Germany has access; 3. Italy - Economic relations: subjection of German sea-borne coal to enemy export control; 4. The Air Situation - Attacks on shipping - Reconnaissance of Heligoland Bight - Reconnaissance of enemy seaplane bases - Leaflet raids; 5. The Military Situation - The Western Front - Finland; 6. U.S.S.R. - Visit of Sir Stafford Cripps; 7. Assistance to Finland
CAB,65,6,8,8-Mar-40,Conclusion,WM (40) 63,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, J Reith, H Wilson, D Pound, A Eden, R Cross, C Newall, W Ironside.","1. The Air Situation - Enemy activity - Leaflet raid on German occupied Poland - Reconnaissance of Ruhr and Rhine areas - Patrols of Enemy seaplane bases - Coastal Command activity: U-boat sunk - Attack on Enemy patrol vessels; 2. The Naval Situation - Interception of German merchant ship Uruguaya - Air attacks on shipping - Shipping losses; 3. The Military Situation - The Western Front - Finland; 4. Assistance to Finland; 5. Royal Marine Operation; 6. Censorship of mails and contraband control - Censorship of United States mails: proposed Contraband Control Base at St. John, New Brunswick; 7. Norway - Release of British prisoners from the S.S. Altmark; 8. Italy - Economic relations: subjection of German sea-borne coal to Enemy export control; 9. The Coal Situation"
CAB,65,6,9,9-Mar-40,Conclusion,WM (40) 64,"N Chamberlain, J Simon, Chatfield, Halifax, O Stanley, J Anderson, C Newall, A Eden, H Massy, T Phillips.","1. The Air Situation - Enemy activity - Reconnaissances of Heligoland Bight and the Ruhr; 2. The Naval Situation - Laying of magnetic mines by aircraft at Scapa Flow - The First Lord at Scapa - Air attacks on shipping - Shipping anchored in the Downs: Fighter protection - Anti-aircraft warships - Attacks on the Italian S.S. Amelia Lauro - Shipping losses - Interception of German S.S. Hannover - S.S. Altmark; 3. The Military Situation - Western Front - Number, quality and distribution of German Divisions - Finland; 4. Assistance to Finland - Supply of munitions: 75-mm. guns from the United States; 5. Assistance to Finland; 6. Italy - Economic relations: German sea-borne coal; 7. Iron Ore - German imports from Sweden"
CAB,65,6,10,11-Mar-40,Conclusion,WM (40) 65,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, W Ironside.",1. The Air Situation - Enemy air activity - Reconnaissances of Heligoland and Jade Estuary - Leaflet raids; 2. The Naval Situation - The First Lord's visit to Scapa - Laying of magnetic mines by aircraft at Scapa Flow - H.M.S. Kelly - Shipping losses - Attacks on U-boats - Signal from Armed Merchant Cruiser Wolfs; 3. The Military Situation - Western Front: Finland; 4. Iron ore - German imports from Sweden; 5. Italy - Visit of Herr von Ribbentrop - Economic relations: German sea-borne coal; 6. Assistance to Finland; 7. Royal Marine Operation
CAB,65,6,11,12-Mar-40,Conclusion,WM (40) 66,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, Zetland, C Newall, A Eden, H Wilson, D Pound, W Ironside.",1. Russia - Military implications of hostilities in 1940; 2. Assistance to Finland; 3. Royal Marine Operation; 4. The Air Situation - Reconnaissance of Heligoland Bight: U-boat sunk; 5. The Naval Situation - Shipping losses; 6. The Military Situation - Western Front - Finland
CAB,65,6,12,13-Mar-40,Conclusion,WM (40) 67,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, J Gilmour, G Lloyd, C Newall, W Ironside, A Eden, R Cross, H Wilson, D Pound, C Hurcome, A Faulkner.","1. The Air Situation - Enemy activity - Reconnaissances and patrols - Attack on U-boat; 2. The Naval Situation; 3. The Military Situation; 4. Supreme War Council: Proposal for a meeting - Royal Marine operation; 5. Italy - Visit to Herr Von Ribbentrop; 6. Assistance to Finland - M. Daladier's speech - Stoppage of military supplies to Finland; 7. United States of America - Mr. Sumner Welles' visit to Europe; 8. Naval Programme, 1940-41; 9. Norway - Chartering of Norwegian tankers"
CAB,65,6,13,14-Mar-40,Conclusion,WM (40) 68,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, A Duncan, J Reith, G Lloyd, C Newall, W Ironside, C Hurcome, M MacDonald, J Gilmour, R Cross, C Waterhouse, D Pound, F Stewart, A Faulkner.",1. Soviet-German Trade - Attitude of the Dominions - Attitude of the Colonial Governments - Position of India - The Soviet ship Selenga; 2. Norway - Chartering of Norwegian Tankers - Re-routeing of Oil Supplies; 3. Flying Boats - Diversion of Civil Flying Boats for military duties; 4. Scandinavia - Effect of Soviet-Finnish Treaty on our Naval situation; 5. Assistance to Finland - Stoppage of military supplies to Finland; 6. The Air Situation - Enemy activity - Reconnaissance of Heligoland Bight; 7. The Naval Situation - German S.S. Eschersheim sunk - German S.S. Hannover - Interception of German S.S. La Coruna; 8. The Military Situation
CAB,65,6,14,15-Mar-40,Conclusion,WM (40) 69,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, Zetland, H Wilson, D Pound, A Eden, E Brown, C Newall, W Ironside, F Stewart.",1. The Air Situation - Enemy activity - Attack on U-boat; 2. The Naval Situation - Flying-boat reconnaissance of Ireland - Interception of Soviet S.S. Mayakovsky - Diminution in enemy attacks on shipping; 3. The Military Situation; 4. Assistance to Finland - Policy with regard to public statements; 5. Assistance to Finland - Stoppage of military supplies to Finland; 6. Supreme War Council - Proposal for a Meeting; 7. The Netherlands - Visit of M. Colijn to London; 8. Italy - Relations with Germany; 9. The Coal Situation; 10. India - Congress and the War; 11. British Expeditionary Force - Supply of Labour
CAB,65,6,15,16-Mar-40,Conclusion,WM (40) 70,"S Hoare, Chatfield, O Stanley, W Churchill, Hankey, A Eden, D Pound, A Cadogan, R Pierse, H Massy.",1. The Air Situation - Enemy activity - Reconnaissance of Terschelling - Patrols of enemy seaplane bases - Leaflet raids: Warsaw - Attrition of British and German Air Forces - Berlin blackout; 2. The Naval Situation - Soviet S.S. Mayakovsky - H.M. aircraft-carrier Eagle; 3. The Military Situation; 4. Italian-German Relations - Meeting between Herr Hitler and Signor Mussolini - German coal supplies to Italy - Mr. Sumner Welles to be received by the Pope; 5. Soviet-Finnish Treaty - Views of the French Government on the situation created; 6. The Balkans - Effect of Soviet-Finnish Treaty
CAB,65,6,16,18-Mar-40,Conclusion,WM (40) 71,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, A Eden, D Pound, W Ironside.","1. The Air Situation - Attacks on East Coast shipping; 2. The Naval Situation - Air Attack on the Fleet at Scapa, 16th March - Proposals for counter-action - Shipping losses - Soviet S.S. Mayakovsky - Practicability of Naval concentration in the Mediterranean; 3. The Military Situation; 4. Italian-German Relations - Meeting between Herr Hitler and Signor Mussolini; 5. U.S.S.R. - Forthcoming interview of the Soviet Ambassador at the Foreign Office; 6. Western Front - Possible German attack on the Netherlands or the Netherlands and Belgium; 7. Iron Ore - German imports from Sweden; 8. Supreme War Council - Proposal for a Meeting; 9. Soviet-Finnish Treaty - Need for action to meet the situation created - Views of the French Government; 10. Finland - Suggested contribution towards economic reconstruction; 11. Assistance to Finland - The Prime Minister's Speech in the House of Commons; 12. Assistance to Finland - Stoppage of military supplies - War material loaded in ships still in British Ports; 13. Turkey - Staff Conversations; 14. Resume by Chiefs of Staff - Frequency of submission; 15. Departmental Reports; 16. War Finance - Result of First War Loan - New minimum prices for gilt-edged securities"
CAB,65,6,17,19-Mar-40,Conclusion,WM (40) 72,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, A Duncan, L Burgin, H Wilson, D Pound, A Eden, E Brown, J Gilmour, C Newall, W Ironside.","1. Western Front: Possible German attack on the Netherlands or on the Netherlands and Belgium - Communications to be made to the Belgian and Netherland Governments - Suggested amendment to assurance given to King Leopold on January 14, 1940; 2. Soviet-Finnish Treaty - Need for action to meet the situation created - Position vis-a-vis Scandinavia - Royal Marine Operation - Supreme War Council: proposal for a Meeting; 3. Turkey - Proposed visit of Foreign Secretary; 4. The Air Situation; 5. The Naval Situation - Air attack on Scapa Flow on March 17 - Enemy attacks on shipping - H.M.S. Jervis - German U-Boat activity; 6. The Military Situation; 7. Degaussing of Merchant Ships; 8. Standard Clothing"
CAB,65,6,18,20-Mar-40,Conclusion,WM (40) 73,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, A Eden, D Pound, C Newall, W Ironside.","1. The Air Situation - Reconnaissance of Heligoland Bight - Raid on Island of Sylt, March 19; 2. The Naval Situation - Attack on U-boat - H.M.S. Jervis; 3. The Military Situation - Distribution of German Divisions - Probable objective of a German offensive; 4. Italian-German Relations - Information as to possible intentions; 5. Western Front - Possible German attack on the Netherlands or on the Netherlands and Belgium; 6. France - Resignation of M. Daladier - Supreme War Council: Proposal for meeting; 7. Iron ore: German imports from Sweden - Proposed communication to Scandinavian Governments; 8. British land forces in France - Position of the Commander-in-Chief in relation to the French High Command; 9. Royal Air Force - Proposed withdrawal of 2 Bomber Squadrons from Singapore to India"
CAB,65,6,19,21-Mar-40,Conclusion,WM (40) 74,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, E Brown, D Pound, A Eden, C Newall, H Massy.","1. The Air Situation - Raid on Island of Sylt, March 19; 2. The Naval Situation - H.M.S. Norfolk - Air attack on Norwegian convoy, March 20 - Publicity regarding attacks on neutral shipping - Iron ore: German imports from Sweden; 3. The Military Situation - Distribution of German Divisions; 4. Italo-German Relations - Meeting between Herr Hitler and Signor Mussolini; 5. German-Soviet Relations; 6. France - M. Reynaud's prospect of forming a Government - British reply to French Government's Note on situation created by Finnish-Soviet Treaty - Supreme War Council; 7. Belgium - Allied assistance in the event of a German attack; 8. France - Suggested Anglo-French declaration not to conclude a separate peace; 9. British Expeditionary Force - Supply of labour"
CAB,65,6,20,26-Mar-40,Conclusion,WM (40) 75,"N Chamberlain, J Simon, S Hoare, K Wood, J Anderson, A Cadogan, D Pound, A Eden, C Newall, W Ironside.","1. The Air Situation - Enemy activity - R.A.F. activity - Raid on Island of Sylt, March 19th; 2. The Naval Situation - Sinking of German S.S. Heddernheim and Edmund Hugo Stinnes - U-boat activity - Danish shipping losses - Shipping losses - Italian S.S. Conte di Savoia searched - Soviet S.S. Mayakovsky; 3. The Military Situation - Visit of Chief of the Imperial General Staff to France; 4. Supreme War Council"
CAB,65,6,21,27-Mar-40,Conclusion,WM (40) 76,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, R Cross, A Cadogan, D Pound, A Eden, H Wilson, C Newall, W Ironside.","1. Supreme War Council; 2. General Strategical Situation - German oil position; 3. Western Front - Action in the event of a German invasion of Holland and/or Belgium; 4. Royal Marine Operation; 5. Scandinavia - Proposed communications to the Norwegian and Swedish Governments; 6. The Balkans: General situation in South-Eastern Europe - Attitude of Turkey: proposed visit of Foreign Secretary - Possible action against Russia - Italy, suggested visit of Foreign Secretary to Rome; 7. France - Anglo-French Declaration regarding no separate peace and post-war co-operation; 8. Contraband Control - Control of supplies to Germany from the Far East - Soviet ship Selenga; 9. The Air Situation - R.A.F. activity on the Western Front; 10. The Naval Situation - S.S. Altmark - U-boat activity"
CAB,65,6,22,29-Mar-40,Conclusion,WM (40) 77,"N Chamberlain, J Simon, S Hoare, W Churchill, Halifax, Chatfield, O Stanley, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, I Playfair.",1. Supreme War Council: 6th meeting - South-East Europe - German oil supplies from Roumania - Belgium and the Netherlands - Joint declaration on unity of purpose - Pipe line from Iraq to Tripoli - Strengthening of blockade measures - Contraband control in the Far East - Aircraft from the U.S.A. - The Supreme War Council; 2. Supreme War Council: 6th meeting (continued) - Proposed Operation in Norwegian Territorial Waters - Royal Marine Operation; 3. The Air Situation - Enemy activity - R.A.F. activity - Instructions to pilots regarding neutral territory; 4. The Naval Situation - U-Boat interned in Norway - B.B.C. News Bulletins; 5. The Military Situation; 6. Western Front - Action in the event of a German invasion of Holland and/or Belgium; 7. Soviet Union - General relations and resumption of trade negotiations; 8. Turkey - Proposed visit of the Foreign Secretary
CAB,65,6,23,1-Apr-40,Conclusion,WM (40) 78,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, A Eden, D Pound, H Massy.",1. The Air Situation - R.A.F. activity - Enemy activity; 2. The Naval Situation - French Submarines under British control; 3. The Military Situation; 4. Supreme War Council: 6th Meeting - Royal Marine Operation - Proposed Operation in Norwegian Territorial Waters; 5. Turkey - Proposed visit by the Foreign Secretary; 6. Norway - Chartering of Norwegian tankers; 7. Italy - Precautions against possible change of policy; 8. British land forces in France - Position of the Commander-in-Chief in relation to the French High Command; 9. War Cabinet Arrangements - Memorial Service to the Rt. Hon. Sir John Gilmour
CAB,65,6,24,2-Apr-40,Conclusion,WM (40) 79,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, R Cross, H Wilson, D Pound, C Kisch, A Eden, G Lloyd, C Newall, H Massy, A Brayne.","1. The Air Situation - Raid on Island of Sylt, March 19th - Enemy activity - R.A.F. activity - Western Front - Air tactics - Press reports of air operations - B.B.C. News Bulletins; 2. The Naval Situation - German Battleship Lutzow; 3. The Military Situation; 4. Supreme War Council: 6th Meeting - Royal Marine Operation - Proposed Operation in Norwegian Territorial Waters; 5. The Far East - Relations with Japan: speech by Sir Robert Craigie - Tientsin question; 6. The Netherlands; 7. The Balkans - Visit to London of His Majesty's Representatives; 8. German oil supplies - Third Report of the Committee on preventing oil from reaching Germany - Second Report of the Committee on the German oil position"
CAB,65,6,25,3-Apr-40,Conclusion,WM (40) 80,"N Chamberlain, J Simon, S Hoare, W Churchill, K Wood, Halifax, Chatfield, O Stanley, Hankey, J Anderson, C Newall, A Eden, D Pound, H Massy.",1. Publicity regarding operations - B.B.C. news bulletins - Press reports; 2. The Air Situation - Enemy activity - Western Front; 3. The Naval Situation - Enemy air activity - German ships in the Adriatic and Black Seas; 4. The Military Situation; 5. Supreme War Council: 6th Meeting - Royal Marine operation - Proposed operation in Norwegian territorial waters; 6. United States of America - Anglo-American relations; 7. Germany - State of opinion; 8. Naval Prize Money and Prize Bounty
