collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,
CAB,66,14,17,19-Dec-40,Memorandum,WP (40) 487,"Weekly Resume (No. 68) of the Naval, Military and Air Situation from 12 noon December 12th to 12 noon December 19th, 1940.",Chiefs of Staff,
CAB,66,14,18,22-Dec-40,Memorandum,WP (40) 488,The Position in Spain.,Halifax,
CAB,66,14,19,24-Dec-40,Memorandum,WP (40) 489,Third Report on the Ministry of Aircraft Production.,Beaverbrook,
CAB,66,14,20,24-Dec-40,Memorandum,WP (40) 490,100 Octane Fuel Plants at Heysham and Thornton.,Beaverbrook,
CAB,66,14,21,26-Dec-40,Memorandum,WP (40) 491,British Broadcasting Corporation.,Kingsley Wood,
CAB,66,14,22,26-Dec-40,Memorandum,WP (40) 492,"Weekly Resume (No. 69) of the Naval, Military and Air Situation from 12 noon December 19th to 12 noon December 26th, 1940.",Chiefs of Staff,
CAB,66,14,23,30-Dec-40,Memorandum,WP (40) 493,Payments to Eire.,Kingsley Wood,
CAB,66,14,24,4-Jan-41,Memorandum,WP (41) 1,The question of bombing the Roumanian Oilfields.,Anthony Eden,
CAB,66,14,25,2-Jan-41,Memorandum,WP (41) 2,Sixth Report of the Committee on Preventing Oil from reaching Enemy Powers.,Hankey,
CAB,66,14,26,2-Jan-41,Memorandum,WP (41) 3,"Weekly Resume (No. 70) of the Naval, Military and Air Situation from 12 noon December 26th, 1940, to 12 noon January 2nd, 1941.",Chiefs of Staff,
CAB,66,14,27,6-Jan-41,Memorandum,WP (41) 4,The Eastern Group Conference.,L S Amery and A R Duncan,
CAB,66,14,28,7-Jan-41,Memorandum,WP (41) 5,Attitude of His Majesty's Government towards the Emperor Haile Selassie and the position of Italian East Africa in the event of an Enemy Defeat.,Anthony Eden,
CAB,66,14,29,9-Jan-41,Memorandum,WP (41) 6,"Weekly Resume (No. 71) of the Naval, Military and Air Situation from 12 noon January 2nd, to 12 noon January 9th, 1941.",Chiefs of Staff,
CAB,66,14,30,11-Jan-41,Memorandum,WP (41) 7,"The ""Daily Worker"".",Herbert Morrison,
CAB,66,14,31,15-Jan-41,Memorandum,WP (41) 8,"Organisation of Allied Naval, Army and Air Contingents.",Chiefs of Staff Committee,
CAB,66,14,32,31-Jan-41,Memorandum,WP (41) 9,United States Bases: System of Command in Leased Territories.,E E Bridges,
CAB,66,14,33,16-Jan-41,Memorandum,WP (41) 10,"Weekly Resume (No. 72) of the Naval, Military and Air Situation from 12 noon January 9th, to 12 noon January 16th, 1941.",Chiefs of Staff,
CAB,66,14,34,19-Jan-41,Memorandum,WP (41) 11,Atlantic Ferry Organisation.,Beaverbrook,
CAB,66,14,35,27-Jan-41,Memorandum,WP (41) 13,Supply of Aircraft to China from the United States.,Anthony Eden,
CAB,66,14,36,23-Jan-41,Memorandum,WP (41) 14,Chemical Warfare.,Chiefs of Staff,
CAB,66,14,37,24-Jan-41,Memorandum,WP (41) 15,Anti-Gas Precautions.,Herbert Morrison,
CAB,66,14,38,22-Jan-41,Memorandum,WP (41) 16,"Weekly Resume (No. 73) of the Naval, Military and Air Situation from 12 noon January 16th, to 12 noon January 23rd 1941.",Chiefs of Staff,
CAB,66,14,39,29-Jan-41,Memorandum,WP (41) 17,The Imports Situation.,Winston S Churchill,
CAB,66,14,41,30-Jan-41,Memorandum,WP (41) 19,The Burma-Yunnan Railway Project.,A Eden and L S Amery,
CAB,66,14,42,30-Jan-41,Memorandum,WP (41) 20,"Weekly Resume (No. 74) of the Naval, Military and Air Situation from 12 noon January 23rd, to 12 noon January 30th, 1941.",Chiefs of Staff,
CAB,66,14,43,3-Feb-41,Memorandum,WP (41) 21,Tangier.,Anthony Eden,
CAB,66,14,44,5-Feb-41,Memorandum,WP (41) 22,Anti-Gas Precautions.,Clement R Attlee,
CAB,66,14,45,5-Feb-41,Memorandum,WP (41) 23,United States Bases.,Cranborne,
CAB,66,14,46,5-Feb-41,Memorandum,WP (41) 24,Co-operation with the Netherlands East Indies.,Anthony Eden,
CAB,66,14,47,6-Feb-41,Memorandum,WP (41) 25,Developments at Vichy.,Anthony Eden,
CAB,66,14,48,6-Feb-41,Memorandum,WP (41) 26,"Weekly Resume (No. 75) of the Naval, Military and Air Situation from 12 noon January 30th, to 12 noon February 6th, 1941.",Chiefs of Staff,
CAB,66,14,49,10-Feb-41,Memorandum,WP (41) 27,Communist Activities.,John Anderson,
CAB,66,14,34B,17-Jan-41,Memorandum,WP (41) 12,Disclosure to the United States of Secret Information relating to Supply matters.,Beaverbrook,
CAB,66,15,1,8-Feb-41,Memorandum,WP (41) 28,"The ""Asaka Maru"".",Anthony Eden,
CAB,66,15,2,10-Feb-41,Memorandum,WP (41) 29,Political and economic relations with Belgium.,Anthony Eden,
CAB,66,15,3,12-Feb-41,Memorandum,WP (41) 30,"Organisation of Allied Naval, Army and Air Contingents.",Chiefs of Staff Committee,
CAB,66,15,4,13-Feb-41,Memorandum,WP (41) 31,"Weekly Resume (No. 76) of the Naval, Military and Air Situation from 12 noon February 6th, to 12 noon February 13th, 1941.",Chiefs of Staff,
CAB,66,15,5,16-Feb-41,Memorandum,WP (41) 32,Operations in Libya.,David Margesson,
CAB,66,15,6,17-Feb-41,Memorandum,WP (41) 33,Action to be taken against Enemy Submarines taking refuge in Spanish Territorial Waters.,A V Alexander,
CAB,66,15,7,15-Feb-41,Memorandum,WP (41) 34,Implications of a Japanese southward move.,Chiefs of Staff,
CAB,66,15,8,18-Feb-41,Memorandum,WP (41) 35,Authority to H.M. Ships and Aircraft in the Mediterranean to sink Merchant Ships without warning.,A V Alexander,
CAB,66,15,9,20-Feb-41,Memorandum,WP (41) 36,"Weekly Resume (No. 77) of the Naval, Military and Air Situation from 12 noon February 13th, to 12 noon February 20th, 1941.",Chiefs of Staff,
CAB,66,15,10,21-Feb-41,Memorandum,WP (41) 37,Vulnerability of Whitehall to Air Attack.,Chiefs of Staff,
CAB,66,15,11,24-Feb-41,Memorandum,WP (41) 38,Policy in the Middle East and Eastern Mediterranean.,E E Bridges,
CAB,66,15,12,24-Feb-41,Memorandum,WP (41) 39,Policy in the Middle East and Eastern Mediterranean.,Chiefs of Staff Committee,
CAB,66,15,13,24-Feb-41,Memorandum,WP (41) 40,Policy in the Middle East and Eastern Mediterranean.,E E Bridges,
CAB,66,15,14,25-Feb-41,Memorandum,WP (41) 41,Evacuation of Coastal Areas.,John Anderson,
CAB,66,15,15,24-Feb-41,Memorandum,WP (41) 42,Oil Denial Scheme - Miri (Sarawak) and Seria (Brunei).,Moyne,
CAB,66,15,16,26-Feb-41,Memorandum,WP (41) 43,Evacuation of Coastal Areas.,Duff Cooper,
CAB,66,15,17,27-Feb-41,Memorandum,WP (41) 44,Publicity for Anti-Gas Measures.,Herbert Morrison,
CAB,66,15,18,1-Mar-41,Memorandum,WP (41) 45,Possible revision of Italo-Yugoslav frontier in Istria.,Foreign Office,
CAB,66,15,19,27-Feb-41,Memorandum,WP (41) 46,"Weekly Resume (No. 78) of the Naval, Military and Air Situation from 12 noon February 20th, to 12 noon February 27th, 1941.",Chiefs of Staff,
CAB,66,15,20,2-Mar-41,Memorandum,WP (41) 47,Food Supplies in Unoccupied France. Telegrams from Lord Halifax (Washington).,E E Bridges,
CAB,66,15,21,3-Mar-41,Memorandum,WP (41) 48,Food Supplies for Unoccupied France. Telegram to Lord Halifax (Washington).,E E Bridges,
CAB,66,15,22,3-Mar-41,Memorandum,WP (41) 49,Research and development of Aircraft and Aero-engines.,Beaverbrook,
CAB,66,15,23,6-Mar-41,Memorandum,WP (41) 50,"Weekly Resume (No. 79) of the Naval, Military and Air Situation from 12 noon February 27th, to 12 noon March 6th, 1941.",Chiefs of Staff,
CAB,66,15,24,6-Mar-41,Memorandum,WP (41) 51,The formation of a Free Italian Movement in the Italian Colonies. Report of a Committee.,E E Bridges,
CAB,66,15,25,7-Mar-41,Memorandum,WP (41) 52,Anti-Gas Measures.,Herbert Morrison,
CAB,66,15,26,7-Mar-41,Memorandum,WP (41) 53,"Middle East. Telegram from Commander-in-Chief, Middle East, to the War Office.",E E Bridges,
CAB,66,15,27,8-Mar-41,Memorandum,WP (41) 54,Evacuation of Yugoslav Naval Forces from Adriatic.,A V Alexander,
CAB,66,15,28,10-Mar-41,Memorandum,WP (41) 55,"The Australian War Effort. Record of a statement made by Mr. Menzies to the War Cabinet on March 10, 1941.",Secretary,
CAB,66,15,29,11-Mar-41,Memorandum,WP (41) 56,Expansion of the Royal Air Force.,Beaverbrook,
CAB,66,15,30,12-Mar-41,Memorandum,WP (41) 57,United States Bases.,Moyne,
CAB,66,15,31,13-Mar-41,Memorandum,WP (41) 58,"Weekly Resume (No. 80) of the Naval, Military and Air Situation from 12 noon March 6th, to 12 noon March 13th, 1941.",Chiefs of Staff,
CAB,66,15,32,8-Mar-41,Memorandum,WP (41) 59,Necessity for base facilities in Eire.,Chiefs of Staff,
CAB,66,15,33,16-Mar-41,Memorandum,WP (41) 60,Presentation of the Lincoln copy of the Magna Charta to the American Nation.,R A Butler,
CAB,66,15,35,18-Mar-41,Memorandum,WP (41) 62,"The Battle of the Atlantic. Note by the Secretary covering Memoranda by the First Lord of the Admiralty, the Chief of the Air Staff and the Chiefs of Staff.",E E Bridges,
CAB,66,15,36,19-Mar-41,Memorandum,WP (41) 63,Turn Round of Shipping.,Winston S Churchill,
CAB,66,15,37,19-Mar-41,Memorandum,WP (41) 64,Necessity for base facilities in Eire.,Cranborne,
CAB,66,15,38,20-Mar-41,Memorandum,WP (41) 65,"Weekly Resume (No. 81) of the Naval, Military and Air Situation from 12 noon March 13th, to 12 noon March 20th, 1941.",Chiefs of Staff,
CAB,66,15,39,21-Mar-41,Memorandum,WP (41) 66,Suggested presentation of the Lincoln copy of Magna Charta to the American Nation.,John Anderson,
CAB,66,15,40,26-Mar-41,Memorandum,WP (41) 67,The blockade of Unoccupied France and French North Africa.,Hugh Dalton,
CAB,66,15,41,26-Mar-41,Memorandum,WP (41) 68,The Import Programme.,Winston S Churchill,
CAB,66,15,42,26-Mar-41,Memorandum,WP (41) 69,The Import Programmes.,Winston S Churchill,
CAB,66,15,43,26-Mar-41,Memorandum,WP (41) 70,Policy towards Vichy Shipping.,Ronald H Cross,
CAB,66,15,44,27-Mar-41,Memorandum,WP (41) 71,"Organisation of Allied Naval, Army and Air Contingents. Fifteenth Report.",Chiefs of Staff Committee,
CAB,66,15,45,29-Mar-41,Memorandum,WP (41) 72,Status and Future Employment of the A.T.S.,David Margesson,
CAB,66,15,46,27-Mar-41,Memorandum,WP (41) 73,"Weekly Resume (No. 82) of the Naval, Military and Air Situation from 12 noon March 20th, to 12 noon March 27th, 1941.",Chiefs of Staff,
CAB,66,15,47,28-Mar-41,Memorandum,WP (41) 74,Illegal immigration into Palestine.,Moyne,
CAB,66,15,48,2-Apr-41,Memorandum,WP (41) 75,Prince Friedrich of Prussia.,Herbert Morrison,
CAB,66,15,49,3-Apr-41,Memorandum,WP (41) 76,The Situation in France.,W H B Mack,
CAB,66,15,50,26-Apr-41,Memorandum,WP (41) 77,Policy towards Turkey.,Anthony Eden,
CAB,66,16,1,3-Apr-41,Memorandum,WP (41) 78,"Weekly Resume (No. 83) of the Naval, Military and Air Situation from 12 noon March 27th, to 12 noon April 3rd, 1941.",Chiefs of Staff,
CAB,66,16,2,8-Mar-41,Memorandum,WP (41) 79,"Note by the Secretary, War Cabinet, covering Telegram from the Admiral Commanding the Battle Cruisers to the Admiralty.",E E Bridges,
CAB,66,16,3,8-Apr-41,Memorandum,WP (41) 80,Completion of the Thornton Plant.,Beaverbrook,
CAB,66,16,4,8-Apr-41,Memorandum,WP (41) 81,United States Bases.,E E Bridges,
CAB,66,16,5,9-Apr-41,Memorandum,WP (41) 82,Ireland. Report of a visit by the Prime Minister of the Commonwealth of Australia.,Robert Menzies,
CAB,66,16,6,10-Apr-41,Memorandum,WP (41) 83,"Weekly Resume (No. 84) of the Naval, Military and Air Situation from 12 noon April 3rd, to 12 noon April 10th, 1941.",Chiefs of Staff,
CAB,66,16,7,12-Apr-41,Memorandum,WP (41) 84,Proposed agreement with Venezuela for the division of the Submarine Areas of the Gulf of Paria.,"A Eden, Moyne, A V Alexander)",
CAB,66,16,8,23-May-41,Memorandum,WP (41) 85,Lord Hankey's Committee on Preventing Oil from reaching Enemy Powers. Seventh Report.,Hankey,
CAB,66,16,9,16-Apr-41,Memorandum,WP (41) 86,"Organisation of Allied Naval, Army and Air Contingents. Sixteenth Report.",Chiefs of Staff Committee,
CAB,66,16,10,17-Apr-41,Memorandum,WP (41) 87,"Weekly Resume (No. 85) of the Naval, Military and Air Situation from 12 noon April 10th, to 12 noon April 17th, 1941.",Chiefs of Staff,
CAB,66,16,11,20-Apr-41,Memorandum,WP (41) 88,"New Construction Programme, 1941.",A V Alexander,
CAB,66,16,12,20-Apr-41,Memorandum,WP (41) 89,"Extension of ""Sink at Sight"" zone in the Mediterranean.",A V Alexander,
CAB,66,16,13,23-Apr-41,Memorandum,WP (41) 90,Proposed extension of the ban on visitors to coastal areas.,Herbert Morrison and David Margesson,
CAB,66,16,14,23-Apr-41,Memorandum,WP (41) 91,Conditions in Poland.,Anthony Eden,
CAB,66,16,15,24-Apr-41,Memorandum,WP (41) 92,"Weekly Resume (No. 86) of the Naval, Military and Air Situation from 12 noon April 17th, to 12 noon April 24th, 1941.",Chiefs of Staff,
CAB,66,16,16,29-Apr-41,Memorandum,WP (41) 93,Publication of Shipping Losses.,Winston S Churchill,
CAB,66,16,17,29-Apr-41,Memorandum,WP (41) 94,Anti-Gas Precautions.,Clement R Attlee,
CAB,66,16,18,1-May-41,Memorandum,WP (41) 95,"Weekly Resume (No. 87) of the Naval, Military and Air Situation from 12 noon April 24th to 12 noon May 1st, 1941.",Chiefs of Staff,
CAB,66,16,19,2-May-41,Memorandum,WP (41) 96,Gibraltar: Further evacuation of civilians.,Moyne,
CAB,66,16,20,6-May-41,Memorandum,WP (41) 97,Fire-fighting service in relation to present emergency requirements.,Herbert Morrison,
CAB,66,16,21,6-May-41,Memorandum,WP (41) 98,Nationalisation of the Fire Service.,Thomas Johnston,
CAB,66,16,22,8-May-41,Memorandum,WP (41) 99,Announcement of Shipping Losses.,A V Alexander,
CAB,66,16,23,8-May-41,Memorandum,WP (41) 100,"Weekly Resume (No. 88) of the Naval, Military and Air Situation from 12 noon May 1st, to 12 noon May 8th, 1941.",Chiefs of Staff,
CAB,66,16,24,12-May-41,Memorandum,WP (41) 101,Co-operation with the Netherlands Government regarding mutual support in the event of Japanese aggression.,Anthony Eden,
CAB,66,16,25,15-May-41,Memorandum,WP (41) 102,"Weekly Resume (No. 89) of the Naval, Military and Air Situation from 12 noon May 8th, to 12 noon May 15th, 1941.",Chiefs of Staff,
CAB,66,16,26,18-May-41,Memorandum,WP (41) 103,Minesweeping and Mine Disposal by Naval Personnel.,A V Alexander,
CAB,66,16,27,18-May-41,Memorandum,WP (41) 104,Application of Conscription to Northern Ireland.,E E Bridges,
CAB,66,16,28,20-May-41,Memorandum,WP (41) 105,Rationing of Clothing.,Oliver Lyttelton,
CAB,66,16,29,20-May-41,Memorandum,WP (41) 106,Rationing of Clothing.,John Anderson,
CAB,66,16,30,21-May-41,Memorandum,WP (41) 107,Application of Conscription to Northern Ireland.,Ernest Bevin,
CAB,66,16,31,22-May-41,Memorandum,WP (41) 108,Application of Conscription to Northern Ireland.,Herbert Morrison,
CAB,66,16,32,22-May-41,Memorandum,WP (41) 109,"Weekly Resume (No. 90) of the Naval, Military and Air Situation from 12 noon May 15th, to 12 noon May 22nd, 1941.",Chiefs of Staff,
CAB,66,16,33,23-May-41,Memorandum,WP (41) 110,Application of Conscription to Northern Ireland.,Herbert Morrison,
CAB,66,16,34,26-May-41,Memorandum,WP (41) 111,Application of Conscription to Northern Ireland.,Herbert Morrison,
CAB,66,16,35,26-May-41,Memorandum,WP (41) 112,Application of Conscription to Northern Ireland.,Herbert Morrison,
CAB,66,16,36,26-May-41,Memorandum,WP (41) 113,Application of Conscription to Northern Ireland. Telegram from the United Kingdom Representative to Eire to Dominions Office.,John Maffey,
CAB,66,16,37,29-May-41,Memorandum,WP (41) 114,Military Policy for East Africa.,David Margesson,
CAB,66,16,38,26-May-41,Memorandum,WP (41) 115,Crete.,E E Bridges,
CAB,66,16,39,27-May-41,Memorandum,WP (41) 116,Our Arab Policy.,Anthony Eden,
CAB,66,16,40,29-May-41,Memorandum,WP (41) 117,"Weekly Resume (No. 91) of the Naval, Military and Air Situation from 12 noon May 22nd, to 12 noon May 29th, 1941.",Chiefs of Staff,
CAB,66,16,41,31-May-41,Memorandum,WP (41) 118,Future of Cyprus.,Anthony Eden,
CAB,66,16,42,2-Jun-41,Memorandum,WP (41) 119,The Future of Cyprus.,Moyne,
CAB,66,16,43,4-Jun-41,Memorandum,WP (41) 120,"Proposal to bring 25,000 Italian Prisoners of War to this Country.",John Anderson,
CAB,66,16,44,4-Jun-41,Memorandum,WP (41) 121,Meeting of Dominion Prime Ministers.,Cranborne,
CAB,66,16,45,5-Jun-41,Memorandum,WP (41) 122,General summary of the Operations in Crete.,David Margesson,
CAB,66,16,46,6-Jun-41,Memorandum,WP (41) 123,The Thornton Plant.,J T C Moore-Brabazon,
CAB,66,16,47,6-Jun-41,Memorandum,WP (41) 124,Control of Occupied Enemy Territories and Ethiopia.,David Margesson,
CAB,66,16,48,5-Jun-41,Memorandum,WP (41) 125,"Weekly Resume (No. 92) of the Naval, Military and Air Situation from 12 noon May 29th, to 12 noon June 5th, 1941.",Chiefs of Staff,
CAB,66,16,49,6-Jun-41,Memorandum,WP (41) 126,"British and Enemy Merchant Shipping Losses during May, 1941.",A V Alexander,
CAB,66,16,50,7-Jun-41,Memorandum,WP (41) 127,Publication of Shipping Losses.,A V Alexander,
CAB,66,17,1,10-Jun-41,Memorandum,WP (41) 128,Lord Hankey's Committee on Preventing Oil from reaching Enemy Powers. Report by Mr. Geoffrey Lloyd's Committee on the German Oil Position on the effect on Axis oil supplies of the opening of the sea route through the Dardanelles.,Hankey,
CAB,66,17,2,12-Jun-41,Memorandum,WP (41) 129,"Weekly Resume (No. 93) of the Naval Military and Air Situation from 12 noon June 5th, to 12 noon June 12th, 1941.",Chiefs of Staff,
CAB,66,17,3,13-Jun-41,Memorandum,WP (41) 130,"Lord Gort's Despatches (France and Belgium, 1939-40).",David Margesson,
CAB,66,17,4,20-Aug-41,Memorandum,WP (41) 131,The Burma Road.,Chiefs of Staff,
CAB,66,17,5,17-Jun-41,Memorandum,WP (41) 132,Measures concerning Merchant Shipping in the event of war or general hostilities with Vichy.,A V Alexander,
CAB,66,17,6,16-Jun-41,Memorandum,WP (41) 133,Morale of the Australian and New Zealand Forces in the Middle East and of the Royal Air Force in Egypt.,E E Bridges,
CAB,66,17,7,19-Jun-41,Memorandum,WP (41) 134,Sink at Sight Zone in event of hostilities with Vichy.,A V Alexander,
CAB,66,17,8,19-Jun-41,Memorandum,WP (41) 135,"The Middle East. Note by the Secretary of the War Cabinet covering telegrams from the Commander-in-Chief, Middle East.",E E Bridges,
CAB,66,17,9,19-Jun-41,Memorandum,WP (41) 136,"Weekly Resume (No. 94) of the Naval, Military and Air Situation from 12 noon June 12th, to 12 noon June 19th, 1941.",Chiefs of Staff,
CAB,66,17,10,21-Jun-41,Memorandum,WP (41) 137,Information and Propaganda.,Beaverbrook,
CAB,66,17,11,20-Jun-41,Memorandum,WP (41) 138,Supplies to Turkey. Report by the Committee for the Co-ordination of Allied Supplies.,Hankey,
CAB,66,17,12,24-Jun-41,Memorandum,WP (41) 139,Future of the Ministry of Information.,Duff Cooper,
CAB,66,17,13,23-Jun-41,Memorandum,WP (41) 140,Gibraltar - Emergency Evacuation.,Chiefs of Staff,
CAB,66,17,14,25-Jun-41,Memorandum,WP (41) 141,Supplies to Turkey.,Anthony Eden,
CAB,66,17,15,26-Jun-41,Memorandum,WP (41) 142,Information and Propaganda.,Winston S Churchill,
CAB,66,17,16,2-Jul-41,Memorandum,WP (41) 143,Command in the Middle East.,E E Bridges,
CAB,66,17,17,26-Jun-41,Memorandum,WP (41) 144,"Syrian Operations. Note by the Secretary covering telegram from Commander-in-Chief, Middle East, to the Chief of the Imperial General Staff.",E E Bridges,
CAB,66,17,18,30-Jun-41,Memorandum,WP (41) 145,Russia: Denial of Oil to the Enemy.,Hugh Dalton,
CAB,66,17,19,26-Jun-41,Memorandum,WP (41) 146,"Weekly Resume (No. 95) of the Naval, Military and Air Situation from 12 noon June 19th, to 12 noon June 26th, 1941.",Chiefs of Staff,
CAB,66,17,20,28-Jun-41,Memorandum,WP (41) 147,Information and Propaganda.,Beaverbrook,
CAB,66,17,21,28-Jun-41,Memorandum,WP (41) 148,Functions of the Minister of State for the Middle East.,Winston S Churchill,
CAB,66,17,22,2-Jul-41,Memorandum,WP (41) 148,Information and Propaganda.,Winston S Churchill,
CAB,66,17,23,3-Jul-41,Memorandum,WP (41) 150,Co-operation with the Netherlands Government regarding mutual support in the event of Japanese aggression.,Anthony Eden,
CAB,66,17,24,3-Jul-41,Memorandum,WP (41) 151,"Weekly Resume (No. 96) of the Naval, Military and Air Situation from 12 noon June 26th, to 12 noon July 3rd, 1941.",Chiefs of Staff,
CAB,66,17,25,5-Jul-41,Memorandum,WP (41) 152,London Defence Exercise. Report by the Home Defence Committee.,S F Stewart,
CAB,66,17,26,5-Jul-41,Memorandum,WP (41) 153,The Middle East. Telegram from Field-Marshal Smuts.,J C Smuts,
CAB,66,17,27,6-Jul-41,Memorandum,WP (41) 154,Japanese intentions in Indo-China.,Anthony Eden,
CAB,66,17,28,7-Jul-41,Memorandum,WP (41) 155,Nature and Extent of our Economic Restrictions against Japan.,Anthony Eden,
CAB,66,17,29,9-Jul-41,Memorandum,WP (41) 156,Record of an interview between the Foreign Secretary and the members of the Soviet Military Mission.,Anthony Eden,
CAB,66,17,30,10-Jul-41,Memorandum,WP (41) 157,"Extension of ""Sink at Sight Zone"" in Bay of Biscay.",A V Alexander,
CAB,66,17,31,11-Jul-41,Memorandum,WP (41) 158,The Future of the Railways.,John Anderson,
CAB,66,17,32,11-Jul-41,Memorandum,WP (41) 159,Report on the action of the 2nd Armoured Division.,Winston S Churchill,
CAB,66,17,33,10-Jul-41,Memorandum,WP (41) 160,"Weekly Resume (No. 97) of the Naval, Military and Air Situation from 12 noon July 3rd, to 12 noon July 10th, 1941.",Chiefs of Staff,
CAB,66,17,34,11-Jul-41,Memorandum,WP (41) 161,Defence of Crete.,E E Bridges,
CAB,66,17,35,11-Jul-41,Memorandum,WP (41) 162,Lord Hankey's Committee on Preventing Oil from reaching Enemy Powers. Eighth Report.,Hankey,
CAB,66,17,36,14-Jul-41,Memorandum,WP (41) 163,"Organisation of Allied Naval, Army and Air Contingents. Seventeenth Report.",Chiefs of Staff,
CAB,66,17,37,14-Jul-41,Memorandum,WP (41) 164,The United States Merchant Shipbuilding Programme.,Winston S Churchill,
CAB,66,17,38,14-Jul-41,Memorandum,WP (41) 165,International Air Force for China.,L S Amery,
CAB,66,17,39,17-Jul-41,Memorandum,WP (41) 166,"Weekly Resume (No. 98) of the Naval, Military and Air Situation from 12 noon July 10th, to 12 noon July 17th, 1941.",Chiefs of Staff,
CAB,66,17,40,17-Jul-41,Memorandum,WP (41) 167,Report on the action of the 2nd Armoured Division. (Reference: W.P. (41) 159.).,E E Bridges,
CAB,66,17,41,17-Jul-41,Memorandum,WP (41) 168,Co-operation with the Netherlands Government regarding mutual support in the event of Japanese aggression.,Anthony Eden,
CAB,66,17,42,18-Jul-41,Memorandum,WP (41) 169,Policy of the Communist Party.,Herbert Morrison,
CAB,66,17,43,18-Jul-41,Memorandum,WP (41) 170,"East African Campaign, 1940/41. Note by the Secretary of the War Cabinet covering telegram from the General Officer Commanding, East Africa, to the War Office.",E E Bridges,
CAB,66,17,44,19-Jul-41,Memorandum,WP (41) 171,Labour Policy.,E E Bridges,
CAB,66,17,45,20-Jul-41,Memorandum,WP (41) 172,Japanese plans in Indo-China.,Anthony Eden,
CAB,66,17,46,21-Jul-41,Memorandum,WP (41) 173,Control and Higher Organisation of the Railways.,Leathers,
CAB,66,17,47,20-Jul-41,Memorandum,WP (41) 174,Our Policy in Spain.,Anthony Eden,
CAB,66,17,48,19-Jul-41,Memorandum,WP (41) 175,Blockade Policy.,Anthony Eden,
CAB,66,17,49,28-Jul-41,Memorandum,WP (41) 176,The Food Blockade and the Occupied Territories.,Hugh Dalton,
CAB,66,17,50,22-Jul-41,Memorandum,WP (41) 177,"Technicians for Turkey and, possibly, Iran (Persia).",Anthony Eden,
CAB,66,18,1,25-Jul-41,Memorandum,WP (41) 178,Treatment of Enemy Crews who scuttle their ships.,A V Alexander,
CAB,66,18,2,24-Jul-41,Memorandum,WP (41) 179,"Weekly Resume (No. 99) of the Naval, Military and Air Situation from 12 noon July 17th, to 12 noon July 24th, 1941.",Chiefs of Staff,
CAB,66,18,3,26-Jul-41,Memorandum,WP (41) 180,Defence Measures in Malaya.,Anthony Eden,
CAB,66,18,4,31-Jul-41,Memorandum,WP (41) 181,The Political Situation in the Union of South Africa.,Cranborne,
CAB,66,18,5,30-Jul-41,Memorandum,WP (41) 182,The Dive Bomber. Note by the Secretary of the War Cabinet covering Minute by the Air Staff.,E E Bridges,
CAB,66,18,6,31-Jul-41,Memorandum,WP (41) 183,Attacks on Crops and Forests.,Archibald H M Sinclair,
CAB,66,18,7,31-Jul-41,Memorandum,WP (41) 184,"Weekly Resume (No. 100) of the Naval, Military and Air Situation from 12 noon July 24th, to 12 noon July 31st, 1941.",Chiefs of Staff,
CAB,66,18,8,1-Aug-41,Memorandum,WP (41) 185,Sites for Future Aerodromes.,Robert S Hudson,
CAB,66,18,9,1-Aug-41,Memorandum,WP (41) 186,Aerodrome Defence.,Archibald H M Sinclair,
CAB,66,18,10,6-Aug-41,Memorandum,WP (41) 187,Sites for Future Aerodromes.,Archibald H M Sinclair,
CAB,66,18,11,7-Aug-41,Memorandum,WP (41) 188,Supply of Technicians to Foreign Countries.,Ernest Bevin,
CAB,66,18,12,7-Aug-41,Memorandum,WP (41) 189,"Weekly Resume (No.101) of the Naval, Military and Air Situation from 12 noon July 31st, to 12 noon August 7th, 1941.",Chiefs of Staff,
CAB,66,18,13,11-Aug-41,Memorandum,WP (41) 190,General Weygand's Position.,Anthony Eden,
CAB,66,18,14,11-Aug-41,Memorandum,WP (41) 191,Italian Morale.,Anthony Eden,
CAB,66,18,15,15-Aug-41,Memorandum,WP (41) 192,Control of the Northern Ireland border.,Herbert Morrison,
CAB,66,18,16,16-Aug-41,Memorandum,WP (41) 193,Oil Denial Scheme - Miri (Sarawak) and Seria (Brunei).,Moyne,
CAB,66,18,17,14-Aug-41,Memorandum,WP (41) 194,"Weekly Resume (No. 102) of the Naval, Military and Air Situation from 12 noon August 7th, to 12 noon August 14th, 1941.",Chiefs of Staff,
CAB,66,18,18,16-Aug-41,Memorandum,WP (41) 195,Post-War European needs: Proposed Allied meeting.,Anthony Eden,
CAB,66,18,19,19-Aug-41,Memorandum,WP (41) 196,Post-War European needs: Proposed Allied meeting.,Anthony Eden,
CAB,66,18,20,19-Aug-41,Memorandum,WP (41) 197,Caucasian Oil. Lord Hankey's Committee on Preventing Oil from reaching Enemy Powers.,Hankey,
CAB,66,18,21,21-Aug-41,Memorandum,WP (41) 198,The Political Situation in the Commonwealth of Australia.,Cranborne,
CAB,66,18,22,21-Aug-41,Memorandum,WP (41) 199,"Weekly Resume (No. 103) of the Naval, Military and Air Situation from 12 noon August 14th, to 0700 August 21st, 1941.",Chiefs of Staff,
CAB,66,18,23,22-Aug-41,Memorandum,WP (41) 200,Revision of Submarine Programme.,A V Alexander,
