collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author
CAB,68,4,29,17-Jan-40,Memorandum,WP (R) (40) 29,Burma. Ninth Fortnightly Report submitted by the Secretary of State for Burma covering the period from the 1st to 15th January 1940.,Zetland
CAB,68,4,30,20-Jan-40,Memorandum,WP (R) (40) 30,"War Office Progress Report (December, 1939).",O F G Stanley
CAB,68,4,31,23-Jan-40,Memorandum,WP (R) (40) 31,"Ninth Report submitted by the Minister of Labour and National Service covering the Period 1st January - 15th January, 1940.",Ernest Brown
CAB,68,4,32,21-Jan-40,Memorandum,WP (R) (40) 32,Economic Warfare. Eighteenth Weekly Report submitted by the Minister of Economic Warfare covering the period 14th January - 21st January 1940.,Ronald H Cross
CAB,68,4,33,23-Jan-40,Memorandum,WP (R) (40) 33,"Shipping. Twentieth Weekly Report covering the period ended midnight Sunday/Monday, 21st/22nd January, 1940.",John Gilmour
CAB,68,4,34,24-Jan-40,Memorandum,WP (R) (40) 34,Coal Position. Supplement to the Ninth Fortnightly Report.,Geoffrey Lloyd
CAB,68,4,35,24-Jan-40,Memorandum,WP (R) (40) 35,Propaganda: Appreciation of Action taken and its Effect. Fifth Report submitted by the Minister of Information covering the period December 1st 1939 to mid January 1940.,J C W Reith
CAB,68,4,36,23-Jan-40,Memorandum,WP (R) (40) 36,"Oil Position. Twentieth Weekly Report submitted by the Secretary for Mines covering the Period up to midnight on the 21st January, 1940.",Geoffrey Lloyd
CAB,68,4,37,23-Jan-40,Memorandum,WP (R) (40) 37,"Analysis of German Propaganda January 1-15, 1940.",Halifax
CAB,68,4,38,26-Jan-40,Memorandum,WP (R) (40) 38,"Civil Defence Report No. 11. Eleventh Report submitted by the Minister of Home Security covering the Period from Midnight 7th January, to Midnight 21st January, 1940.",John Anderson
CAB,68,4,39,28-Jan-40,Memorandum,WP (R) (40) 39,Economic Warfare. 19th Weekly Report submitted by the Minister of Economic Warfare covering the Period 21st January - 28th January.,Ronald H Cross
CAB,68,4,40,30-Jan-40,Memorandum,WP (R) (40) 40,"Shipping. Twenty-first Weekly Report covering the period ended midnight Sunday/Monday, 28th/29th January, 1940.",John Gilmour
CAB,68,4,41,30-Jan-40,Memorandum,WP (R) (40) 41,Coal Position. Second Supplement to the Ninth Fortnightly Report.,Geoffrey Lloyd
CAB,68,4,42,30-Jan-40,Memorandum,WP (R) (40) 42,"Oil Position. Twenty-First Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 28th January, 1940",Geoffrey Lloyd
CAB,68,4,43,Feb-40,Memorandum,WP (R) (40) 43,"Economic Warfare. Fifth Monthly report submitted by the Minister for Economic Warfare covering the period December 1st - 31st, 1939.",Ronald H Cross
CAB,68,4,44,3-Feb-40,Memorandum,WP (R) (40) 44,India. Tenth Fortnightly Report submitted by the Secretary of State for India covering the Period 16th-31st January 1940.,Zetland
CAB,68,4,45,5-Feb-40,Memorandum,WP (R) (40) 45,"Burma. Tenth Fortnightly Report submitted by the Secretary of State of Burma, covering the Period 16th-31st January 1940.",Zetland
CAB,68,4,46,3-Feb-40,Memorandum,WP (R) (40) 46,"Coal Position. Tenth Fortnightly Report submitted by the Secretary of Mines covering the Period 15th to 31st January, 1940.",Geoffrey Lloyd
CAB,68,4,47,5-Feb-40,Memorandum,WP (R) (40) 47,"The Colonial Empire. Sixth Monthly Report submitted by the Secretary of State for the Colonies, covering the period January 1-31, 1940.",Malcolm MacDonald
CAB,68,4,48,Feb-40,Memorandum,WP (R) (40) 48,Economic Warfare. 20th Weekly Report submitted by the Minister of Economic Warfare covering the Period 28th January - February 4th.,Ronald H Cross
CAB,68,4,49,6-Feb-40,Memorandum,WP (R) (40) 49,"Shipping. Twenty-second Weekly Report covering the period ended midnight Sunday/Monday 4th/5th February, 1940.",John Gilmour
CAB,68,4,50,7-Feb-40,Memorandum,WP (R) (40) 50,"Oil Position. Twentieth Weekly Report submitted by the Secretary for Mines covering the Period up to midnight on the 4th February, 1940.",Geoffrey Lloyd
CAB,68,5,1,8-Feb-40,Memorandum,WP (R) (40) 51,"Civil Defence Report No. 12. Twelfth Report submitted by the Minister of Home Security, covering the period from Midnighth 21st January, to Midnight 4th February, 1940.",John Anderson
CAB,68,5,2,12-Feb-40,Memorandum,WP (R) (40) 52,"Tenth Report submitted by the Minister of Labour and National Service covering the Period 16th January - 31st January, 1940.",Ernest Brown
CAB,68,5,3,7-Feb-40,Memorandum,WP (R) (40) 53,Analysis of German Propaganda for the period the 16th-31st January.,Halifax
CAB,68,5,4,12-Feb-40,Memorandum,WP (R) (40) 54,"Supply and Production. Civil Defence Report No. 5. Report by the Minister of Home Security for January, 1940.",John Anderson
CAB,68,5,5,12-Feb-40,Memorandum,WP (R) (40) 55,Publicity in Enemy Countries.,Halifax
CAB,68,5,6,11-Feb-40,Memorandum,WP (R) (40) 56,Economic Warfare. Twenty-first Weekly Report submitted by the Minister of Economic Warfare covering the period February 4th - February 11th 1940.,Ronald H Cross
CAB,68,5,7,13-Feb-40,Memorandum,WP (R) (40) 57,"Shipping. Twenty-third Weekly Report covering the period ended midnight Sunday/Monday 11th/12th February, 1940.",John Gilmour
CAB,68,5,8,13-Feb-40,Memorandum,WP (R) (40) 58,Supply and Production. Sixth Report by the Air Ministry.,Kingsley Wood
CAB,68,5,9,14-Feb-40,Memorandum,WP (R) (40) 59,"Oil Position. Twenty-Third Weekly Report submitted by the Secretary for Mines covering the period up the midnight on the 11th February, 1940.",Geoffrey Lloyd
CAB,68,5,10,13-Feb-40,Memorandum,WP (R) (40) 60,"Analysis of Shipping Employment - 31st January, 1940.",John Gilmour
CAB,68,5,11,14-Feb-40,Memorandum,WP (R) (40) 61,Coal Position. Supplement to the Tenth Fortnightly Report submitted by the Secretary for Mines.,Geoffrey Lloyd
CAB,68,5,12,17-Feb-40,Memorandum,WP (R) (40) 62,India. Eleventh Fortnightly Report submitted by the Secretary of State for India covering the period 1st-15th February 1940.,Zetland
CAB,68,5,13,17-Feb-40,Memorandum,WP (R) (40) 63,Burma. Eleventh Fortnightly Report submitted by the Secretary of State for Burma covering the period 1st-15th February 1940.,Zetland
CAB,68,5,14,17-Feb-40,Memorandum,WP (R) (40) 64,"Supply and Production. Sixth Montly Report by the Minister of Supply covering the Month of January, 1940.",E Leslie Burgin
CAB,68,5,15,20-Feb-40,Memorandum,WP (R) (40) 65,"Coal Position. Eleventh Fortnightly Report submitted by the Secretary for Mines covering the period 1st to 15th February, 1940.",Geoffrey Lloyd
CAB,68,5,16,18-Feb-40,Memorandum,WP (R) (40) 66,Economic Warfare. 22nd Weekly Report submittted by the Minister of Economic Warfare covering the period 11th February - 18 February.,Ronald H Cross
CAB,68,5,17,20-Feb-40,Memorandum,WP (R) (40) 67,"Shipping. Twenty-fourth Weekly Report covering the period ended midnight Sunday/Monday 18th/19th February, 1940.",John Gilmour
CAB,68,5,18,21-Feb-40,Memorandum,WP (R) (40) 68,"War Office Progress Report (January, 1940).",O F G Stanley
CAB,68,5,19,21-Feb-40,Memorandum,WP (R) (40) 69,"Oil Position. Twenty-Fourth Weekly Report submitted by the Secretary for Mines covering the period up the midnight on the 18th February, 1940.",Geoffrey Lloyd
CAB,68,5,20,23-Feb-40,Memorandum,WP (R) (40) 70,"Civil Defence Report No. 13. Thirteenth Report submitted by the Minister of Home Security, covering the period from Midnighth 4th February, to Midnight 18th February, 1940.",John Anderson
CAB,68,5,21,27-Feb-40,Memorandum,WP (R) (40) 71,"Food Situation of the United Kingdom. Fifth Report submitted by the Minister of Food covering the month of January, 1940.",William Shepherd Morrison
CAB,68,5,22,27-Feb-40,Memorandum,WP (R) (40) 72,"Shipping. Twenty-fifth Weekly Report covering the period ended midnight Sunday/Monday, 25th/26th February, 1940.",John Gilmour
CAB,68,5,23,25-Feb-40,Memorandum,WP (R) (40) 73,"Economic Warfare. 23rd Weekly Report submitted by the Minister of Economic Warfare covering the period - 18th February - 25th February, 1940.",Ronald H Cross
CAB,68,5,24,23-Feb-40,Memorandum,WP (R) (40) 74,"Analysis of German Propaganda, February 1-15, 1940.",Halifax
CAB,68,5,25,28-Feb-40,Memorandum,WP (R) (40) 75,"Oil Position. Twenty-Fifth Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 25th February, 1940.",Geoffrey Lloyd
CAB,68,5,26,29-Feb-40,Memorandum,WP (R) (40) 76,Action Taken by the Dominions. Fifth Report submitted by the Secretary of State for Dominion Affairs.,Anthony Eden
CAB,68,5,27,1-Mar-40,Memorandum,WP (R) (40) 77,"Coal Position. Twelfth Fortnightly Report submitted by the Secretary for Mines covering the period 16th-29th February, 1940.",Geoffrey Lloyd
CAB,68,5,28,8-Mar-40,Memorandum,WP (R) (40) 78,"Eleventh Report Submitted by the Minister of Labour and National Service covering the Month of February, 1940.",Ernest Brown
CAB,68,5,29,4-Mar-40,Memorandum,WP (R) (40) 79,Burma. Twelfth Fortnightly Report submitted by the Secretary of State for Burma covering the period 16th-29th February 1940.,Zetland
CAB,68,5,30,4-Mar-40,Memorandum,WP (R) (40) 80,India. Twelfth Fortnightly Report submitted by the Secretary of State for India covering the period 16th-29th February 1940.,Zetland
CAB,68,5,31,5-Mar-40,Memorandum,WP (R) (40) 81,Propaganda: Appreciation of Action taken and its Effect. Sixth report submitted by the Minister of Information covering the period January and February 1940.,J C W Reith
CAB,68,5,32,3-Mar-40,Memorandum,WP (R) (40) 82,Economic Warfare. 24th Weekly Report submitted by the Minister of Economic Warfare covering the period 26th February - March 3rd.,Ronald H Cross
CAB,68,5,33,7-Mar-40,Memorandum,WP (R) (40) 83,"The Colonial Empire. Seventh monthly Report submitted by the Secretary of State for the Colonies, covering the Period February 1-29, 1940.",Malcolm MacDonald
CAB,68,5,34,5-Mar-40,Memorandum,WP (R) (40) 84,"Shipping. Twenty-Sixth Weekly Report covering the period ended midnight Sunday/Monday, 3rd/4th March, 1940.",John Gilmour
CAB,68,5,35,8-Mar-40,Memorandum,WP (R) (40) 85,Supply and Production. Civil Defence Report No. 6.,John Anderson
CAB,68,5,36,5-Mar-40,Memorandum,WP (R) (40) 86,"Oil Position. Twenty-Sixth Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 3rd March, 1940.",Geoffrey Lloyd
CAB,68,5,37,8-Mar-40,Memorandum,WP (R) (40) 87,Supply and Production. Seventh Report by the Air Ministry.,Kingsley Wood
CAB,68,5,38,8-Mar-40,Memorandum,WP (R) (40) 88,"Civil Defence Report No. 14. Fourteenth Report submitted by the Minister of Home Security, covering the period from Midnight, 18th February, to Midnight,  3rd March, 1940.",John Anderson
CAB,68,5,39,8-Mar-40,Memorandum,WP (R) (40) 89,"Analysis of German Propaganda, February 16-29, 1940.",Halifax
CAB,68,5,40,10-Mar-40,Memorandum,WP (R) (40) 90,Economic Warfare. 25th Weekly Report submitted by the Minister of Economic Warfare covering the period March 3rd - 10th.,Ronald H Cross
CAB,68,5,41,12-Mar-40,Memorandum,WP (R) (40) 91,"Shipping. Twenty-Seventh Weekly Report covering the period ended midnight Sunday/Monday, 10th/11th March, 1940.",John Gilmour
CAB,68,5,42,12-Mar-40,Memorandum,WP (R) (40) 92,"Oil Position. Twenty-seventh Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the10th March, 1940.",Geoffrey Lloyd
CAB,68,5,43,14-Mar-40,Memorandum,WP (R) (40) 93,Analysis of Shipping Employment - 29th February 1940.,John Gilmour
CAB,68,5,44,16-Mar-40,Memorandum,WP (R) (40) 94,"Coal Position. Thirteenth Fortnightly Report submitted by the Secretary for Mines covering the period 1st to 14th March, 1940.",Geoffrey Lloyd
CAB,68,5,45,18-Mar-40,Memorandum,WP (R) (40) 95,"War Office Progress Report (February, 1940).",O F G Stanley
CAB,68,5,46,19-Mar-40,Memorandum,WP (R) (40) 96,"Shipping. Twenty-eighth Weekly Report covering the period ended midnight Sunday/Monday, 17th/18th March, 1940.",John Gilmour
CAB,68,5,47,21-Mar-40,Memorandum,WP (R) (40) 97,"Food Situation of the United Kingdom. Sixth report submitted by the Minister of Food covering the month of February, 1940.",William Shepherd Morrison
CAB,68,5,48,17-Mar-40,Memorandum,WP (R) (40) 98,Economic Warfare. 26th Weekly Report submitted by the Minister of Economic Warfare covering the period 10th March - 17th March.,Ronald H Cross
CAB,68,5,49,19-Mar-40,Memorandum,WP (R) (40) 99,"Oil Position. Twenty-eighth Weekly Report submitted by the Secretary for Mines covering the period up to Midnight on the 17th March, 1940.",Geoffrey Lloyd
CAB,68,5,50,22-Mar-40,Memorandum,WP (R) (40) 100,"Analysis of German Propaganda, March 1 to 16, 1940.",Halifax
CAB,68,5,51,23-Mar-40,Memorandum,WP (R) (40) 101,"Supply and Production. Seventh Monthly Report of the Ministry of Supply covering the Month of February, 1940.",E Leslie Burgin
CAB,68,5,52,26-Mar-40,Memorandum,WP (R) (40) 102,"Civil Defence Report No. 15. Fifteenth Report submitted by the Minister of Home Security, covering the period from Midnight, 3rd March, to Midnight, 17th March 1940.",John Anderson
CAB,68,5,53,26-Mar-40,Memorandum,WP (R) (40) 103,"Shipping. Twenty-ninth Weekly Report covering the period ended midnight Sunday/Monday 24th/25th March, 1940.",John Gilmour
CAB,68,5,54,28-Mar-40,Memorandum,WP (R) (40) 104,"Oil Position. Twenty-ninth Weekly Report submitted by the Secretary for Mines covering the period up to Midnight on the 24th March, 1940.",Geoffrey Lloyd
CAB,68,5,55,29-Mar-40,Memorandum,WP (R) (40) 105,Publicity in Enemy Countries.,Halifax
CAB,68,5,56,2-Apr-40,Memorandum,WP (R) (40) 106,"Shipping. Thirtieth Weekly Report covering the period ended midnight Sunday/Monday 31st March/1st April, 1940.",Ministry of Shipping
CAB,68,5,57,2-Apr-40,Memorandum,WP (R) (40) 107,"Reports for the Month of March 1940, for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,5,58,3-Apr-40,Memorandum,WP (R) (40) 108,"Coal Position. Fourteenth Fortnightly Report submitted by the Secretary for Mines covering the period 15th to 31st March, 1940.",Geoffrey Lloyd
CAB,68,5,59,3-Apr-40,Memorandum,WP (R) (40) 109,Economic Warfare. 27th Report submitted by the Minister of Economic Warfare covering the period March 17th-31st.,Ronald H Cross
CAB,68,5,60,2-Apr-40,Memorandum,WP (R) (40) 110,"Oil Position. Thirtieth Weekly Report submitted by the Secretary for Mines covering the period up to Midnight on the 31st March, 1940.",Geoffrey Lloyd
CAB,68,5,61,9-Apr-40,Memorandum,WP (R) (40) 111,"Eleventh Report submitted by the Minister of Labour and National Service covering the Month of March, 1940.",Ernest Brown
CAB,68,5,62,Apr-40,Memorandum,WP (R) (40) 112,"Supply and Production. Report submitted by the First Lord of the Admiralty, covering the three-monthly period December 1, 1939, to February 29, 1940.",Winston S Churchill
CAB,68,5,63,8-Apr-40,Memorandum,WP (R) (40) 113,"Analysis of German Propaganda, March 17-31, 1940.",Halifax
CAB,68,5,64,9-Apr-40,Memorandum,WP (R) (40) 114,"Shipping. Thirty-first Weekly Report covering the period ended midnight Sunday/Monday 7th/8th April, 1940.",Robert S Hudson
CAB,68,5,65,9-Apr-40,Memorandum,WP (R) (40) 115,"Oil Position. Thirty-first Weekly Report submitted by the Secretary for Mines covering the period up to Midnight on the 7th April, 1940.",Geoffrey Lloyd
CAB,68,5,66,11-Apr-40,Memorandum,WP (R) (40) 116,Economic Warfare. 28th Weekly Report submitted by the Minister of Economic Warfare covering the period 31st March - 7th April.,Ronald H Cross
CAB,68,5,67,11-Apr-40,Memorandum,WP (R) (40) 117,Propaganda. Ministry of Information Report No. 7. March 1940.,J C W Reith
CAB,68,5,68,13-Apr-40,Memorandum,WP (R) (40) 118,"Analysis of Shipping Employment - 31st March, 1940.",Robert S Hudson
CAB,68,5,69,13-Apr-40,Memorandum,WP (R) (40) 119,Propaganda by Leaflet.,Halifax
CAB,68,5,70,16-Apr-40,Memorandum,WP (R) (40) 120,"War Office Progress Report (March, 1940).",O F G Stanley
CAB,68,6,1,15-Apr-40,Memorandum,WP (R) (40) 121,Supply and Production. Eighth Report by the Air Ministry.,Samuel Hoare
CAB,68,6,2,16-Apr-40,Memorandum,WP (R) (40) 122,"Shipping. Thirty-second Weekly Report covering the Period ended midnight Sunday/Monday 14/15th April, 1940.",Robert S Hudson
CAB,68,6,3,17-Apr-40,Memorandum,WP (R) (40) 123,Economic Warfare. 29th Weekly Report submitted by the Minister of Economic Warfare covering the period April 7th - 14th.,Ronald H Cross
CAB,68,6,4,17-Apr-40,Memorandum,WP (R) (40) 124,"Civil Defence Report No. 16. Sixteenth Report submitted by the Minister of Home Security, covering the period from Midnight 17th March, to Midnight 14th April 1940.",John Anderson
CAB,68,6,5,18-Apr-40,Memorandum,WP (R) (40) 125,"Coal Position. Fifteenth Fortnightly Report submitted by the Secretary for Mines covering the period 1st to 15th April, 1940.",Geoffrey Lloyd
CAB,68,6,6,16-Apr-40,Memorandum,WP (R) (40) 126,"Oil Position. Thirty-second Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 14th April, 1940.",Geoffrey Lloyd
CAB,68,6,7,20-Apr-40,Memorandum,WP (R) (40) 127,Supply and Production. Eighth Monthly Report of the Minister of Supply covering the Month of March 1940.,E Leslie Burgin
CAB,68,6,8,23-Apr-40,Memorandum,WP (R) (40) 128,"Analysis of German Propaganda, April 1-15, 1940.",Halifax
CAB,68,6,9,23-Apr-40,Memorandum,WP (R) (40) 129,"Shipping. Thirty-third Weekly Report covering the period ended midnight Sunday/Monday 21st/22nd April, 1940.",Robert S Hudson
CAB,68,6,10,24-Apr-40,Memorandum,WP (R) (40) 130,Economic Warfare. 30th Weekly Report submitted by the Minister of Economic Warfare covering the period 14th April - 21st April.,Ronald H Cross
CAB,68,6,11,23-Apr-40,Memorandum,WP (R) (40) 131,"Oil Position. Thirty-third Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 21st April, 1940.",Geoffrey Lloyd
CAB,68,6,12,29-Apr-40,Memorandum,WP (R) (40) 132,"Food situation of the United Kingdom. Seventh Report submitted by the Minister of Food for the month of March, 1940.",Woolton
CAB,68,6,13,30-Apr-40,Memorandum,WP (R) (40) 133,"Shipping. Thirty-fourth Weekly Report covering the period ended midnight Sunday/Monday, 28th/29th April, 1940.",Robert S Hudson
CAB,68,6,14,1-May-40,Memorandum,WP (R) (40) 134,Economic Warfare. 31st Weekly Report submitted by the Minister of Economic Warfare covering the period 21st April - 28th April.,Ronald H Cross
CAB,68,6,15,30-Apr-40,Memorandum,WP (R) (40) 135,"Oil Position. Thirty-fourth Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 28th April, 1940.",Geoffrey Lloyd
CAB,68,6,16,3-May-40,Memorandum,WP (R) (40) 136,"Coal Position. Sixteenth Fortnightly Report submitted by the Secretary for Mines covering the period 16th to 30th April, 1940.",Geoffrey Lloyd
CAB,68,6,17,3-May-40,Memorandum,WP (R) (40) 137,"Reports for the Month of April 1940. For the Dominions India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,6,18,7-May-40,Memorandum,WP (R) (40) 138,"Analysis of German Propaganda, April 16-30, 1940.",Halifax
CAB,68,6,19,7-May-40,Memorandum,WP (R) (40) 139,"Shipping. Thirty-fifth Weekly Report covering the Period ended midnight Sunday/Monday 5th/6th May, 1940.",Robert S Hudson
CAB,68,6,20,May-40,Memorandum,WP (R) (40) 140,Economic Warfare. 32nd Weekly Report submitted by the Minister of Economic Warfare covering the period 28th April - 5th May.,Ronald H Cross
CAB,68,6,21,7-May-40,Memorandum,WP (R) (40) 141,"Oil Position. Thirty-fifth Weekly Report submitted by the Secretary for Mines covering the period up to midnight on the 5th May, 1940.",Geoffrey Lloyd
CAB,68,6,22,9-May-40,Memorandum,WP (R) (40) 142,"Thirteenth Report submitted by the Minister of Labour and National Service covering the month of April, 1940.",Ernest Brown
CAB,68,6,23,11-May-40,Memorandum,WP (R) (40) 143,Propaganda. Eighth Report submitted by the Minister of Information for April 1940.,J C W Reith
CAB,68,6,24,14-May-40,Memorandum,WP (R) (40) 144,"Shipping. Thirty-sixth Weekly Report covering the period ended midnight Sunday/Monday 12th/15th May, 1940.",Robert S Hudson
CAB,68,6,25,15-May-40,Memorandum,WP (R) (40) 145,"War Office Progress Report (April, 1940).",Anthony Eden
CAB,68,6,26,15-May-40,Memorandum,WP (R) (40) 146,"Oil Position. Thirty-sixth Weekly Report covering the period up to midnight on the 12th May, 1940.",Geoffrey Lloyd
CAB,68,6,27,17-May-40,Memorandum,WP (R) (40) 147,"Civil Defence Report No. 17. Seventeenth Report submitted by the Minister of Home Security, covering the period from Midnight 14th April to Midnight 12 May, 1940.",John Anderson
CAB,68,6,28,18-May-40,Memorandum,WP (R) (40) 148,"Analysis of Shipping Employment - 30th April, 1940.",Ronald H Cross
CAB,68,6,29,20-May-40,Memorandum,WP (R) (40) 149,"Coal Position. Seventeenth Fortnightly Report submitted by the Secretary for Mines covering the period 1st to 15th May, 1940.",David R Grenfell
CAB,68,6,30,16-May-40,Memorandum,WP (R) (40) 150,Supply and Production. Ninth Report by the Air Ministry.,Archibald H M Sinclair
CAB,68,6,31,21-May-40,Memorandum,WP (R) (40) 151,"Shipping. Thirty-seventh Weekly Report covering the period ended midnight Sunday/Monday 19th/20th May, 1940.",Ronald H Cross
CAB,68,6,32,May-40,Memorandum,WP (R) (40) 152,Economic Warfare. 33rd Weekly Report submitted by the Minister of Economic Warfare covering the period 5th May - 19th May.,Hugh Dalton
CAB,68,6,33,21-May-40,Memorandum,WP (R) (40) 153,"Oil Position. Thirty-seventh Weekly Report covering the period up to midnight on 19th May, 1940.",Geoffrey Lloyd
CAB,68,6,34,23-May-40,Memorandum,WP (R) (40) 154,Supply and Production. Ninth Monthly Report by the Minister of Supply covering the Month of April 1940.,Herbert Morrison
CAB,68,6,35,27-May-40,Memorandum,WP (R) (40) 155,"Analysis of German Propaganda, May 1-16, 1940.",Halifax
CAB,68,6,36,28-May-40,Memorandum,WP (R) (40) 156,"Shipping. Thirty-eighth Weekly Report covering the period ended midnight Sunday/Monday 26th/27th May, 1940.",Ronald H Cross
CAB,68,6,37,29-May-40,Memorandum,WP (R) (40) 157,"Food Situation of the United Kingdom. Eighth Report submitted by the Minister of Food for the month of April, 1940.",Woolton
CAB,68,6,38,May-40,Memorandum,WP (R) (40) 158,Economic Warfare. 34th Weekly Report submitted by the Minister of Economic Warfare covering the period 20th May - 26th May.,Hugh Dalton
CAB,68,6,39,28-May-40,Memorandum,WP (R) (40) 159,"Oil Position. Thirty-eight Weekly Report covering the period up to midnight on the 26th May, 1940.",Geoffrey Lloyd
CAB,68,6,40,4-Jun-40,Memorandum,WP (R) (40) 160,"Shipping. Thirty-ninth Weekly Report covering the period ended midnight Sunday/Monday 2nd/3rd June, 1940.",Ronald H Cross
CAB,68,6,41,5-Jun-40,Memorandum,WP (R) (40) 161,"Coal Position. Eighteenth Fortnightly Report submitted by the Secretary for Mines covering the period 16th to 31st May, 1940.",David R Grenfell
CAB,68,6,42,Jun-40,Memorandum,WP (R) (40) 162,Economic Warfare. 35th Weekly Report submitted by the Minister of Economic Warfare covering the period 27th May - 2nd June.,Hugh Dalton
CAB,68,6,43,4-Jun-40,Memorandum,WP (R) (40) 163,"Oil Position. Thirty-ninth Weekly Report covering the period up to midnight on the 2nd June, 1940.",Geoffrey Lloyd
CAB,68,6,44,6-Jun-40,Memorandum,WP (R) (40) 164,"Reports for the Month of April 1940 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,6,45,8-Jun-40,Memorandum,WP (R) (40) 165,"Analysis of German Propaganda, May 17-31, 1940.",Halifax
CAB,68,6,46,11-Jun-40,Memorandum,WP (R) (40) 166,"Shipping. Fortieth Weekly Report covering the period ended midnight Sunday/Monday, 9th/10th June, 1940.",Ronald H Cross
CAB,68,6,47,Jun-40,Memorandum,WP (R) (40) 167,Economic Warfare. 36th Weekly Report submitted by the Minister of Economic Warfare covering the period 3rd June - 9th June.,Hugh Dalton
CAB,68,6,48,11-Jun-40,Memorandum,WP (R) (40) 168,"Oil Position. Fortieth Weekly Report covering the period up to midnight on the 9th June, 1940.",Geoffrey Lloyd
CAB,68,6,49,15-Jun-40,Memorandum,WP (R) (40) 169,"Fourteenth Report submitted by the Minister of Labour and National Service covering the month of May, 1940.",Ernest Brown
CAB,68,6,50,15-Jun-40,Memorandum,WP (R) (40) 170,"Civil Defence Report No. 18. Eighteenth Report submitted by the Minister of Home Security, covering the period from Midnight 12th May, 1940, to Midnight, 9th June, 1940.",John Anderson
CAB,68,6,51,18-Jun-40,Memorandum,WP (R) (40) 171,"Shipping. Forty-first Weekly Report covering the period ended midnight Sunday/Monday, 16th/17th June, 1940.",Ronald H Cross
CAB,68,6,52,18-Jun-40,Memorandum,WP (R) (40) 172,"Oil Position. Forty-first Weekly Report covering the period up to midnight on 16th June, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,6,53,21-Jun-40,Memorandum,WP (R) (40) 173,"Analysis of Shipping Employment - 31st May, 1940.",Ronald H Cross
CAB,68,6,54,21-Jun-40,Memorandum,WP (R) (40) 174,"Coal Position. Nineteenth Fortnightly Report submitted by the Secretary for Mines covering the period 1st to 15th June, 1940.",David R Grenfell
CAB,68,6,55,26-Jun-40,Memorandum,WP (R) (40) 175,"Food Situation of the United Kingdom. Ninth Report submitted by the Minister of Food for the month of May, 1940.",Woolton
CAB,68,6,56,5-Jul-40,Memorandum,WP (R) (40) 176,"Coal Position. Twentieth Fortnightly Report submitted by the Secretary for Mines covering the period 16th to 30th June, 1940.",David R Grenfell
CAB,68,6,57,2-Jul-40,Memorandum,WP (R) (40) 177,"Oil Position. Monthly Report covering the period up to midnight on the 30th June, 1940.",Geoffrey Lloyd
CAB,68,6,58,13-Jul-40,Memorandum,WP (R) (40) 178,"Civil Defence Report No. 19. Nineteenth Report submitted by the Minister of Home Security, covering the period from Midnight, 9th June, 1940 to Midnight, 7th July, 1940.",John Anderson
CAB,68,6,59,Jul-40,Memorandum,WP (R) (40) 179,Economic Warfare. First Monthly Report submitted by the Minister of Economic Warfare covering the period 10th June - 10th July 1940.,Hugh Dalton
CAB,68,6,60,17-Jul-40,Memorandum,WP (R) (40) 180,"Analysis of Shipping Employment - 30th June, 1940.",Ronald H Cross
CAB,68,7,1,19-Jul-40,Memorandum,WP (R) (40) 181,"Reports for the Month of June 1940 for the Dominions India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,7,2,30-Jul-40,Memorandum,WP (R) (40) 182,"Food Situation of the United Kingdom. Tenth Report submitted by the Minister of Food for the month of June, 1940.",Woolton
CAB,68,7,3,8-Aug-40,Memorandum,WP (R) (40) 183,Coal Position. Twenty-First Report submitted by the Secretary for Mines covering the Month of July 1940.,David R Grenfell
CAB,68,7,4,6-Aug-40,Memorandum,WP (R) (40) 184,"Oil Position. Monthly Report for July, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,7,5,Aug-40,Memorandum,WP (R) (40) 185,"Civil Defence Report No. 20. Twentieth Report submitted by the Minister of Home Security, covering the Period from Midnight 7th July, 1940, to Midnight 4th August, 1940.",John Anderson
CAB,68,7,6,17-Aug-40,Memorandum,WP (R) (40) 186,"Reports for Month of July 1940 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
