collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,,
CAB,129,9,38,10-May-46,Memorandum,CP (46) 188,The Publication of Information from Cabinet Documents.,Clement R Attlee,,
CAB,129,9,39,7-May-46,Memorandum,CP (46) 189,Commercial Policy.,Herbert Morrison,,
CAB,129,9,40,7-May-46,Memorandum,CP (46) 190,Publication of the Secret Reports of the Select Committee on National Expenditure.,Herbert Morrison,,
CAB,129,9,41,8-May-46,Memorandum,CP (46) 191,Divorce. Second Interim Report of the Committee on Reform of Legal Procedure.,Jowitt,,
CAB,129,9,42,9-May-46,Memorandum,CP (46) 192,Food Situation in the British Zone of Germany.,Norman Brook,,
CAB,129,9,43,14-May-46,Memorandum,CP (46) 193,Proposed Increase in Charges of Controlled Railways and London Passenger Transport Board.,Alfred Barnes,,
CAB,129,9,44,10-May-46,Memorandum,CP (46) 194,Call-up to the Forces in the Transitional Period.,Ernest Bevin,,
CAB,129,9,45,10-May-46,Memorandum,CP (46) 195,Long-Range Transport for V.I.P's.,"Stansgate, John Wilmot, Winster",,
CAB,129,9,46,17-May-46,Memorandum,CP (46) 196,Cession of Sarawak.,George Henry Hall,,
CAB,129,9,47,17-May-46,Memorandum,CP (46) 197,Conversation with M. Bidault.,Ernest Bevin,,
CAB,129,9,48,18-May-46,Memorandum,CP (46) 198,Liberation Celebrations in the Channel Islands.,James Chuter Ede,,
CAB,129,9,49,22-May-46,Memorandum,CP (46) 199,Questions of Procedure for Ministers.,Clement R Attlee,,
CAB,129,9,50,21-May-46,Memorandum,CP (46) 200,Supplies of Home Grown Wheat.,"Tom Williams, Joseph Westwood",,
CAB,129,10,1,24-May-46,Memorandum,CP (46) 201,Rations of Feeding Stuffs.,"Tom Williams, Joseph Westwood",,
CAB,129,10,2,22-May-46,Memorandum,CP (46) 202,Report on Mission to the U.S. and Canada by the Lord President of the Council.,Herbert Morrison,,
CAB,129,10,3,22-May-46,Memorandum,CP (46) 203,World Food Supplies: Lord President's Mission.,Herbert Morrison,,
CAB,129,10,4,23-May-46,Memorandum,CP (46) 204,Non-Italian Refugees in Italy.,Ernest Bevin,,
CAB,129,10,5,23-May-46,Memorandum,CP (46) 205,Proposed Increase in Charges of Controlled Railways and L.P.T.B.,Alfred Barnes,,
CAB,129,10,6,24-May-46,Memorandum,CP (46) 206,Call-Up to the Forces in 1947 and 1948.,Ernest Bevin,,
CAB,129,10,7,23-May-46,Memorandum,CP (46) 207,Council of Foreign Ministers.,Ernest Bevin,,
CAB,129,10,8,22-May-46,Memorandum,CP (46) 208,Council of Foreign Ministers.,Ernest Bevin,,
CAB,129,10,9,25-May-46,Memorandum,CP (46) 209,"Supply Position of Wheat and Flour for the Period from the 1st May to the 31st October, 1946.",Ben Smith,,
CAB,129,10,10,29-May-46,Memorandum,CP (46) 210,Repatriation of Soviet Citizens.,Ernest Bevin,,
CAB,129,10,11,24-May-46,Memorandum,CP (46) 211,Relaxation of the Ban on Marriages between British Servicemen and Alien Women.,J J Lawson,,
CAB,129,10,12,25-May-46,Memorandum,CP (46) 212,Eire.,Addison,,
CAB,129,10,13,30-May-46,Memorandum,CP (46) 213,Greece.,Ernest Bevin,,
CAB,129,10,14,30-May-46,Memorandum,CP (46) 214,Prospects of Dry-Cargo Shipping Tonnage for 1946.,Alfred Barnes,,
CAB,129,10,15,24-Jun-46,Memorandum,CP (46) 215,Notes on Some Overseas Economic and Publicity Problems.,Herbert Morrison,,
CAB,129,10,16,3-Jun-46,Memorandum,CP (46) 216,Despatch of Families to B.A.O.R.,Arthur Greenwood,,
CAB,129,10,17,4-Jun-46,Memorandum,CP (46) 217,India: Constitutional Position.,Norman Brook,,
CAB,129,10,18,4-Jun-46,Memorandum,CP (46) 218,The Cost of the British Zone in Germany.,Hugh Dalton,,
CAB,129,10,19,5-Jun-46,Memorandum,CP (46) 219,Revision of Anglo-Egyptian Treaty.,Ernest Bevin,,
CAB,129,10,20,6-Jun-46,Memorandum,CP (46) 220,Arab Reactions in Palestine to the Report of the Anglo-American Committee of Enquiry.,George Henry Hall,,
CAB,129,10,21,12-Jun-46,Memorandum,CP (46) 221,India - Constitutional Position.,Arthur Henderson,,
CAB,129,10,22,14-Jun-46,Memorandum,CP (46) 222,Situation in India and its possible effect upon Foreign Relations.,Ernest Bevin,,
CAB,129,10,23,7-Jun-46,Memorandum,CP (46) 223,Future of the Ruhr.,Ernest Bevin,,
CAB,129,10,24,7-Jun-46,Memorandum,CP (46) 224,Revision of Anglo-Egyptian Treaty.,Chiefs of Staff,,
CAB,129,10,25,1-Jul-46,Memorandum,CP (46) 225,Nationalisation of Transport.,Herbert Morrison,,
CAB,129,10,26,11-Jun-46,Memorandum,CP (46) 226,Overseas Reconstruction Committee.,Clement R Attlee,,
CAB,129,10,27,25-Jun-46,Memorandum,CP (46) 227,Home Defence Committee.,E E Bridges,,
CAB,129,10,28,14-Jun-46,Memorandum,CP (46) 228,North Borneo.,George Henry Hall,,
CAB,129,10,29,14-Jun-46,Memorandum,CP (46) 229,India.,E E Bridges,,
CAB,129,10,30,14-Jun-46,Memorandum,CP (46) 230,United Maritime Consultative Council.,Alfred Barnes,,
CAB,129,10,31,14-Jun-46,Memorandum,CP (46) 231,India: Constitutional Position.,Norman Brook,,
CAB,129,10,32,17-Jun-46,Memorandum,CP (46) 232,"Output, Recruitment and Conditions of Employment in the Coal-Mining Industry.",Emanuel Shinwell,,
CAB,129,10,33,17-Jun-46,Memorandum,CP (46) 233,Statistical Reports.,Clement R Attlee,,
CAB,129,10,34,17-Jun-46,Memorandum,CP (46) 234,Control of Subordinate Legislation by the Legislation Committee.,Clement R Attlee,,
CAB,129,10,35,18-Jun-46,Memorandum,CP (46) 235,Basic English.,Ernest Bevin,,
CAB,129,10,36,20-Jun-46,Memorandum,CP (46) 236,Amendment of the Law relating to the Nationality of Married Women.,"James Chuter Ede, Addison",,
CAB,129,10,37,19-Jun-46,Memorandum,CP (46) 237,"Output, Recruitment and Conditions of Employment in the Coalmining Industry.",George A Isaacs,,
CAB,129,10,38,19-Jun-46,Memorandum,CP (46) 238,Palestine.,George Henry Hall,,
CAB,129,10,39,19-Jun-46,Memorandum,CP (46) 239,The Situation in the Ruhr Coal-Field.,Emanuel Shinwell,,
CAB,129,10,40,19-Jun-46,Memorandum,CP (46) 240,General Conditions which Impede the Recovery of the Ruhr and other Industries in the British Zone in Germany.,Emanuel Shinwell,,
CAB,129,10,41,21-Jun-46,Memorandum,CP (46) 241,Broadcasting Policy.,"Herbert Morrison, Listowel",,
CAB,129,10,42,20-Jun-46,Memorandum,CP (46) 242,"Output, Recruitment and Conditions of Employment in the Coalmining Industry.",Herbert Morrison,,
CAB,129,10,43,22-Jun-46,Memorandum,CP (46) 243,United Somalia.,George Henry Hall,,
CAB,129,10,44,22-Jun-46,Memorandum,CP (46) 244,The Five Day Week in the Coalmining Industry.,Emanuel Shinwell,,
CAB,129,10,45,24-Jun-46,Memorandum,CP (46) 245,Payment for Loss of Remunerative Time to Members of Bodies Established under the National Health Service.,Hugh Dalton,,
CAB,129,10,46,24-Jun-46,Memorandum,CP (46) 246,Report of the Anglo-American Committee on the Problems of European Jewry and Palestine.,George Henry Hall,,
CAB,129,10,47,26-Jun-46,Memorandum,CP (46) 247,Rationing of Bread and other Cereals.,John Strachey,,
CAB,129,10,48,25-Jun-46,Memorandum,CP (46) 248,Payment for Loss of Remunerative Time to Members of Bodies Established Under the National Health Service.,Joseph Westwood,,
CAB,129,10,49,2-Jul-46,Memorandum,CP (46) 249,Canadian Wheat Contract.,John Strachey,,
CAB,129,10,50,2-Jul-46,Memorandum,CP (46) 250,Gift Food Parcels for Overseas.,John Strachey,,
CAB,129,11,1,28-Jun-46,Memorandum,CP (46) 251,Despatch of Cabinet and Cabinet Committee Business During the Summer Recess.,Clement R Attlee,,
CAB,129,11,2,28-Jun-46,Memorandum,CP (46) 252,United Maritime Consultative Council.,Alfred Barnes,,
CAB,129,11,3,1-Jul-46,Memorandum,CP (46) 253,Political Broadcasting.,Herbert Morrison,,
CAB,129,11,4,1-Jul-46,Memorandum,CP (46) 254,The Social Survey.,Herbert Morrison,,
CAB,129,11,5,2-Jul-46,Memorandum,CP (46) 255,Political Broadcasting.,Herbert Morrison,,
CAB,129,11,6,4-Jul-46,Memorandum,CP (46) 256,United Nations Organisation. United Kingdom Representation on the Economic and Social Council.,Clement R Attlee,,
CAB,129,11,7,4-Jul-46,Memorandum,CP (46) 257,Petrol Rationing.,Emanuel Shinwell,,
CAB,129,11,8,8-Jul-46,Memorandum,CP (46) 258,Report of the Anglo-American Committee of Enquiry regarding the Problems of European Jewry and Palestine.,George H Hall,,
CAB,129,11,9,8-Jul-46,Memorandum,CP (46) 259,Long-term Policy in Palestine.,George H Hall,,
CAB,129,11,10,5-Jul-46,Memorandum,CP (46) 260,Proposed New Policy for Cyprus.,George H Hall,,
CAB,129,11,11,5-Jul-46,Memorandum,CP (46) 261,Viceroy's Appreciation of the Present Position in India.,Pethick-Lawrence,,
CAB,129,11,12,8-Jul-46,Memorandum,CP (46) 262,Paper for Fascist Book Publishers.,Herbert Morrison,,
CAB,129,11,13,8-Jul-46,Memorandum,CP (46) 263,"Palestine. Statements by President Truman of Admission of 100,000 Immigrants.",George H Hall,,
CAB,129,11,14,8-Jul-46,Memorandum,CP (46) 264,War Pensions: Post-Injury Marriage - Ten Years' Time Limit.,Wilfred Paling,,
CAB,129,11,15,9-Jul-46,Memorandum,CP (46) 265,Agricultural Prices: Special Review.,"Tom Williams, Joseph Westwood, James Chuter Ede",,
CAB,129,11,16,12-Jul-46,Memorandum,CP (46) 266,United States Dollar Expenditure.,Hugh Dalton,,
CAB,129,11,17,10-Jul-46,Memorandum,CP (46) 267,Palestine. Anglo-U.S. Report - Military Implications.,Chiefs of Staff,,
CAB,129,11,18,10-Jul-46,Memorandum,CP (46) 268,"Legislative Programme, 1946-47 Session.","Herbert Morrison, Arthur Greenwood",,
CAB,129,11,19,11-Jul-46,Memorandum,CP (46) 269,Situation in South Persia.,Ernest Bevin,,
CAB,129,11,20,15-Jul-46,Memorandum,CP (46) 270,Organisation of Electricity Supply.,Emanuel Shinwell,,
CAB,129,11,21,23-Jul-46,Memorandum,CP (46) 271,Admission of Coloured Persons into the Armed Forces of the United Kingdom.,J J Lawson,,
CAB,129,11,22,15-Jul-46,Memorandum,CP (46) 272,Air Communications with Eastern Europe and the Balkans.,Ernest Bevin,,
CAB,129,11,23,16-Jul-46,Memorandum,CP (46) 273,Use of Official Information in Private Publications by serving and former Crown Servants.,Clement R Attlee,,
CAB,129,11,24,16-Jul-46,Memorandum,CP (46) 274,Overseas Economic and Publicity Problems.,Ernest Bevin,,
CAB,129,11,25,17-Jul-46,Memorandum,CP (46) 275,Amendment of British North America Acts 1867-1943.,Addison,,
CAB,129,11,26,18-Jul-46,Memorandum,CP (46) 276,Political Broadcasting.,Norman Brook,,
CAB,129,11,27,17-Jul-46,Memorandum,CP (46) 277,Timber for Housing.,Aneurin Bevan,,
CAB,129,11,28,17-Jul-46,Memorandum,CP (46) 278,Admission of Non-European Personnel into the United Kingdom Forces.,"George H Hall, Pethick-Lawrence",,
CAB,129,11,29,18-Jul-46,Memorandum,CP (46) 279,Disposal of German Merchant Ships obtained as Reparation by the United Kingdom Government.,Alfred Barnes,,
CAB,129,11,30,17-Jul-46,Memorandum,CP (46) 280,Programme of the Persian Tudeh Party.,Ernest Bevin,,
CAB,129,11,31,20-Jul-46,Memorandum,CP (46) 281,Palestine.,Norman Brook,,
CAB,129,11,32,18-Jul-46,Memorandum,CP (46) 282,The Rhodesia Railways.,"Addison, George H Hall",,
CAB,129,11,33,19-Jul-46,Memorandum,CP (46) 283,Relaxation of the Ban on Marriages between British Servicemen and Alien Women.,"James Chuter Ede, J J Lawson",,
CAB,129,11,34,22-Jul-46,Memorandum,CP (46) 284,Proposals for Breaking up the Poor Law.,"Aneurin Bevan, Joseph Westwood, James Griffiths",,
CAB,129,11,35,19-Jul-46,Memorandum,CP (46) 285,Paris Peace Conference. Draft Peace Treaties.,Ernest Bevin,,
CAB,129,11,36,19-Jul-46,Memorandum,CP (46) 286,Canadian Wheat Supplies.,John Strachey,,
CAB,129,11,37,19-Jul-46,Memorandum,CP (46) 267,The Government and the Universities.,Herbert Morrison,,
CAB,129,11,38,20-Jul-46,Memorandum,CP (46) 288,Council of Foreign Ministers.,Ernest Bevin,,
CAB,129,11,39,20-Jul-46,Memorandum,CP (46) 289,Canadian Wheat Supplies.,Norman Brook,,
CAB,129,11,40,22-Jul-46,Memorandum,CP (46) 290,World Federation of Democratic Youth.,Philip J Noel-Baker,,
CAB,129,11,41,22-Jul-46,Memorandum,CP (46) 291,Supplies of Softwood.,Richard Stafford Cripps,,
CAB,129,11,42,23-Jul-46,Memorandum,CP (46) 292,Germany: Results of the Paris Discussions.,Ernest Bevin,,
CAB,129,11,43,23-Jul-46,Memorandum,CP (46) 293,Admission of Non-European Personnel into the Armed Forces of the United Kingdom.,A V Alexander,,
CAB,129,11,44,23-Jul-46,Memorandum,CP (46) 294,Exports of Timber from Germany and Austria to U.K.,John B Hynd,,
CAB,129,11,45,24-Jul-46,Memorandum,CP (46) 295,Palestine. Results of Anglo-American Consultations.,Norman Brook,,
CAB,129,11,46,24-Jul-46,Memorandum,CP (46) 296,Town and Country Planning (Development Rights) Bill.,Lewis Silkin,,
CAB,129,11,47,25-Jul-46,Memorandum,CP (46) 297,Location of Power Stations.,Emanuel Shinwell,,
CAB,129,11,48,25-Jul-46,Memorandum,CP (46) 298,Inquiry into the Press.,Herbert Morrison,,
CAB,129,11,49,26-Jul-46,Memorandum,CP (46) 299,Civil Service Hours and Leave.,Hugh Dalton,,
CAB,129,11,50,30-Jul-46,Memorandum,CP (46) 300,Iron and Steel: Establishment of Interim Control Board.,John Wilmot,,
CAB,129,12,1,27-Jul-46,Memorandum,CP (46) 301,Conference on Palestine. Invitations to Jews and Palestine Arabs.,George Henry Hall,,
CAB,129,12,2,26-Jul-46,Memorandum,CP (46) 302,Visas.,Ernest Bevin,,
CAB,129,12,3,26-Jul-46,Memorandum,CP (46) 303,Reciprocal Abolition of Visas between certain Countries.,James Chuter Ede,,
CAB,129,12,4,26-Jul-46,Memorandum,CP (46) 304,Future of the Assyrians in Iraq and Syria.,Ernest Bevin,,
CAB,129,12,5,29-Jul-46,Memorandum,CP (46) 305,Changes in British Nationality Law.,"James Chuter Ede, Addison",,
CAB,129,12,6,29-Jul-46,Memorandum,CP (46) 306,Illegal Immigration into Palestine.,Chiefs of Staff,,
CAB,129,12,7,29-Jul-46,Memorandum,CP (46) 307,Location of Power Stations.,Geoffrey de Freitas,,
CAB,129,12,8,30-Jul-46,Memorandum,CP (46) 308,Palestine. Results of Anglo-American Consultations.,Norman Brook,,
CAB,129,12,9,30-Jul-46,Memorandum,CP (46) 309,Full Employment in Germany before the War.,Herbert Morrison,,
CAB,129,12,10,5-Aug-46,Memorandum,CP (46) 310,Illegal Immigration into Palestine.,George Henry Hall,,
CAB,129,12,11,31-Jul-46,Memorandum,CP (46) 311,Town and Country Planning (Development Rights) Bill.,Herbert Morrison,,
CAB,129,12,12,30-Jul-46,Memorandum,CP (46) 312,The Size of the Royal Air Force at the end of 1946.,Geoffrey de Freitas,,
CAB,129,12,13,31-Jul-46,Memorandum,CP (46) 313,Despatch of Troops to Iraq.,Pethick-Lawrence,,
CAB,129,12,14,31-Jul-46,Memorandum,CP (46) 314,Despatch of Troops to Iraq.,Philip J Noel-Baker,,
CAB,129,12,15,31-Jul-46,Memorandum,CP (46) 315,India: Political Situation.,Pethick-Lawrence,,
CAB,129,12,16,31-Jul-46,Memorandum,CP (46) 316,Exports of Coal from the British Zone of Germany.,John B Hynd,,
CAB,129,12,17,2-Aug-46,Memorandum,CP (46) 317,Civil Aircraft Requirements.,"John Wilmot, Winster",,
CAB,129,12,18,2-Aug-46,Memorandum,CP (46) 318,Unemployment Benefit for Eire Citizens after Service in the United Kingdom Forces.,Arthur Greenwood,,
CAB,129,12,19,6-Aug-46,Memorandum,CP (46) 319,British Somaliland. Proposals by Ethiopian Government for an Exchange of Territory.,"Ernest Bevin, George Henry Hall",,
CAB,129,12,20,6-Aug-46,Memorandum,CP (46) 320,Illegal Immigration into Palestine.,George Henry Hall,,
CAB,129,12,21,9-Aug-46,Memorandum,CP (46) 321,The Reorganisation of Broadcasting Services. The West of England Region.,"Herbert Morrison, Listowel",,
CAB,129,12,22,12-Aug-46,Memorandum,CP (46) 322,Future of the Assyrians.,George Hall,,
CAB,129,12,23,10-Aug-46,Memorandum,CP (46) 323,Food for India.,Pethick-Lawrence,,
CAB,129,12,24,13-Aug-46,Memorandum,CP (46) 324,Recruitment for the Indian Civil Service and the Indian Police.,Pethick-Lawrence,,
CAB,129,12,25,29-Aug-46,Memorandum,CP (46) 325,Repatriation of German Prisoners from the United Kingdom.,Ness Edwards,,
CAB,129,12,26,13-Aug-46,Memorandum,CP (46) 326,"""Squatters"" in Army Camps.",Nathan,,
CAB,129,12,27,30-Aug-46,Memorandum,CP (46) 327,Repatriation of German Prisoners of War.,Nathan,,
CAB,129,12,28,2-Sep-46,Memorandum,CP (46) 328,Indian Food Requirements.,Pethick-Lawrence,,
CAB,129,12,29,30-Aug-46,Memorandum,CP (46) 329,Conduct of Foreign Affairs affecting India with an Interim Government in Office.,"Ernest Bevin, Pethick-Lawrence",,
CAB,129,12,30,31-Aug-46,Memorandum,CP (46) 330,Squatters.,James Chuter Ede,,
CAB,129,12,31,30-Aug-46,Memorandum,CP (46) 331,British Nationality Law.,James Chuter Ede,,
CAB,129,12,32,2-Sep-46,Memorandum,CP (46) 332,Repatriation of German Prisoners of War from the United Kingdom.,Percy H Collick,,
CAB,129,12,33,2-Sep-46,Memorandum,CP (46) 333,German Coal.,Arthur Greenwood,,
CAB,129,12,34,3-Sep-46,Memorandum,CP (46) 334,Marriage Bar in the Civil Service.,Hugh Dalton,,
CAB,129,12,35,3-Sep-46,Memorandum,CP (46) 335,Repatriation of German Prisoners of War.,E E Bridges,,
CAB,129,12,36,6-Sep-46,Memorandum,CP (46) 336,Bread Rationing.,John Strachey,,
CAB,129,12,37,6-Sep-46,Memorandum,CP (46) 337,Silver.,Hugh Dalton,,
CAB,129,12,38,5-Sep-46,Memorandum,CP (46) 338,Increases in Buying and Selling Prices of Tin.,John Wilmot,,
CAB,129,12,39,6-Sep-46,Memorandum,CP (46) 339,Indian Food Requirements.,Pethick-Lawrence,,
CAB,129,12,40,9-Sep-46,Memorandum,CP (46) 340,Germany.,Ernest Bevin,,
CAB,129,12,41,10-Sep-46,Memorandum,CP (46) 341,The United Nations and Non-Military Enforcement Action.,Philip J Noel-Baker,,
CAB,129,12,42,10-Sep-46,Memorandum,CP (46) 342,Repatriation of German Prisoners of War.,Arthur Greenwood,,
CAB,129,12,43,16-Sep-46,Memorandum,CP (46) 343,Squatters.,E E Bridges,,
CAB,129,12,44,11-Sep-46,Memorandum,CP (46) 344,Civil Aircraft Requirements.,Clement R Attlee,,
CAB,129,12,45,11-Sep-46,Memorandum,CP (46) 345,Central Organisation for Defence.,Clement R Attlee,,
CAB,129,12,46,13-Sep-46,Memorandum,CP (46) 346,Squatters.,Norman Brook,,
CAB,129,12,47,16-Sep-46,Memorandum,CP (46) 347,The United Nations and Non-Military Enforcement Action.,A V Alexander,,
CAB,129,12,48,18-Sep-46,Memorandum,CP (46) 348,Clothing and Textiles for the Services.,Richard Stafford Cripps,,
CAB,129,12,49,19-Sep-46,Memorandum,CP (46) 349,Pensions and Allowances of Personnel of Colonial Origin enlisted in Egypt.,Ernest Bevin,,
CAB,129,12,50,20-Sep-46,Memorandum,CP (46) 350,Reciprocal Abolition of Visas.,Ernest Bevin,,
CAB,129,13,1,24-Sep-46,Memorandum,CP (46) 351,Clothing and Textiles for the Services.,Nathan,,
CAB,129,13,2,23-Sep-46,Memorandum,CP (46) 352,Pensions and Allowances of Persons of Colonial Origin enlisted in Egypt.,Nathan,,
CAB,129,13,3,23-Sep-46,Memorandum,CP (46) 353,Postponement of Municipal Elections.,"James Chuter Ede, Joseph Westwood",,
CAB,129,13,4,23-Sep-46,Memorandum,CP (46) 354,Policy in Libya.,Ernest Bevin,,
CAB,129,13,5,24-Sep-46,Memorandum,CP (46) 355,Full Employment in the Soviet Union.,Herbert Morrison,,
CAB,129,13,6,8-Oct-46,Memorandum,CP (46) 356,Importation of Danish Meat.,Herbert Morrison,,
CAB,129,13,7,26-Sep-46,Memorandum,CP (46) 357,Cabinet Committees.,Clement R Attlee,,
CAB,129,13,8,5-Oct-46,Memorandum,CP (46) 358,Palestine Conference.,"Ernest Bevin, George Hall",,
CAB,129,13,9,26-Sep-46,Memorandum,CP (46) 359,Japanese Merchant Ship-Building.,"A V Alexander, Alfred Barnes",,
CAB,129,13,10,27-Sep-46,Memorandum,CP (46) 360,Inquiry into the Press.,Herbert Morrison,,
CAB,129,13,11,30-Sep-46,Memorandum,CP (46) 361,Indian Food Requirements.,Pethick-Lawrence,,
CAB,129,13,12,27-Sep-46,Memorandum,CP (46) 362,The Fifth Session of the U.N.R.R.A. Council.,Philip J Noel-Baker,,
CAB,129,13,13,28-Sep-46,Memorandum,CP (46) 363,Squatters.,James Chuter Ede,,
CAB,129,13,14,30-Sep-46,Memorandum,CP (46) 364,International Employment Policy.,Herbert Morrison,,
CAB,129,13,15,1-Oct-46,Memorandum,CP (46) 365,Labour Conditions in the Anglo-Iranian Oil Company.,Ernest Bevin,,
CAB,129,13,16,2-Oct-46,Memorandum,CP (46) 366,Indian Food Requirements.,John Strachey,,
CAB,129,13,17,1-Oct-46,Memorandum,CP (46) 367,Indian Food Requirements.,Alfred Barnes,,
CAB,129,13,18,5-Oct-46,Memorandum,CP (46) 368,Employment of Judges.,Clement R Attlee,,
CAB,129,13,19,8-Oct-46,Memorandum,CP (46) 369,The Reproduction of Official Documents in Private Publications: Request from Mr. Churchill.,Clement R Attlee,,
CAB,129,13,20,8-Oct-46,Memorandum,CP (46) 370,Proposed Inter-Governmental Shipping Organisation.,Alfred Barnes,,
CAB,129,13,21,8-Oct-46,Memorandum,CP (46) 371,South-West Africa.,Addison,,
CAB,129,13,22,18-Oct-46,Memorandum,CP (46) 372,War Office Requirements of Land.,Frederick J Bellenger,,
CAB,129,13,23,17-Oct-46,Memorandum,CP (46) 373,General Assembly of the United Nations: Indian Complaint against South Africa.,Ernest Bevin,,
CAB,129,13,24,11-Oct-46,Memorandum,CP (46) 374,International Commodity Policy.,"R Stafford Cripps, John Strachey",,
CAB,129,13,25,8-Oct-46,Memorandum,CP (46) 375,United States and Canadian Dry Cargo Shipping in our Service.,Alfred Barnes,,
CAB,129,13,26,11-Oct-46,Memorandum,CP (46) 376,Amendment of the Parliament Act.,Jowitt,,
CAB,129,13,27,11-Oct-46,Memorandum,CP (46) 377,Food and Agriculture Organisation Preparatory Commission.,John Strachey,,
CAB,129,13,28,14-Oct-46,Memorandum,CP (46) 378,Administration of Wales and Monmouthshire.,Herbert Morrison,,
CAB,129,13,29,14-Oct-46,Memorandum,CP (46) 379,Inquiry into the Press.,Herbert Morrison,,
CAB,129,13,30,21-Oct-46,Memorandum,CP (46) 380,Introduction of a Permanent Scheme of National Service.,Clement R Attlee,,
CAB,129,13,31,16-Oct-46,Memorandum,CP (46) 381,Eire and Northern Ireland.,Herbert Morrison,,
CAB,129,13,32,15-Oct-46,Memorandum,CP (46) 382,Amendment to the Parliament Act.,Addison,,
CAB,129,13,33,17-Oct-46,Memorandum,CP (46) 383,Germany.,Ernest Bevin,,
CAB,129,13,34,17-Oct-46,Memorandum,CP (46) 384,Economic Planning: Co-ordination of the German Economy with the United Kingdom.,Herbert Morrison,,
CAB,129,13,35,18-Oct-46,Memorandum,CP (46) 385,Germany.,Hugh Dalton,,
CAB,129,13,36,18-Oct-46,Memorandum,CP (46) 386,Proposal for a Study of the Possibilities of Close Economic Co-operation with our Western European Neighbours.,Ernest Bevin,,
CAB,129,13,37,21-Oct-46,Memorandum,CP (46) 387,King's Speeches on the Prorogation and Opening of Parliament.,Herbert Morrison,,
CAB,129,13,38,18-Oct-46,Memorandum,CP (46) 388,Supplies of Timber from Germany to the United Kingdom.,Herbert Morrison,,
CAB,129,13,39,23-Oct-46,Memorandum,CP (46) 389,Committee on Overseas Economic Policy.,E E Bridges,,
CAB,129,13,40,18-Oct-46,Memorandum,CP (46) 390,Supplies of Timber from Germany to the United Kingdom.,John B Hynd,,
CAB,129,13,41,18-Oct-46,Memorandum,CP (46) 391,Eire and Northern Ireland.,Addison,,
CAB,129,13,42,20-Oct-46,Memorandum,CP (46) 392,Necessity for pooling the Cereal Supplies of the British and United States Zones of Germany.,John Strachey,,
CAB,129,13,43,22-Oct-46,Memorandum,CP (46) 393,Legislative Programme 1946-47 Session.,"Herbert Morrison, Arthur Greenwood",,
CAB,129,13,44,21-Oct-46,Memorandum,CP (46) 394,General Assembly of the United Nations: Indian Complaint against South Africa.,Addison,,
CAB,129,13,45,21-Oct-46,Memorandum,CP (46) 395,Indian Food Requirements.,Pethick-Lawrence,,
CAB,129,13,46,22-Oct-46,Memorandum,CP (46) 396,British Food Supplies. Necessity for New Approach to United States Government.,John Strachey,,
CAB,129,13,47,23-Oct-46,Memorandum,CP (46) 397,General Assembly of the United Nations: Indian Complaint against South Africa.,Pethick-Lawrence,,
CAB,129,13,48,24-Oct-46,Memorandum,CP (46) 398,International Control of the Ruhr.,Ernest Bevin,,
CAB,129,13,49,24-Oct-46,Memorandum,CP (46) 399,United Kingdom Bread Supplies.,John Strachey,,
CAB,129,13,50,29-Oct-46,Memorandum,CP (46) 400,The King's Speech on the Prorogation of Parliament.,Clement R Attlee,,
CAB,129,14,1,29-Oct-46,Memorandum,CP (46) 401,The Import Programme 1947.,Herbert Morrison,,
CAB,129,14,2,29-Oct-46,Memorandum,CP (46) 402,Project for Growing Groundnuts in East and Central Africa.,"Arthur Creech Jones, John Strachey",,
CAB,129,14,3,29-Oct-46,Memorandum,CP (46) 403,Introduction of a Permanent Scheme of National Service.,George A Isaacs,,
CAB,129,14,4,29-Oct-46,Memorandum,CP (46) 404,The King's Speech on the Opening of Parliament.,Clement R Attlee,,
CAB,129,14,5,30-Oct-46,Memorandum,CP (46) 405,German Food Supplies.,John B Hynd,,
CAB,129,14,6,30-Oct-46,Memorandum,CP (46) 406,Canada in 1946.,Addison,,
CAB,129,14,7,31-Oct-46,Memorandum,CP (46) 407,Redistribution of Seats.,"James Chuter Ede, Joseph Westwood",,
CAB,129,14,8,1-Nov-46,Memorandum,CP (46) 408,Transport Bill.,Alfred Barnes,,
CAB,129,14,9,30-Oct-46,Memorandum,CP (46) 409,War Office Requirements of Agricultural Land for Training Purposes.,Tom Williams,,
CAB,129,14,10,31-Oct-46,Memorandum,CP (46) 410,Exchange Control Bill.,Frank Soskice,,
CAB,129,14,11,31-Oct-46,Memorandum,CP (46) 411,Exchange Control Bill.,Hugh Dalton,,
CAB,129,14,12,2-Nov-46,Memorandum,CP (46) 412,Divorce: Second Interim Report by the Denning Committee.,Jowitt,,
CAB,129,14,13,1-Nov-46,Memorandum,CP (46) 413,Site of the International Trade Organisation.,Richard Stafford Cripps,,
CAB,129,14,14,1-Nov-46,Memorandum,CP (46) 414,Palestine. Release of detained Jewish leaders.,Arthur Creech Jones,,
CAB,129,14,15,5-Nov-46,Memorandum,CP (46) 415,Location of the Specialised Agencies.,Hector McNeil,,
CAB,129,14,16,6-Nov-46,Memorandum,CP (46) 416,International Organisations.,Herbert Morrison,,
CAB,129,14,17,8-Nov-46,Memorandum,CP (46) 417,Timber for Housing.,Aneurin Bevan,,
